Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guayaquil,1203,408,42817.0,51772.5,2006.4,2007.7,2007.1,2007.4,762.0,1515.5,1276.1,1267.3,62.0,135.8,232.4,228.9,25.0,58.9,43.6,46.6,7605.0,7019.3,585.7,585548.9,540982.6,44566.3,596791.4,551369.5,45422.0
Esmeraldas,460,220,47168.1,70390.0,2007.8,2008.2,2009.0,2009.1,1009.5,2098.1,2598.2,2604.9,103.5,224.1,578.9,618.7,44.0,57.6,64.5,70.0,5428.7,4263.6,1165.0,418797.3,329256.9,89540.4,426838.2,335578.6,91259.6
La Libertad,342,295,57728.8,99529.8,2009.9,2010.3,2011.1,2011.3,2828.4,5266.6,5586.0,5778.4,349.5,475.7,768.0,778.7,58.5,92.1,78.8,80.1,5521.9,5216.5,305.5,427145.2,403665.7,23479.5,435346.4,411416.1,23930.3
Puerto Bolivar,295,147,17669.4,22319.9,2001.8,2001.2,2002.2,2003.1,3128.6,4027.0,3501.5,3445.8,353.0,345.6,440.5,450.9,33.0,67.5,73.5,72.0,5223.6,4731.1,492.5,400018.6,362860.2,37158.4,407699.0,369827.1,37871.8
Manta,273,185,15255.8,6599.5,1998.1,2000.8,2005.4,2003.9,796.7,3033.8,1857.0,1800.4,64.0,388.1,439.0,635.7,33.0,117.1,68.7,103.6,1846.0,1594.7,251.4,141317.2,122229.4,19087.8,144030.5,124576.2,19454.2
Posorja,126,95,4696.7,5638.6,2003.9,2003.7,2006.9,2007.3,767.8,2566.3,1370.3,1350.9,64.0,268.1,328.0,307.7,25.0,75.1,73.8,73.9,974.4,889.9,84.5,74738.0,68325.1,6412.9,76173.0,69636.9,6536.0
Duran,57,50,1099.7,1803.7,2009.0,2008.7,2010.3,2010.5,800.2,1486.4,1121.9,1107.3,71.0,130.0,314.1,289.0,42.0,158.9,309.8,284.1,169.6,127.1,42.5,13048.0,9808.7,3239.4,13298.5,9997.0,3301.6
Baltra,36,2,10.5,5.8,2001.2,2000.0,2000.8,1998.6,85.1,84.6,90.8,82.1,19.0,19.0,27.5,24.0,5.0,6.0,8.1,9.2,14.1,10.4,3.7,1061.1,780.9,280.1,1081.4,795.9,285.5
Monteverde,26,8,2289.6,2705.1,2012.2,2013.0,2012.7,2012.5,2353.4,1785.8,1928.8,1914.2,192.0,228.2,240.6,239.8,58.5,81.6,100.4,99.5,306.7,249.1,57.6,23660.4,19245.1,4415.2,24114.6,19614.6,4500.0
Puerto Ayora,21,2,6.8,1.0,2002.0,2001.5,2001.7,2001.5,73.7,427.3,120.2,143.0,10.0,41.8,32.7,40.5,9.0,88.2,75.4,92.8,12.3,3.9,8.3,919.8,295.5,624.3,937.5,301.2,636.3
Baquerizo Moreno,14,2,5.8,4.3,2001.1,2000.0,2000.3,1998.4,121.1,125.8,125.9,144.5,22.0,22.0,33.8,47.8,8.5,10.0,13.9,11.5,6.4,3.9,2.6,484.3,292.6,191.7,493.6,298.3,195.3
Puerto Villamil,3,2,8.5,6.0,1980.0,1980.0,1980.0,1980.0,36.9,453.4,741.1,665.8,22.0,39.2,62.7,62.6,19.0,109.0,204.9,204.1,2.1,0.6,1.6,163.3,44.3,119.0,166.4,45.1,121.3
Caleta Tagus,2,2,21.1,15.4,1989.0,1989.0,1980.5,1981.1,1116.1,1116.1,1392.8,985.6,49.5,49.5,82.0,79.7,230.0,230.0,436.6,421.6,5.2,0.9,4.3,395.2,66.2,329.0,402.8,67.4,335.3
Seymour,2,1,0.5,0.1,2002.0,2002.0,2002.0,2002.0,94.5,94.5,94.5,94.5,13.0,13.0,14.1,14.1,4.5,4.5,5.1,5.1,0.4,0.2,0.1,29.3,18.2,11.2,29.9,18.5,11.4
San Lorenzo,2,2,249.8,356.9,2010.5,2010.5,2010.6,2010.7,10266.5,10266.5,8008.7,7596.6,886.5,886.5,835.4,792.7,9.5,9.5,10.8,11.8,41.1,41.0,0.1,3171.0,3166.1,4.9,3231.9,3226.9,5.0
Puna,1,1,17.7,26.8,2014.0,2014.0,2014.0,2014.0,755.5,755.5,755.5,755.5,67.0,67.0,67.0,67.0,89.0,89.0,89.0,89.0,1.7,1.4,0.3,132.3,106.2,26.1,134.8,108.2,26.6
