Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,11548,1770,34329.5,47612.2,2000.9,2002.9,2003.4,2003.5,428.3,890.7,892.6,882.1,51.0,97.0,255.1,249.2,24.0,42.6,72.0,70.8,8637.9,7783.6,854.2,654794.6,590549.3,64245.3,667366.6,601887.8,65478.8
Ro-Ro,8278,137,59643.6,29240.0,2003.8,2004.2,2008.8,2008.6,140.7,494.1,296.1,324.0,12.0,52.1,78.9,92.5,6.0,21.7,16.8,17.5,10579.9,9104.2,1475.6,800260.1,688290.9,111969.2,815625.1,701506.1,114119.0
Container,6819,815,371603.9,385662.6,2006.1,2008.5,2012.7,2012.4,259.6,1045.3,1269.8,1209.0,23.0,71.3,367.4,356.2,17.0,25.8,24.4,24.6,36779.7,34704.9,2074.8,2823856.5,2667006.9,156849.6,2878074.5,2718213.4,159861.2
Chemical tanker,5296,999,46004.4,72912.1,2005.7,2007.8,2009.1,2009.1,387.9,994.9,891.5,916.7,51.0,105.3,207.3,211.4,24.0,36.7,47.6,48.4,11198.0,8583.2,2614.9,848932.3,651625.4,197306.9,865231.8,664136.6,201095.2
Ferry-RoPax,5222,58,50491.1,9840.7,1999.3,1999.0,2002.7,2003.1,132.9,944.6,316.2,297.3,10.0,82.0,1197.8,1117.7,4.0,75.6,62.9,50.4,9922.4,7887.9,2034.6,749091.2,595742.2,153349.0,763473.8,607180.5,156293.3
Vehicle,2781,424,186651.0,65361.5,2003.4,2007.2,2007.6,2007.3,403.2,1846.1,1756.7,1804.9,36.0,123.7,316.1,317.4,14.0,19.6,19.6,20.0,12389.3,11838.8,550.5,952346.7,910699.8,41646.9,970631.8,928185.2,42446.6
Liquefied gas tanker,1939,243,35801.4,31939.1,2007.2,2008.8,2012.0,2011.8,436.9,1460.3,1661.4,1555.8,44.0,120.3,238.4,234.5,22.0,38.3,44.7,44.5,6209.7,5200.8,1008.8,434351.5,358393.5,75958.0,442691.1,365274.7,77416.4
Oil tanker,1807,664,199859.2,373016.4,2007.7,2008.8,2009.9,2010.0,671.1,2303.0,2265.0,2350.1,89.0,246.0,742.2,758.7,26.0,53.8,58.4,58.3,18045.0,14128.5,3916.4,1380082.2,1083048.6,297033.6,1406579.8,1103843.2,302736.6
Bulk carrier,1766,1035,83767.3,150271.7,2006.2,2009.8,2010.2,2010.3,860.3,1708.7,1706.0,1739.5,90.0,183.5,326.4,331.3,45.0,87.6,95.9,96.1,6992.1,6411.4,580.6,534988.2,490908.9,44079.3,545260.0,500334.4,44925.6
Miscellaneous - fishing,1702,442,2406.5,1979.7,1997.3,1997.2,1998.8,1999.2,485.8,1191.7,1361.0,1419.9,60.5,181.0,578.2,581.4,50.0,174.7,479.1,461.9,1701.7,996.2,705.4,127930.7,74941.1,52989.6,130386.9,76380.0,54007.0
Offshore,1465,430,4743.0,4239.7,2007.7,2006.2,2008.5,2008.1,366.7,1222.9,675.3,663.3,64.0,473.1,821.1,900.6,27.0,112.3,175.6,168.2,2975.6,2473.6,502.0,222363.4,185206.6,37156.8,226632.8,188762.6,37870.2
Cruise,1126,123,48557.7,4945.1,1997.0,1994.7,2003.7,2001.6,455.0,456.7,642.6,649.4,36.0,36.3,73.4,76.9,9.0,12.9,12.5,12.6,10875.5,9645.3,1230.2,830153.5,736264.6,93888.9,846092.5,750400.9,95691.6
Service - other,847,206,3954.3,5991.5,2000.3,1998.3,2004.0,2006.8,265.8,1304.7,846.5,902.9,32.0,430.8,443.6,281.2,14.0,204.4,396.1,407.5,1264.6,979.3,285.3,95363.3,73940.0,21423.2,97194.2,75359.7,21834.5
Service - tug,692,228,905.1,671.3,2004.6,2003.5,2008.5,2008.0,365.2,712.4,684.0,721.8,71.0,262.0,453.7,523.4,27.0,133.9,177.9,194.4,745.1,628.4,116.7,55951.5,47187.3,8764.2,57025.7,48093.3,8932.4
Refrigerated bulk,293,85,1858.2,1914.7,1998.5,1995.8,1999.6,1999.1,368.3,1089.2,695.3,672.5,26.0,85.4,227.3,223.0,24.0,60.1,47.4,49.5,962.5,716.5,246.0,72907.8,54430.9,18476.9,74307.6,55476.0,18831.6
Ferry-pax only,25,12,15.3,3.0,1959.6,1967.1,1987.4,1975.2,150.3,463.0,1090.2,853.9,23.0,63.2,282.7,272.0,22.0,71.1,24.7,23.2,8.9,7.2,1.8,670.2,537.9,132.3,683.1,548.3,134.8
Other liquids tankers,13,4,338.2,428.9,1992.5,2002.8,2008.6,2008.2,1428.2,4118.9,4090.3,3810.5,168.0,319.0,360.6,357.3,31.0,48.8,54.3,49.8,68.3,58.7,9.7,5242.8,4505.0,737.8,5343.4,4591.5,751.9
Yacht,4,4,2.0,1.1,1963.2,1963.2,1993.9,1970.0,1207.9,1370.0,1563.0,960.7,80.5,102.5,164.4,69.4,216.0,288.2,167.5,332.9,5.4,2.7,2.7,405.8,205.8,200.1,413.6,209.7,203.9
