Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,11496,1756,38308.8,53688.4,2000.9,2002.9,2005.2,2005.2,576.9,1084.1,1001.4,1000.1,67.0,120.2,253.9,252.4,31.5,47.9,60.4,60.8,10122.0,9079.1,1042.9,766902.0,688508.5,78393.5,781626.6,701727.9,79898.6
Ro-Ro,8282,137,63521.0,31050.3,2003.8,2004.2,2008.5,2008.2,140.7,540.6,315.4,344.1,12.0,46.8,72.4,78.8,6.0,16.1,17.5,18.6,11222.3,9814.0,1408.3,848378.0,741756.3,106621.7,864666.9,755998.0,108668.8
Container,6809,815,410110.0,433821.4,2006.1,2008.5,2011.6,2011.3,354.1,1167.6,1403.2,1362.2,36.0,84.3,283.8,274.2,15.0,24.0,36.7,35.6,43618.6,41542.0,2076.7,3350284.7,3193342.5,156942.2,3414610.1,3254654.7,159955.5
Chemical tanker,5287,998,52865.7,84142.0,2005.7,2007.8,2009.2,2009.3,445.5,1127.1,1028.3,1061.9,59.0,129.2,258.3,263.5,25.0,38.4,50.7,50.9,12887.9,10061.0,2826.9,977270.2,763676.3,213593.9,996033.7,778338.9,217694.9
Ferry-RoPax,5225,61,57141.0,11494.2,1999.3,1999.9,2000.2,2000.4,130.8,2382.1,358.0,347.2,10.0,275.7,1368.5,1474.2,3.0,37.7,148.4,132.7,11836.1,10210.5,1625.6,895193.8,772497.8,122696.0,912381.5,787329.7,125051.8
Vehicle,2776,422,84591.8,28414.9,2003.4,2007.3,2007.6,2007.4,331.2,793.0,798.0,786.2,32.0,61.3,127.6,125.8,12.0,15.2,15.9,15.8,6144.1,5653.2,490.9,466638.2,429291.8,37346.4,475597.7,437534.2,38063.5
Liquefied gas tanker,1941,248,49808.9,43158.9,2007.3,2008.9,2011.7,2011.6,512.7,1663.8,2246.5,2056.3,59.0,144.4,309.0,301.2,24.0,40.1,42.2,42.7,8293.1,6992.0,1301.1,583487.4,485870.6,97616.8,594690.4,495199.3,99491.1
Oil tanker,1817,664,146807.5,266763.5,2007.7,2008.8,2009.0,2009.0,708.5,2200.1,1645.0,1661.3,91.0,238.2,371.3,374.4,30.0,62.4,82.7,84.2,16931.4,12648.7,4282.7,1294661.9,969630.4,325031.5,1319519.4,988247.3,331272.1
Bulk carrier,1763,1034,107197.4,191173.0,2006.1,2009.8,2010.7,2010.7,1017.5,2317.7,2184.3,2213.3,119.0,250.9,425.8,430.7,46.0,93.5,91.9,91.7,9600.9,9010.2,590.7,737328.0,692388.2,44939.9,751484.7,705682.0,45802.7
Miscellaneous - fishing,1708,443,1903.5,1522.8,1997.2,1997.2,1997.8,1998.3,461.6,1002.9,1083.1,1097.1,59.0,217.8,524.4,483.3,11.0,64.1,127.8,145.2,1424.7,1200.8,223.9,107063.8,90246.8,16817.0,109119.4,91979.6,17139.8
Offshore,1499,447,5650.2,4743.8,2007.7,2006.4,2009.1,2008.7,361.1,1071.3,778.7,724.5,46.0,280.8,455.9,410.2,25.0,174.7,215.0,193.4,2846.7,2152.6,694.1,211887.7,159891.5,51996.2,215955.9,162961.4,52994.5
Cruise,1128,123,48382.1,4978.4,1996.9,1994.7,2003.8,2001.4,518.9,480.3,639.5,652.9,38.0,41.2,67.6,70.8,10.0,13.2,11.1,11.1,10442.0,9463.7,978.3,796171.5,721206.0,74965.5,811458.0,735053.1,76404.9
Service - other,834,202,2588.7,2826.1,2000.2,1998.6,2001.8,2002.3,218.7,1125.6,562.3,427.7,28.0,235.7,439.2,281.2,5.0,123.5,109.6,98.2,895.9,751.2,144.7,67318.3,56450.5,10867.8,68610.8,57534.3,11076.5
Service - tug,694,235,1046.4,755.4,2004.8,2004.0,2008.3,2007.5,382.0,737.2,759.0,784.2,75.0,178.7,387.2,396.0,17.5,123.3,224.5,236.6,797.9,639.6,158.3,59957.8,48072.7,11885.0,61109.0,48995.7,12113.2
Refrigerated bulk,286,80,9716.5,10572.0,1998.6,1995.8,1999.7,1999.6,3904.4,2686.3,3735.7,3810.5,204.0,179.4,284.2,284.5,32.0,26.4,32.5,32.7,3851.1,3655.0,196.2,294581.3,279853.1,14728.2,300237.3,285226.2,15011.0
Ferry-pax only,25,12,12.3,2.1,1959.6,1967.1,1989.0,1966.4,309.5,522.2,874.4,592.5,83.0,179.1,318.1,266.7,33.0,31.2,25.8,40.6,10.4,9.1,1.3,782.6,684.6,98.0,797.6,697.7,99.8
Other liquids tankers,12,4,50.7,68.6,1992.9,2002.8,2004.8,2003.3,666.9,652.0,627.0,628.2,72.5,66.5,71.7,76.5,43.0,50.2,55.0,51.8,26.5,15.1,11.3,2019.7,1145.6,874.2,2058.5,1167.6,890.9
Yacht,4,4,1.2,0.9,1963.2,1963.2,1960.6,1934.0,700.9,855.9,933.3,771.7,90.0,130.2,195.6,212.1,86.0,74.2,65.4,35.5,1.3,1.3,0.0,98.6,98.2,0.4,100.5,100.1,0.4
