Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Immingham,5414,1099,67673.5,83234.9,2005.9,2005.8,2009.9,2010.4,255.6,1244.1,598.8,1109.6,24.0,155.7,304.0,428.6,13.0,49.2,55.4,73.2,10956.4,9375.3,1581.1,828238.9,709536.5,118702.4,844141.1,723159.6,120981.5
Liverpool,3087,535,37729.1,39886.4,2003.4,2005.9,2010.1,2010.4,126.0,1386.4,648.3,1044.0,11.0,148.9,205.4,266.4,6.0,81.1,72.9,105.9,5388.4,4779.8,608.5,413818.6,367264.9,46553.6,421763.9,374316.4,47447.5
Portsmouth,2365,98,17322.2,11335.3,1999.0,2001.3,2001.9,2004.2,121.4,1578.5,301.1,778.1,10.0,128.5,117.8,201.3,1.0,49.4,13.3,18.1,3946.0,3675.3,270.6,300386.4,280003.5,20382.9,306153.8,285379.6,20774.3
Tilbury,2164,493,23474.7,19756.4,2003.3,2004.3,2006.9,2007.3,182.7,953.9,667.8,706.9,21.0,89.7,196.4,216.4,12.0,41.6,33.8,47.1,4685.2,4095.7,589.5,355503.3,311196.7,44306.6,362329.0,317171.7,45157.2
Felixstowe,2079,343,181267.8,182744.1,2004.9,2008.5,2012.8,2012.6,130.9,950.0,1394.2,1465.5,15.0,77.6,325.3,318.6,21.0,36.0,46.4,46.4,17759.0,16865.2,893.9,1365766.8,1298641.2,67125.6,1391989.5,1323575.1,68414.4
Hull,2074,444,10629.0,9349.3,2000.5,2003.9,2001.8,2004.7,229.6,935.5,365.9,631.4,24.0,107.9,127.1,191.4,12.0,51.1,45.8,68.0,2695.7,2363.4,332.3,203139.2,178191.1,24948.0,207039.5,181612.4,25427.0
Purfleet,1400,133,5603.2,3716.7,2004.2,2004.7,2006.3,2007.7,126.3,603.5,176.1,258.2,11.0,78.9,57.0,113.5,6.0,40.4,16.4,27.2,1038.1,847.6,190.5,78466.3,63820.2,14646.2,79972.9,65045.5,14927.4
Teesport,1309,410,8794.7,11349.0,2004.0,2004.8,2005.9,2005.9,639.7,966.9,893.6,924.0,49.0,85.6,110.8,115.4,20.0,44.2,68.2,54.4,2599.1,1843.0,756.1,194619.1,138162.9,56456.2,198355.8,140815.6,57540.1
Claonaig,1008,253,1656.3,1929.0,2001.3,2000.4,2005.4,2005.3,247.0,585.0,500.8,472.5,28.0,106.0,377.7,310.6,12.0,21.7,31.9,25.8,785.0,680.9,104.1,57976.8,50261.1,7715.8,59090.0,51226.1,7863.9
Southampton,963,358,75847.6,50655.9,2005.5,2006.3,2010.8,2012.9,525.1,1162.2,1299.7,1998.1,42.0,95.9,267.8,357.0,11.0,36.4,34.9,46.1,8529.8,8049.5,480.3,651539.2,614444.5,37094.7,664048.7,626241.8,37806.9
