Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Immingham,5387,1104,57308.3,67675.7,2006.0,2005.9,2009.8,2010.3,224.2,866.0,501.0,875.8,21.0,101.1,212.0,300.5,11.0,42.5,46.8,63.0,9103.4,7690.5,1412.9,687452.3,580622.9,106829.4,700651.4,591770.9,108880.5
Liverpool,2924,491,48194.0,49275.4,2003.6,2006.8,2009.3,2008.9,127.1,1246.3,833.6,1319.8,10.0,119.7,172.1,202.3,4.0,56.8,44.9,60.4,6304.7,5764.4,540.4,484145.2,443129.1,41016.0,493440.8,451637.2,41803.6
Tilbury,2397,610,13328.2,14854.9,2003.5,2004.0,2006.3,2007.2,174.6,551.9,345.6,455.6,17.0,59.5,103.1,126.1,12.0,43.4,46.5,57.1,3105.7,2475.6,630.1,234640.4,187089.1,47551.3,239145.5,190681.2,48464.3
Portsmouth,2371,103,11019.0,3345.6,1998.9,2000.8,2000.0,2002.9,111.2,486.5,191.8,227.7,9.0,51.5,34.0,59.3,1.0,39.7,11.3,14.9,2676.5,2317.2,359.3,202238.9,175197.6,27041.3,206121.9,178561.4,27560.5
Hull,2026,448,9208.0,7326.3,2000.4,2003.7,2001.0,2004.2,218.8,663.4,317.2,501.3,22.0,79.0,73.3,116.7,12.0,46.3,37.3,47.5,2481.9,2041.0,440.9,186821.0,153675.2,33145.8,190408.0,156625.8,33782.2
Felixstowe,1966,330,144590.5,137598.3,2004.8,2008.2,2013.7,2013.8,126.2,994.7,1126.8,1119.7,11.0,72.5,758.0,464.1,13.0,27.0,24.4,25.5,11731.0,11086.2,644.8,898937.1,850052.6,48884.5,916196.7,866373.6,49823.1
Purfleet,1603,201,7223.5,6124.6,2004.7,2006.2,2006.7,2007.9,132.2,492.4,209.4,331.5,11.0,72.9,49.6,81.0,10.0,38.6,20.9,25.3,1465.9,1088.1,377.8,110487.7,81925.2,28562.5,112609.0,83498.1,29110.9
Teesport,1329,425,7801.2,10882.2,2003.9,2004.6,2006.7,2007.1,374.2,813.6,786.2,878.5,39.0,92.1,200.7,223.1,21.0,42.4,49.9,50.9,2219.8,1683.6,536.2,166883.4,126504.2,40379.2,170087.5,128933.0,41154.5
Thames,1198,411,90685.4,96482.2,2008.8,2008.2,2012.8,2012.7,246.3,851.6,1172.8,1107.5,26.0,67.3,298.3,287.7,22.0,28.8,25.0,25.3,9234.3,8632.8,601.6,708428.6,662844.0,45584.6,722030.4,675570.6,46459.8
Southampton,1044,383,74803.9,39220.5,2005.5,2006.2,2009.0,2011.3,538.3,1317.6,1228.6,1479.4,41.0,106.9,267.1,370.6,12.0,33.4,20.1,24.0,8930.6,8365.5,565.1,684836.1,641727.8,43108.3,697985.0,654049.0,43935.9
Claonaig,997,247,2371.2,2948.3,2001.3,2000.3,2005.7,2005.9,347.0,783.0,682.0,665.6,63.0,191.9,260.8,233.8,35.0,109.9,250.8,163.4,1240.3,781.6,458.7,92182.7,58212.2,33970.6,93952.7,59329.9,34622.8
Itchen,913,339,127698.0,42584.1,2007.1,2007.1,2008.0,2007.7,743.6,2796.9,2379.2,2937.3,61.0,184.5,342.3,360.0,10.0,24.5,18.7,20.4,10437.7,10036.9,400.8,802770.5,772181.0,30589.5,818183.7,787006.9,31176.8
Tees,874,325,10459.3,13742.8,2004.0,2006.3,2009.8,2009.4,334.3,830.1,966.5,1073.6,33.0,91.3,306.8,337.0,18.0,43.0,48.9,50.3,1964.1,1638.0,326.2,148813.9,124233.8,24580.1,151671.2,126619.1,25052.1
Fawley,844,451,27234.6,35781.0,2007.4,2007.9,2008.9,2008.6,296.2,1267.4,1468.3,1380.5,53.5,132.4,322.0,313.4,29.5,43.5,51.0,63.7,3757.4,2990.5,766.8,286147.8,228195.3,57952.5,291641.9,232576.6,59065.2
Aberdeen,813,378,2613.3,2809.5,2006.4,2005.6,2007.5,2007.5,426.1,1098.9,747.1,742.7,51.0,362.9,856.8,849.1,25.0,82.9,108.5,105.7,1429.0,1243.3,185.7,107444.2,93505.4,13938.8,109507.1,95300.7,14206.4
