Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,2807,442,212976.4,244456.6,2007.3,2007.7,2008.2,2008.1,1033.1,1570.7,1658.1,1646.1,75.0,115.9,191.9,192.9,14.0,22.1,18.6,18.5,26980.0,26170.2,809.7,2086857.0,2024409.2,62447.9,2126924.7,2063277.8,63646.8
Bulk carrier,1302,890,216660.9,406141.1,2010.3,2010.8,2010.5,2010.4,1929.6,3101.1,3731.9,3830.6,236.0,301.7,548.8,554.9,60.0,86.9,74.7,74.1,13301.7,12795.9,505.8,1028813.7,989761.3,39052.4,1048566.9,1008764.7,39802.2
General cargo,619,259,9323.3,13279.3,1999.6,2004.5,2006.5,2007.7,915.4,1614.9,1704.2,1674.8,107.0,171.4,356.6,358.8,44.0,75.3,77.9,80.6,1636.5,1492.9,143.6,125574.9,114786.9,10788.0,127985.9,116990.8,10995.1
Chemical tanker,487,281,14277.9,23577.9,2009.7,2010.1,2010.2,2010.2,1487.2,1539.8,1537.0,1541.0,131.0,142.2,216.2,216.9,31.0,57.2,56.3,56.7,2621.8,2098.2,523.6,201980.1,161737.5,40242.6,205858.1,164842.8,41015.3
Oil tanker,421,247,44537.8,83792.4,2007.8,2008.0,2009.4,2009.4,1113.3,1788.6,1891.6,1922.2,144.0,212.1,446.7,454.2,36.0,88.8,46.2,46.2,3951.2,3324.3,626.9,304733.7,256490.1,48243.6,310584.6,261414.7,49169.9
Vehicle,317,151,37571.3,12643.3,2006.5,2007.7,2007.7,2007.6,1392.0,2398.0,2144.5,2201.1,96.0,156.9,273.3,280.4,8.0,9.8,9.7,9.7,2421.3,2391.9,29.4,187474.9,185194.4,2280.5,191074.4,188750.2,2324.2
Cruise,232,65,13875.1,1351.6,2000.0,2000.3,2001.3,2000.7,835.3,760.1,802.1,799.1,63.0,56.1,64.0,64.5,8.0,16.2,8.0,9.5,2959.4,2774.2,185.2,229104.4,214804.4,14299.9,233503.2,218928.7,14574.5
Liquefied gas tanker,194,38,4080.9,4188.2,2005.9,2006.7,2008.3,2007.7,1642.1,1825.5,1769.4,1748.5,143.5,166.4,185.4,183.1,32.5,62.2,44.4,44.8,793.6,658.3,135.3,58728.4,48535.2,10193.2,59856.0,49467.1,10388.9
Refrigerated bulk,186,50,3181.9,3462.1,1996.3,1995.2,1996.1,1996.1,966.5,2438.5,1490.3,1514.9,57.0,159.5,195.2,199.7,37.0,59.0,53.1,54.3,1449.4,1225.3,224.0,110468.8,93637.6,16831.1,112589.8,95435.5,17154.3
Ferry-pax only,133,2,17.9,1.3,2009.9,2005.0,2009.8,2009.6,274.1,376.3,275.1,277.6,13.0,42.0,15.4,16.6,9.0,22.5,9.5,10.1,17.9,16.0,1.9,1345.5,1202.7,142.9,1371.4,1225.8,145.6
Service - tug,41,32,23.9,17.5,1999.4,1997.8,2004.6,2004.0,597.0,1428.1,1406.0,1265.7,155.0,622.7,1439.3,1305.3,112.0,433.4,459.6,465.8,61.0,46.6,14.4,4576.9,3495.3,1081.6,4664.8,3562.4,1102.4
Miscellaneous - fishing,26,11,93.5,119.1,1979.7,1980.9,1974.4,1974.4,386.9,3362.3,3293.9,3582.2,75.0,469.3,2430.6,2456.4,82.5,186.3,577.0,616.5,45.6,33.7,12.0,3427.4,2527.2,900.3,3493.3,2575.7,917.5
Service - other,16,12,238.6,300.6,1995.8,1995.6,1997.6,1999.2,689.1,3277.3,1655.4,1873.9,163.0,646.0,1083.0,916.2,130.5,294.4,325.4,258.3,66.7,57.8,8.9,5060.8,4392.7,668.1,5157.9,4477.0,680.9
Offshore,8,8,219.9,418.7,1991.1,1991.1,2008.2,2008.5,902.0,1391.8,2446.0,2499.5,198.0,270.1,330.8,331.5,870.5,1312.8,107.7,74.8,43.8,14.7,29.1,3299.6,1112.3,2187.3,3363.0,1133.6,2229.3
Ro-Ro,3,2,9.1,6.7,1981.0,1982.0,1984.1,1982.7,542.1,645.9,749.4,623.2,118.0,117.0,144.5,128.7,84.0,144.0,213.8,168.9,5.7,3.2,2.5,430.5,245.5,185.0,438.8,250.3,188.5
Ferry-RoPax,2,1,6.4,0.5,2007.0,2007.0,2007.0,2007.0,274.3,274.3,274.3,274.3,26.0,26.0,31.7,31.7,9.0,9.0,9.0,9.0,2.0,1.8,0.2,154.8,136.0,18.8,157.7,138.6,19.1
