Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
El Bosque,568,137,5124.3,5744.6,2006.3,2005.4,2011.7,2011.7,130.9,401.2,420.2,426.4,16.0,107.5,76.8,76.2,14.0,81.9,20.9,22.0,701.2,575.9,125.3,53952.2,44438.5,9513.7,54988.1,45291.7,9696.4
Santa Marta,471,162,7085.4,12468.5,2006.2,2006.3,2006.1,2006.1,131.4,385.3,721.8,1049.7,13.0,100.5,21.6,20.4,10.0,42.4,1951.1,2137.0,683.0,314.7,368.3,52583.9,24178.3,28405.6,53593.5,24642.5,28951.0
Barranquilla,450,204,1269.5,1897.2,2004.5,2007.4,2008.9,2009.1,112.3,300.1,204.5,207.1,16.0,60.9,99.4,98.9,23.0,96.9,71.4,76.6,372.8,240.2,132.6,28482.2,18383.3,10098.9,29029.1,18736.2,10292.8
Mamonal,289,109,793.6,998.2,2004.8,2004.2,2006.7,2006.8,148.0,332.6,238.6,270.7,53.0,150.8,120.3,138.0,25.0,83.9,52.8,58.5,298.6,170.7,127.9,22709.8,12966.4,9743.4,23145.8,13215.4,9930.4
Cartagena,219,82,1050.2,1253.5,1998.7,2003.2,2009.3,2009.0,312.5,483.8,432.0,435.6,45.0,208.8,122.2,98.1,33.0,140.7,41.1,43.9,212.4,160.8,51.6,16207.1,12295.5,3911.7,16518.3,12531.5,3986.8
Turbo,177,44,1460.5,1812.7,2005.0,2004.6,2005.0,2004.9,253.3,306.0,334.3,340.3,26.0,40.5,64.6,65.9,25.0,34.4,36.8,37.3,306.1,227.2,78.9,23610.4,17539.7,6070.8,24063.7,17876.4,6187.3
San Andres,168,12,131.9,172.0,1982.3,1981.9,1991.5,1990.6,426.2,410.8,471.0,471.8,46.5,71.8,53.6,53.1,54.5,55.0,70.4,69.6,74.9,46.4,28.5,5625.8,3484.1,2141.8,5733.8,3551.0,2182.9
Buenaventura,134,49,5623.2,6048.9,2011.1,2008.9,2014.6,2014.7,694.9,747.5,702.2,704.3,84.0,111.5,89.1,90.6,19.0,63.2,20.9,22.0,483.5,445.3,38.2,37371.7,34431.2,2940.6,38089.3,35092.3,2997.0
Puerto Bolivar,87,36,396.2,601.7,1999.8,2000.8,2004.9,2004.8,202.7,424.4,281.0,289.1,17.0,69.0,137.5,147.9,13.0,65.8,67.9,74.4,88.9,68.0,20.9,6816.1,5223.0,1593.2,6947.0,5323.2,1623.8
Carbonera Muelle,80,72,644.5,1189.7,2010.4,2010.8,2009.0,2008.8,87.3,163.5,137.8,135.8,69.5,115.4,159.2,160.2,46.0,53.7,46.8,47.4,85.9,62.5,23.4,6642.6,4834.0,1808.6,6770.1,4926.8,1843.3
Tolu,55,30,181.4,300.5,2005.8,2008.8,2010.2,2010.3,200.9,278.4,249.5,246.9,21.0,63.0,93.7,87.6,98.0,141.1,150.5,152.2,44.9,28.4,16.5,3444.5,2177.2,1267.3,3510.6,2219.0,1291.6
Pozos Colorados,48,25,270.1,444.8,2010.0,2009.9,2007.1,2007.0,181.6,767.4,258.7,256.1,43.0,517.9,148.1,93.5,52.0,69.3,65.8,66.8,151.4,62.4,89.0,11660.5,4769.2,6891.2,11884.3,4860.8,7023.6
Covenas,46,23,348.7,643.0,2005.5,2005.7,2008.1,2008.0,266.2,333.0,329.6,331.1,86.0,198.4,164.3,159.3,47.5,92.3,60.2,59.0,75.8,57.2,18.6,5824.0,4396.2,1427.9,5935.8,4480.6,1455.3
Providencia,40,6,4.7,5.4,1966.8,1972.2,1966.6,1962.4,412.9,248.8,283.6,275.3,71.0,65.9,107.8,96.9,53.0,73.9,63.9,68.0,6.7,5.3,1.3,502.0,400.7,101.3,511.6,408.4,103.2
Puerto Colombia,22,22,87.5,127.4,2001.1,2001.1,2009.0,2008.9,203.1,238.9,234.1,249.3,22.5,67.9,41.6,43.1,13.0,44.2,57.8,59.3,18.0,12.6,5.4,1380.7,969.4,411.3,1407.2,988.0,419.2
Tumaco,20,8,28.5,40.6,2006.9,2002.1,2000.2,1999.0,773.7,939.1,754.3,739.7,539.0,381.6,460.9,413.5,21.5,57.9,87.7,93.4,20.1,18.5,1.6,1513.4,1391.3,122.1,1542.4,1418.0,124.5
Riohacha,12,7,46.9,51.6,1982.3,1985.1,1977.4,1976.6,421.9,727.5,710.6,799.4,80.5,223.4,204.6,234.6,3.5,9.5,16.3,12.5,12.6,12.4,0.2,955.7,937.0,18.7,974.1,955.0,19.1
Acandi,10,9,39.9,47.2,2004.8,2003.6,2006.7,2006.2,200.8,377.4,243.7,237.3,34.0,62.7,68.8,49.8,12.0,21.7,17.0,17.8,10.0,8.2,1.8,765.9,628.9,136.9,780.6,641.0,139.6
Manaure,8,5,0.3,0.5,1982.6,1986.6,1989.1,1988.4,103.8,103.7,117.2,117.4,27.0,26.8,38.2,37.6,10.0,11.2,13.3,12.4,1.0,0.7,0.2,72.4,54.0,18.4,73.8,55.0,18.8
Puerto Limon,5,4,9.6,13.2,2005.2,2002.5,2009.1,2009.0,126.9,274.2,439.0,477.2,24.0,73.5,200.0,205.7,17.0,27.0,49.3,50.0,2.8,2.2,0.6,214.2,168.3,45.9,218.3,171.5,46.8
Bahia Solano,1,1,12.6,20.1,1990.0,1990.0,1990.0,1990.0,6286.5,6286.5,6286.5,6286.5,1565.0,1565.0,1565.0,1565.0,326.0,326.0,326.0,326.0,0.9,0.7,0.2,65.4,53.3,12.1,66.6,54.3,12.3
Rio Cordoba,1,1,7.7,9.8,2004.0,2004.0,2004.0,2004.0,286.2,286.2,286.2,286.2,52.0,52.0,52.0,52.0,14.0,14.0,14.0,14.0,1.3,1.1,0.2,97.2,82.8,14.4,99.0,84.3,14.7
