Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,2802,440,182834.4,210762.9,2007.3,2007.7,2007.8,2007.8,1060.3,1456.1,1420.9,1417.1,69.0,102.8,164.6,166.6,23.0,30.1,23.9,23.9,23843.8,22522.8,1321.0,1844997.3,1743417.0,101580.3,1880421.2,1776890.6,103530.6
Bulk carrier,1286,886,219461.4,411501.2,2010.4,2010.9,2010.4,2010.3,2071.2,3169.5,3844.1,3949.5,235.5,323.7,597.4,604.3,63.5,92.3,105.7,106.0,14612.3,13958.3,654.0,1130533.9,1080255.4,50278.4,1152240.1,1100996.3,51243.8
General cargo,625,263,8187.9,11358.7,1999.8,2004.5,2005.3,2006.6,849.7,1681.7,1472.9,1408.1,97.0,185.4,278.1,271.0,42.0,71.3,66.4,68.2,1567.9,1396.4,171.4,120206.8,107324.2,12882.5,122514.7,109384.9,13129.9
Chemical tanker,479,274,15663.5,25863.0,2009.7,2010.1,2010.5,2010.6,1594.9,1802.0,1724.3,1727.3,136.0,190.8,241.5,242.0,39.0,54.8,56.3,56.5,2810.5,2352.8,457.7,216061.7,181300.6,34761.1,220210.1,184781.6,35428.5
Oil tanker,416,245,62196.8,117637.2,2007.8,2007.9,2010.8,2010.8,1047.1,2308.6,2677.7,2736.1,123.5,248.5,750.8,759.5,42.0,65.0,63.2,63.3,5894.9,4697.3,1197.6,454670.1,362838.0,91832.2,463399.8,369804.5,93595.4
Vehicle,321,152,26253.8,8661.1,2006.4,2007.7,2006.7,2006.6,1131.3,1367.2,1479.5,1488.3,82.0,102.2,217.3,219.0,13.0,20.0,20.2,20.0,1650.7,1588.7,62.0,127730.6,122947.9,4782.7,130183.0,125308.5,4874.5
Cruise,234,66,11920.8,1173.4,2000.0,1999.8,2002.0,2001.3,539.7,847.4,686.6,690.0,42.5,70.0,64.3,67.4,10.0,26.4,12.9,13.0,2783.7,2487.1,296.6,215448.9,192575.3,22873.6,219585.5,196272.8,23312.8
Liquefied gas tanker,196,38,4412.0,4442.8,2005.8,2006.7,2007.8,2007.4,1600.0,1893.9,1904.3,1845.3,123.0,172.4,270.5,264.0,32.0,55.4,114.0,101.0,850.8,689.9,160.9,62981.9,51061.8,11920.2,64191.2,52042.1,12149.0
Refrigerated bulk,186,50,1733.4,1887.8,1996.5,1995.6,1996.9,1997.0,493.1,1274.2,806.9,819.6,33.0,98.1,119.0,120.4,36.0,52.0,45.9,46.4,904.6,670.3,234.3,68885.7,51283.2,17602.5,70208.3,52267.8,17940.5
Ferry-pax only,134,3,29.9,5.2,2009.6,1994.3,1995.7,1982.5,278.7,504.2,386.3,582.6,16.0,58.7,46.2,73.6,11.0,46.3,42.5,53.9,20.0,14.3,5.7,1501.9,1073.8,428.1,1530.7,1094.4,436.3
Service - tug,44,33,55.3,48.6,1999.6,1997.6,2007.3,2007.7,633.9,1392.2,2554.0,2686.4,168.5,506.4,1195.7,1195.2,77.0,298.2,1405.4,1490.8,76.8,51.4,25.4,5767.8,3859.4,1908.5,5878.6,3933.5,1945.1
Miscellaneous - fishing,24,9,82.8,97.4,1979.3,1980.8,1981.8,1981.1,640.6,2396.5,3094.7,3066.3,77.5,312.9,1156.0,1187.0,67.0,177.3,99.1,100.0,69.2,61.0,8.2,5197.8,4581.4,616.5,5297.6,4669.3,628.3
Service - other,17,14,307.9,386.7,1996.9,1997.7,1992.9,1996.7,1121.5,1676.6,1926.9,2094.6,241.0,443.5,471.3,485.2,95.0,313.9,235.5,269.0,66.8,46.7,20.1,5094.8,3562.7,1532.1,5192.6,3631.1,1561.5
Offshore,7,6,169.1,325.4,1985.6,1986.7,2008.3,2008.5,543.6,1557.0,1957.9,1977.3,339.0,1021.3,561.8,561.4,197.0,621.1,96.3,89.9,40.6,29.2,11.4,3065.7,2207.9,857.8,3124.6,2250.3,874.3
Ferry-RoPax,3,2,12.3,1.1,1996.0,1990.5,2006.2,2004.8,452.9,420.9,510.2,497.9,85.0,88.2,65.6,67.7,15.0,15.2,15.9,15.9,4.1,3.6,0.5,311.4,272.2,39.3,317.4,277.4,40.0
Ro-Ro,3,2,9.2,7.9,1981.0,1982.0,1983.6,1981.8,772.8,737.1,754.8,733.2,96.0,106.0,115.4,105.7,173.0,495.2,359.3,595.3,20.5,2.4,18.2,1542.3,178.2,1364.1,1571.9,181.7,1390.3
