Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
El Bosque,727,174,6132.5,6978.7,2006.5,2006.4,2013.2,2013.2,138.0,359.0,393.4,385.8,21.0,148.7,83.4,79.3,15.0,65.3,22.4,23.3,838.4,685.9,152.5,64404.3,52767.3,11637.0,65640.8,53780.4,11860.4
Barranquilla,463,161,898.8,1318.1,2004.5,2006.2,2008.3,2008.5,103.1,196.6,140.3,149.0,10.0,71.8,43.0,46.3,13.0,58.8,39.5,40.2,237.0,145.9,91.0,18098.2,11194.6,6903.5,18445.7,11409.6,7036.1
Santa Marta,383,230,1871.4,2458.8,2007.0,2007.8,2006.7,2007.2,141.8,302.0,174.6,174.0,16.0,117.1,124.1,139.8,21.0,112.2,57.8,69.8,478.6,323.7,155.0,36618.7,24802.4,11816.3,37321.7,25278.6,12043.1
Mamonal,299,114,1343.8,1603.3,2005.5,2005.2,2007.1,2006.3,160.0,315.3,322.3,312.8,39.0,88.4,118.5,144.6,40.0,60.3,55.6,76.5,333.1,181.2,151.9,25562.5,13895.0,11667.5,26053.3,14161.8,11891.6
Cartagena,217,81,844.5,1013.2,1997.7,2001.7,2010.9,2010.4,264.0,319.3,390.1,385.2,43.0,111.3,84.1,87.5,29.0,66.7,43.2,49.9,146.4,105.4,41.0,11176.0,8063.7,3112.4,11390.6,8218.5,3172.1
Turbo,184,43,1436.9,1791.2,2003.3,2003.7,2002.7,2002.9,297.6,297.3,358.9,360.4,20.0,30.7,60.6,61.6,17.0,31.8,31.2,31.5,340.9,265.7,75.2,26270.1,20511.3,5758.8,26774.5,20905.2,5869.4
Buenaventura,172,56,5793.9,6860.4,2009.5,2008.6,2012.3,2011.9,705.0,834.6,709.7,714.8,84.5,168.9,97.5,102.8,17.0,41.9,22.4,24.3,654.8,600.4,54.4,50582.6,46397.0,4185.6,51553.8,47287.8,4266.0
San Andres,170,13,131.9,178.4,1981.9,1978.7,1986.8,1986.3,400.0,450.3,482.1,480.3,50.0,126.4,257.0,253.3,52.5,93.7,201.8,202.2,89.5,74.8,14.8,6721.1,5613.4,1107.7,6850.1,5721.1,1129.0
Pozos Colorados,45,28,166.9,280.0,2010.4,2010.6,2010.6,2010.6,156.2,176.5,171.9,171.9,28.0,44.4,36.1,36.0,43.0,48.1,42.8,42.4,63.6,22.3,41.3,4917.0,1723.1,3193.8,5011.4,1756.2,3255.2
Tolu,39,15,80.7,137.2,2005.1,2009.1,2010.9,2011.0,131.1,213.6,243.8,247.3,13.0,40.2,52.7,53.5,39.0,44.0,46.8,47.0,12.8,8.9,3.9,977.1,680.3,296.8,995.9,693.4,302.5
Providencia,37,7,10.3,7.6,1968.6,1983.0,1982.6,1964.9,436.7,432.2,396.2,426.5,76.0,272.4,101.6,120.2,66.0,77.6,68.7,100.2,10.2,7.8,2.4,764.2,587.0,177.2,778.8,598.3,180.6
Puerto Bolivar,35,25,278.8,501.6,1998.7,2001.7,2008.9,2008.9,225.4,366.9,257.6,248.4,34.0,99.5,77.2,74.7,22.0,97.3,36.8,36.6,34.9,26.0,8.9,2681.5,2004.7,676.8,2733.0,2043.2,689.8
Covenas,30,9,14.4,20.4,2004.8,2001.1,2007.0,2006.7,229.7,491.3,122.9,102.7,124.0,770.3,805.7,431.7,74.5,206.1,144.9,106.4,26.6,17.8,8.7,2001.4,1340.9,660.4,2039.8,1366.7,673.1
Carbonera Muelle,23,22,5459.4,10521.2,2009.5,2009.7,2006.1,2006.1,21.8,1441.4,3612.9,3701.8,7.0,13.8,8.3,8.3,15.0,137.8,2525.2,2527.0,290.8,5.6,285.2,22524.7,433.2,22091.5,22957.2,441.5,22515.7
Puerto Colombia,21,19,41.9,62.6,1997.2,1999.9,2005.5,2005.3,125.2,330.8,167.3,173.1,29.0,80.4,170.7,184.8,52.0,321.0,244.9,239.7,16.0,6.9,9.1,1211.7,521.8,689.9,1235.0,531.9,703.1
Tumaco,20,8,45.8,73.8,2009.2,2007.8,2011.5,2011.6,212.8,696.8,749.3,774.7,49.0,136.5,177.0,170.8,20.5,70.5,54.4,54.0,17.4,14.1,3.3,1319.7,1070.7,249.0,1345.0,1091.3,253.7
Acandi,16,12,27.6,32.7,2003.6,2002.5,2005.1,2004.7,78.9,159.9,93.7,90.2,9.5,12.6,12.2,10.8,43.5,41.2,46.9,43.0,12.3,3.9,8.4,944.9,301.0,643.9,963.1,306.8,656.3
Riohacha,12,7,5.0,9.3,1980.2,1983.9,1988.7,1986.3,151.7,885.5,374.6,454.4,38.0,76.1,145.7,145.7,90.5,246.1,462.8,673.1,13.4,3.2,10.1,1003.3,243.1,760.2,1022.6,247.8,774.8
