Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
El Bosque,1735,417,104906.7,106666.8,2006.1,2006.2,2006.7,2007.3,851.8,1384.4,1324.4,1461.6,73.0,121.6,173.9,189.3,20.0,34.8,21.1,22.4,15400.3,14439.2,961.0,1191513.0,1117577.0,73935.9,1214390.0,1139034.5,75355.5
Buenaventura,1177,549,87604.5,98762.3,2009.2,2009.7,2009.1,2009.2,1143.0,1389.7,1371.4,1388.0,73.0,135.1,167.3,169.6,29.0,54.0,35.2,38.9,9264.3,8662.4,601.9,716986.4,670644.8,46341.6,730752.6,683521.2,47231.4
Mamonal,618,351,26190.2,32405.6,2006.3,2007.2,2008.1,2009.0,1546.4,1790.3,1802.3,1938.7,125.5,214.3,338.9,405.5,32.0,73.1,75.0,88.7,3546.2,2989.0,557.2,270576.2,228416.7,42159.6,275771.3,232802.3,42969.0
Santa Marta,599,323,43971.7,68480.7,2005.9,2007.5,2008.7,2009.2,844.8,2547.9,2762.8,3446.0,75.0,252.8,614.5,707.8,27.0,64.9,129.2,153.2,4854.5,4518.9,335.6,374765.2,349227.0,25538.1,381960.6,355932.2,26028.5
Barranquilla,590,423,17011.9,27056.7,2008.2,2008.9,2009.7,2009.8,1227.4,1773.7,1694.1,1716.7,114.0,182.1,292.7,294.8,43.0,74.6,90.9,93.7,2323.6,2062.7,260.8,178664.4,158910.8,19753.6,182094.7,161961.9,20132.9
Cartagena,392,244,22270.4,24988.2,2003.7,2004.3,2007.4,2008.3,1089.5,1935.6,1848.6,1877.6,102.0,211.5,313.1,370.3,25.0,91.8,39.3,47.9,2681.8,2429.0,252.8,207071.2,187823.5,19247.6,211046.9,191429.7,19617.2
Puerto Bolivar,386,255,73146.1,138771.0,2003.4,2007.8,2010.2,2010.3,2870.4,3646.3,4134.6,4245.9,324.5,361.6,495.0,498.1,60.5,99.5,94.6,94.1,4808.7,4548.6,260.1,371748.9,351838.4,19910.5,378886.4,358593.7,20292.8
Carbonera Muelle,358,237,94578.3,180447.0,2010.5,2010.6,2010.1,2010.1,2524.0,4065.0,4261.2,4331.0,298.5,409.5,646.7,650.8,88.5,89.3,90.6,90.7,5842.3,5607.1,235.3,452175.7,434093.3,18082.4,460857.5,442427.9,18429.6
Covenas,272,159,52576.7,100385.8,2008.8,2008.9,2011.3,2011.3,1060.6,2676.7,2908.0,2960.6,111.5,275.4,800.2,806.2,42.0,57.8,56.9,57.0,4480.1,3635.8,844.3,345728.5,280948.5,64780.0,352366.4,286342.7,66023.7
Turbo,262,54,4288.8,5140.3,2002.8,2001.8,2005.7,2005.9,476.9,1080.1,762.8,775.8,49.5,79.1,101.2,102.2,29.0,44.2,31.3,31.4,988.1,818.6,169.5,75977.2,63105.7,12871.6,77436.0,64317.3,13118.7
Leticia,141,6,81.8,61.0,2009.4,2002.5,2004.1,2005.4,279.1,827.3,535.9,883.2,16.0,121.5,196.0,306.8,11.0,47.4,36.4,48.4,41.9,32.6,9.3,3184.2,2481.0,703.2,3245.4,2528.7,716.7
Pozos Colorados,90,74,4010.7,6734.2,2010.9,2010.7,2011.2,2011.1,1635.8,1499.3,1478.7,1470.9,158.5,180.6,199.8,199.4,42.0,60.8,53.9,54.1,561.3,457.3,104.0,43148.5,35255.4,7893.1,43976.9,35932.3,8044.6
San Andres,84,10,60.1,71.9,1989.4,1987.2,1991.7,1989.8,190.2,344.1,300.3,285.0,22.0,44.4,63.5,62.5,15.0,64.7,32.9,34.6,20.8,18.1,2.7,1567.9,1368.2,199.8,1598.0,1394.4,203.6
Tolu,21,21,1082.5,1756.1,2009.9,2009.9,2010.5,2010.4,1653.6,2149.0,2097.5,2070.7,136.0,202.0,249.1,246.8,61.0,70.9,82.1,82.6,110.7,104.3,6.4,8532.6,8048.0,484.6,8696.4,8202.5,493.9
Tumaco,19,16,1108.6,1907.8,2005.0,2006.4,2006.1,2006.1,1468.5,1766.2,2365.9,2381.5,124.0,183.2,322.1,321.3,32.0,62.0,42.5,42.0,185.2,153.4,31.8,14220.9,11798.7,2422.2,14493.9,12025.2,2468.7
Puerto Colombia,11,11,195.4,262.9,2000.0,2000.0,2010.8,2010.7,902.7,1016.0,960.4,1040.1,116.0,146.0,146.4,153.7,38.0,57.2,42.9,44.3,26.1,23.3,2.8,2000.9,1791.9,209.0,2039.3,1826.3,213.0
Bahia Solano,10,5,78.5,92.6,1983.2,1984.4,1981.9,1981.7,3839.0,8244.5,4541.2,6496.9,614.5,848.5,1171.3,1234.4,96.0,80.6,85.9,91.7,53.2,51.6,1.5,3994.1,3878.8,115.3,4070.8,3953.3,117.5
Providencia,6,4,7.9,1.3,1971.7,1978.5,2000.1,1984.2,236.3,353.0,443.9,297.2,36.5,39.8,40.3,42.1,11.5,139.0,31.7,165.5,3.1,2.3,0.8,240.3,177.5,62.8,245.0,180.9,64.0
Riohacha,2,2,73.7,63.2,1979.0,1979.0,1976.0,1976.2,2742.2,2742.2,1352.4,1374.3,218.5,218.5,224.9,224.6,895.0,895.0,204.4,237.4,10.9,5.2,5.7,823.5,398.1,425.4,839.3,405.8,433.5
Puerto Limon,2,2,34.1,44.9,2009.0,2009.0,2009.0,2009.0,1704.5,1704.5,1683.5,1674.4,181.0,181.0,182.4,183.4,103.0,103.0,101.7,100.7,6.9,5.6,1.2,524.1,431.3,92.8,534.2,439.5,94.6
Manaure,1,1,0.3,0.4,1966.0,1966.0,1966.0,1966.0,505.9,505.9,505.9,505.9,71.0,71.0,71.0,71.0,438.0,438.0,438.0,438.0,0.4,0.2,0.3,32.0,12.0,20.0,32.6,12.2,20.4
Acandi,1,1,51.7,59.5,2010.0,2010.0,2010.0,2010.0,1441.9,1441.9,1441.9,1441.9,87.0,87.0,87.0,87.0,11.0,11.0,11.0,11.0,6.8,6.6,0.1,523.0,512.4,10.6,533.1,522.2,10.8
