Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
El Bosque,1896,458,146517.4,154433.0,2006.2,2006.2,2007.2,2007.7,1097.0,1688.5,1775.2,1987.5,84.0,148.0,204.0,218.6,12.0,36.4,16.1,17.1,20290.1,19736.8,553.3,1569154.3,1526555.7,42598.6,1599282.0,1555865.5,43416.5
Buenaventura,1207,560,96340.9,108274.3,2009.0,2009.7,2010.3,2010.5,1015.7,2082.8,1512.0,1509.8,69.0,177.1,257.8,269.1,21.0,64.0,40.5,52.0,9748.6,9280.9,467.7,754255.5,718221.1,36034.4,768737.2,732010.9,36726.3
Mamonal,631,381,28862.2,31234.2,2006.5,2007.0,2007.8,2008.5,1376.8,1843.7,1865.2,1680.7,134.0,198.7,255.7,286.4,37.0,96.5,43.3,57.8,3797.5,3103.4,694.2,290332.4,237288.3,53044.1,295906.8,241844.3,54062.5
Barranquilla,604,385,11864.9,18538.5,2008.1,2008.5,2009.7,2009.8,661.7,1344.0,1168.5,1211.4,76.0,147.3,237.8,247.7,42.0,76.9,86.6,90.7,1819.7,1603.3,216.4,139993.7,123518.4,16475.4,142681.6,125889.9,16791.7
Santa Marta,509,376,41012.7,63272.6,2006.4,2008.2,2008.8,2009.5,1553.4,2173.1,2470.7,2904.5,128.0,199.0,433.0,494.4,13.0,45.6,32.4,34.7,3766.2,3573.7,192.5,290320.6,275550.4,14770.3,295894.8,280840.9,15053.9
Cartagena,380,238,25770.2,29288.8,2003.8,2004.6,2007.1,2007.5,1123.8,1982.0,2189.0,2239.1,122.0,229.0,251.0,266.7,24.0,146.9,36.0,41.9,3144.2,2893.5,250.7,242741.2,223643.2,19098.0,247401.8,227937.1,19464.7
Puerto Bolivar,329,242,73421.9,140060.4,2004.1,2007.8,2009.9,2009.9,3854.2,3645.2,4242.3,4308.4,306.0,332.6,501.3,504.9,50.0,65.9,77.2,77.7,4127.5,3980.6,146.9,319010.0,307692.4,11317.6,325135.0,313600.1,11534.9
Carbonera Muelle,315,209,87298.0,166823.4,2010.4,2010.2,2010.3,2010.2,3865.6,4028.1,4344.3,4412.4,318.0,395.0,635.4,639.4,45.0,54.8,68.1,68.3,4749.9,4648.8,101.1,367696.2,359868.2,7828.0,374756.0,366777.7,7978.3
Turbo,273,65,5541.1,6680.5,2001.7,2001.9,2003.1,2003.3,950.6,1139.4,1041.8,1054.5,56.0,90.7,137.3,142.0,37.0,39.2,41.1,41.2,1406.7,1192.7,214.0,107981.8,91750.6,16231.3,110055.1,93512.2,16542.9
Covenas,256,152,33927.4,64448.0,2009.0,2009.0,2009.8,2009.8,1240.2,1967.5,1962.8,1986.9,150.0,228.1,467.9,473.1,35.0,41.9,44.3,44.4,2420.5,2284.9,135.6,186801.6,176297.1,10504.4,190388.1,179682.0,10706.1
Leticia,141,6,62.2,42.3,2009.4,2002.5,2004.3,2005.6,274.7,471.1,407.7,611.5,13.0,45.0,67.2,109.5,9.0,30.6,25.5,34.9,31.6,25.9,5.8,2398.4,1959.1,439.3,2444.4,1996.7,447.7
Pozos Colorados,90,74,4617.0,7764.0,2011.4,2011.2,2011.3,2011.3,1679.9,1737.0,1713.9,1712.2,142.0,150.8,166.2,165.9,89.0,101.8,108.5,108.2,745.9,508.9,237.0,57615.9,39260.7,18355.2,58722.1,40014.5,18707.6
San Andres,86,11,138.5,178.9,1988.2,1981.5,1990.1,1990.2,1008.4,561.3,721.7,697.4,99.5,103.5,111.7,112.5,10.0,62.6,18.8,19.7,42.2,39.4,2.8,3171.5,2958.2,213.3,3232.3,3015.0,217.4
Tumaco,21,20,1025.6,1763.8,2007.1,2007.2,2007.8,2007.8,1072.9,1617.4,1809.5,1816.3,129.0,145.8,225.3,225.2,44.0,61.4,53.9,54.3,143.4,121.1,22.3,11083.0,9366.6,1716.4,11295.8,9546.4,1749.4
Bahia Solano,13,4,12.3,9.0,1981.8,1983.0,1984.5,1981.6,265.5,403.8,602.3,507.9,66.0,59.2,102.9,120.8,13.0,14.1,205.8,296.6,10.5,6.9,3.5,788.4,521.8,266.6,803.5,531.8,271.7
Puerto Colombia,13,11,78.7,110.0,1989.5,1992.7,2007.4,2007.5,399.9,589.9,845.8,857.8,65.0,102.6,162.8,168.8,6.0,7.5,7.2,7.3,13.5,13.1,0.4,1033.8,1003.1,30.7,1053.6,1022.3,31.3
Tolu,9,9,217.8,349.4,2013.1,2013.1,2013.9,2014.1,848.6,1082.8,1073.5,1092.9,116.0,223.4,246.4,249.0,124.0,139.1,137.5,138.2,29.5,25.6,3.8,2266.3,1974.0,292.3,2309.8,2011.9,298.0
Acandi,7,5,321.0,404.1,2002.9,2002.4,2004.9,2004.9,1607.5,1828.5,1924.7,1970.6,109.0,129.2,210.0,212.5,6.0,12.8,5.8,5.6,54.6,51.4,3.2,4206.8,3962.8,244.0,4287.5,4038.9,248.7
Providencia,7,5,7.8,1.3,1983.9,1984.4,2002.6,1984.8,240.6,249.2,266.1,256.9,38.0,39.4,31.8,41.4,26.0,62.4,14.2,53.0,2.9,2.4,0.5,220.3,183.6,36.7,224.5,187.2,37.4
Puerto Limon,4,4,56.4,79.5,2005.5,2005.5,2007.8,2008.3,759.9,810.1,830.3,838.6,50.0,101.0,149.8,162.8,14.0,14.5,12.4,13.1,12.2,11.3,0.8,931.3,868.1,63.2,949.2,884.7,64.4
Riohacha,2,2,0.7,0.8,1966.5,1966.5,1966.7,1966.6,415.4,415.4,410.8,413.7,108.0,108.0,113.5,109.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,13.5,13.5,0.0,13.8,13.8,0.0
Rio Cordoba,1,1,0.2,0.3,1981.0,1981.0,1981.0,1981.0,289.0,289.0,289.0,289.0,33.0,33.0,33.0,33.0,10.0,10.0,10.0,10.0,0.2,0.2,0.0,15.0,11.5,3.5,15.3,11.7,3.5
