Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Beirut,1805,618,101915.4,97928.3,1996.4,1997.4,2010.5,2010.8,477.8,1349.1,1868.1,1721.6,60.0,132.7,262.0,251.6,18.0,54.7,21.0,23.9,9948.2,9519.8,428.4,769078.4,736382.3,32696.2,783844.8,750520.8,33323.9
Tripoli,495,241,5244.5,7190.6,1987.3,1991.3,2000.5,2002.3,664.7,1203.2,1268.4,1367.5,74.0,129.2,233.0,249.5,109.0,154.0,106.2,99.9,1051.8,668.5,383.3,80540.5,51401.3,29139.2,82086.8,52388.2,29698.7
Zahrani,168,104,2833.8,4669.5,1992.4,1995.3,2005.2,2005.3,530.4,1168.7,1727.2,1810.7,66.0,132.0,301.7,306.0,48.0,84.2,72.6,73.1,501.9,391.0,110.8,38710.3,30174.0,8536.2,39453.5,30753.4,8700.1
Chekka,143,88,1969.3,3136.0,2000.0,2001.0,2006.5,2006.4,739.1,1174.2,1283.3,1296.6,65.0,113.4,169.2,171.7,51.0,75.7,88.0,89.3,302.8,239.6,63.2,23325.6,18492.4,4833.2,23773.4,18847.5,4926.0
Dora,102,68,1323.3,1992.1,2007.0,2007.4,2007.4,2007.4,690.5,792.1,749.4,761.1,91.5,104.1,131.7,134.8,27.5,33.5,40.6,42.1,343.4,269.0,74.4,26482.9,20753.1,5729.8,26991.4,21151.6,5839.9
Dbaiyeh,55,49,1728.7,2759.4,2003.0,2002.9,2007.2,2007.1,809.0,1241.1,1274.3,1339.6,83.0,135.1,231.3,233.7,27.0,83.4,150.9,154.5,384.1,261.2,122.8,29694.8,20184.7,9510.1,30265.0,20572.3,9692.7
Amchit,25,17,509.3,811.6,2007.3,2007.6,2007.3,2007.3,688.8,827.1,814.9,815.4,91.0,133.3,125.5,125.6,29.0,30.9,30.6,30.6,97.2,81.6,15.7,7527.3,6314.2,1213.1,7671.8,6435.5,1236.3
Zouk,13,13,998.5,1661.7,2008.5,2008.5,2007.8,2007.6,2094.0,2468.1,2571.3,2585.1,255.0,302.8,482.0,490.2,32.0,51.5,56.7,56.1,164.3,143.0,21.3,12713.0,11062.1,1650.9,12957.1,11274.5,1682.6
Bekaa,2,2,44.4,69.4,2001.5,2001.5,2003.7,2004.4,951.3,951.3,921.4,1180.6,83.5,83.5,121.6,132.8,29.0,29.0,37.3,39.8,6.6,5.6,1.0,507.9,430.6,77.4,517.7,438.8,78.8
Sayda,1,1,49.9,13.6,1988.0,1988.0,1988.0,1988.0,3536.6,3536.6,3536.6,3536.6,235.0,235.0,235.0,235.0,1.0,1.0,1.0,1.0,7.4,7.4,0.0,566.1,565.5,0.6,577.0,576.4,0.6
