Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1030,335,2861.3,3400.4,1982.8,1986.5,1985.0,1986.2,491.4,726.0,786.4,744.0,85.0,126.7,237.8,246.5,39.0,62.4,81.9,86.9,781.4,641.4,140.0,59338.8,48772.3,10566.5,60478.1,49708.8,10769.3
Container,932,180,29611.0,32913.3,2004.4,2005.5,2009.6,2009.4,343.4,656.5,682.6,664.1,31.0,52.7,81.4,80.5,20.0,25.2,26.2,26.4,3072.9,2688.9,384.1,237457.9,207975.1,29482.8,242017.0,211968.2,30048.9
Chemical tanker,238,142,4330.9,6871.2,2005.9,2006.4,2007.6,2007.7,781.3,965.8,875.8,879.5,98.5,142.8,161.9,162.7,28.0,46.9,48.6,48.6,921.1,716.5,204.6,71084.8,55303.0,15781.8,72449.6,56364.8,16084.8
Bulk carrier,187,126,2512.6,4152.4,2001.1,2002.1,2004.6,2004.7,657.0,816.8,763.1,753.4,75.0,132.4,180.3,177.1,39.0,76.5,79.7,79.8,310.4,255.5,54.9,23911.5,19714.9,4196.5,24370.6,20093.5,4277.1
Vehicle,151,92,5215.2,1784.1,2006.4,2008.1,2007.3,2007.1,681.8,638.9,651.5,655.2,56.0,51.9,73.3,73.3,8.0,18.9,18.5,17.9,337.8,312.7,25.1,26140.9,24200.6,1940.3,26642.8,24665.3,1977.5
Ro-Ro,129,16,706.6,426.6,1983.8,1996.1,1990.9,1989.7,385.6,654.1,612.4,593.7,64.0,73.5,241.6,245.5,16.0,23.0,36.0,43.6,230.2,173.8,56.4,17542.4,13263.9,4278.5,17879.2,13518.5,4360.6
Oil tanker,64,45,1627.7,2698.1,2004.8,2004.9,2005.1,2005.1,861.3,1028.2,1051.5,1039.8,130.5,150.2,170.7,167.7,32.0,56.6,47.4,48.2,339.9,252.3,87.7,26206.5,19452.4,6754.1,26709.7,19825.9,6883.8
Liquefied gas tanker,53,15,142.7,162.5,2005.7,2006.9,2006.7,2006.5,168.6,335.9,387.8,387.4,21.0,27.9,93.4,94.8,12.0,17.9,36.1,36.3,53.6,37.7,15.9,4083.3,2888.3,1195.0,4161.7,2943.8,1217.9
Cruise,17,2,83.0,13.1,1988.2,1982.0,1988.6,1988.6,598.0,370.9,614.4,601.5,48.0,29.8,63.9,63.6,8.0,34.5,87.5,87.4,35.6,16.7,18.8,2678.4,1258.5,1419.8,2729.8,1282.7,1447.1
Service - tug,6,6,5.8,5.2,1992.0,1992.0,1981.2,1980.4,727.4,1683.8,1189.2,1172.2,117.0,350.3,874.1,915.2,15.0,222.0,69.5,56.4,15.0,13.6,1.3,1122.9,1021.7,101.2,1144.5,1041.3,103.2
Offshore,4,1,0.6,0.8,1979.0,1979.0,1979.0,1979.0,195.4,195.4,217.5,217.5,10.0,10.0,13.7,13.7,100.0,100.0,117.0,117.0,2.0,0.4,1.6,152.7,31.4,121.3,155.7,32.0,123.7
Service - other,3,2,17.2,7.5,1990.7,1990.0,1990.8,1990.9,1453.9,1322.6,1267.0,1297.0,101.0,146.2,182.7,184.9,654.0,345.2,484.4,497.1,6.8,4.1,2.7,516.2,309.7,206.5,526.1,315.6,210.5
Ferry-pax only,1,1,0.1,0.0,1964.0,1964.0,1964.0,1964.0,130.1,130.1,130.1,130.1,237.0,237.0,237.0,237.0,6.0,6.0,6.0,6.0,0.4,0.4,0.0,33.1,31.7,1.4,33.7,32.3,1.4
Ferry-RoPax,1,1,0.1,0.0,1980.0,1980.0,1980.0,1980.0,63.5,63.5,63.5,63.5,57.0,57.0,57.0,57.0,19.0,19.0,19.0,19.0,0.3,0.3,0.1,25.4,19.0,6.5,25.9,19.3,6.6
