Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Chemical tanker,86,55,305.2,480.0,2006.6,2007.0,2005.9,2006.0,86.8,132.9,146.3,145.7,16.0,33.2,52.2,51.2,24.0,29.5,40.7,40.1,124.4,62.7,61.6,9628.0,4858.4,4769.6,9812.9,4951.7,4861.2
General cargo,75,41,104.0,151.7,1987.2,1983.1,1992.7,1992.1,96.1,367.1,432.2,433.5,15.0,108.1,162.5,165.3,98.0,189.2,183.2,198.9,42.1,22.9,19.2,3190.7,1746.9,1443.8,3251.9,1780.4,1471.5
Container,45,29,86.7,105.1,2004.4,2003.5,2008.2,2007.9,55.5,67.2,68.1,68.0,8.0,22.7,23.7,24.6,12.0,14.1,12.5,12.7,24.6,16.6,7.9,1873.2,1269.0,604.2,1909.2,1293.3,615.9
Oil tanker,19,15,195.6,337.6,2005.8,2006.3,2007.2,2007.2,106.4,228.3,291.3,298.2,30.0,57.9,70.9,71.5,27.0,31.0,76.9,77.6,64.8,36.4,28.4,5016.8,2819.0,2197.8,5113.2,2873.2,2240.0
Liquefied gas tanker,15,8,17.1,20.1,2006.3,2006.6,2006.0,2005.9,86.8,156.0,163.6,166.1,11.0,21.2,26.8,27.0,19.0,20.4,20.6,20.6,10.1,4.6,5.5,765.5,349.8,415.7,780.2,356.5,423.7
Bulk carrier,5,5,18.3,30.7,1992.0,1992.0,2001.3,2001.8,148.0,211.1,214.2,212.6,18.0,82.8,117.8,121.3,110.0,99.6,74.9,74.1,4.0,2.4,1.6,309.1,184.3,124.8,315.1,187.9,127.2
Vehicle,5,3,20.7,6.5,2001.8,1999.0,2001.7,2002.1,108.2,154.1,118.7,116.5,9.0,12.7,10.9,10.6,7.0,7.0,8.2,8.2,1.7,0.9,0.8,129.2,70.5,58.6,131.6,71.9,59.8
Ro-Ro,2,2,4.0,2.8,2011.0,2011.0,2010.9,2011.2,40.7,40.7,40.5,39.0,31.5,31.5,28.6,35.4,5.0,5.0,4.7,5.5,1.0,0.9,0.1,80.8,69.5,11.3,82.4,70.9,11.5
Service - other,1,1,0.5,0.2,1988.0,1988.0,1988.0,1988.0,74.1,74.1,74.1,74.1,57.0,57.0,57.0,57.0,34.0,34.0,34.0,34.0,0.2,0.2,0.1,16.6,11.4,5.1,16.9,11.7,5.2
Service - tug,1,1,1.6,1.8,1991.0,1991.0,1991.0,1991.0,628.8,628.8,628.8,628.8,540.0,540.0,540.0,540.0,1289.0,1289.0,1289.0,1289.0,1.4,0.4,1.1,109.0,29.6,79.5,111.1,30.1,81.0
