Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Singapore,560,160,11906.8,14809.6,2003.7,2005.9,2004.7,2004.4,1264.8,1625.5,1444.5,1439.1,104.0,171.2,166.9,157.6,47.0,91.6,81.5,78.0,2536.8,2007.0,529.7,194979.3,154538.6,40440.7,198722.9,157505.7,41217.1
Malaysia,325,134,6452.4,8980.5,2001.0,2005.6,2002.2,2002.8,1123.1,1412.0,1307.3,1329.9,99.0,144.3,118.9,120.8,53.0,135.1,114.6,124.7,1220.4,937.8,282.6,93686.9,72175.9,21511.1,95485.7,73561.7,21924.1
Indonesia,84,40,813.1,1194.0,2002.5,2003.4,2004.5,2004.2,1266.8,1859.8,1533.0,1514.2,142.0,190.4,247.9,236.8,47.5,138.2,161.7,150.2,244.6,178.1,66.6,18710.9,13682.2,5028.7,19070.2,13944.9,5125.3
Thailand,81,45,1607.3,2372.2,2005.7,2003.0,2002.9,2002.7,1240.8,2182.7,2277.6,2748.4,202.0,252.5,360.1,381.5,36.0,246.7,271.6,281.5,306.5,238.6,68.0,23483.6,18326.9,5156.7,23934.5,18678.8,5255.7
India,41,28,1113.0,1688.2,2001.2,2002.0,2000.6,2001.0,1453.3,1751.5,2020.3,2076.6,106.0,137.4,158.1,148.8,100.0,293.6,554.8,576.7,214.0,115.3,98.7,16431.1,8886.6,7544.4,16746.6,9057.3,7689.3
Bangladesh,25,22,854.0,1367.3,2002.7,2003.6,2003.7,2004.0,1157.0,1609.4,1647.4,1701.1,180.0,399.4,885.0,949.8,45.0,148.0,231.2,244.3,126.4,107.4,19.0,9735.3,8283.3,1452.0,9922.3,8442.4,1479.9
China,18,18,1305.8,1395.1,2006.0,2006.0,2007.8,2008.1,3474.2,3742.6,3741.2,3698.6,272.5,317.6,431.2,497.0,37.5,89.9,104.5,120.2,186.0,172.3,13.7,14347.4,13305.0,1042.5,14622.9,13560.4,1062.5
Sri Lanka,17,17,542.9,313.2,2007.8,2007.8,2008.1,2007.9,1466.4,1769.5,1404.1,1547.3,101.0,158.7,117.3,148.4,47.0,54.1,43.4,55.6,87.0,75.6,11.4,6715.3,5835.9,879.4,6844.2,5947.9,896.3
Japan,6,6,673.3,208.3,2002.5,2002.5,2004.2,2004.1,4012.8,3692.3,3989.1,3873.9,278.0,311.0,280.4,288.4,58.0,100.5,55.0,62.9,58.1,55.0,3.1,4481.8,4243.3,238.4,4567.8,4324.8,243.0
Viet Nam,5,5,83.6,145.2,2002.0,2002.0,2011.2,2011.5,1693.4,1673.0,1747.8,1751.2,171.0,240.8,228.4,225.9,93.0,101.2,119.3,120.1,11.6,9.9,1.7,885.8,757.3,128.5,902.8,771.9,131.0
"Taiwan, Province of China",4,4,145.7,240.9,2004.0,2004.0,2004.6,2003.9,3663.0,7545.4,4004.4,3835.8,407.0,1026.2,1257.2,1146.0,653.0,687.2,640.7,639.8,33.3,19.2,14.2,2542.6,1469.8,1072.8,2591.5,1498.0,1093.4
United Arab Emirates,3,3,187.1,266.5,2008.3,2008.3,2011.1,2011.4,3418.1,3365.2,3477.7,3508.8,292.0,264.7,249.1,253.0,170.0,152.3,148.6,154.7,26.2,22.7,3.5,2027.1,1758.3,268.9,2066.1,1792.0,274.0
Iran (Islamic Republic of),3,3,219.3,302.9,2009.7,2009.7,2009.9,2009.7,3426.6,3409.3,3413.6,3410.1,222.0,233.0,229.5,232.2,61.0,48.0,52.2,49.1,30.0,28.3,1.8,2323.3,2187.7,135.6,2367.9,2229.7,138.2
Russian Federation,2,2,198.5,325.0,2003.0,2003.0,2001.3,2001.4,5818.9,5818.9,5821.2,5808.1,508.5,508.5,528.0,527.2,122.5,122.5,114.4,114.7,22.8,21.9,0.9,1763.6,1695.9,67.7,1797.5,1728.5,69.0
Hong Kong,2,2,90.5,111.4,2010.0,2010.0,2010.0,2010.0,2495.8,2495.8,2495.8,2495.8,180.0,180.0,179.0,179.0,29.5,29.5,29.2,29.2,18.5,17.8,0.7,1424.8,1373.4,51.5,1452.2,1399.7,52.5
