Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,12452,511,97496.6,158288.5,2002.6,2003.5,2003.2,2003.1,380.6,807.8,747.7,771.7,50.0,132.9,282.1,292.8,46.0,98.8,105.7,104.4,29879.1,15203.1,14676.0,2283756.9,1165450.4,1118306.6,2327605.1,1187827.0,1139778.1
General cargo,11314,791,34510.8,46962.5,2000.8,2002.8,2000.4,2000.5,507.8,802.4,777.4,779.3,65.0,135.0,285.3,291.5,43.0,90.7,159.2,161.4,9223.5,6470.2,2753.3,700466.2,492851.1,207615.2,713915.2,502313.8,211601.4
Ferry-RoPax,10792,192,18260.0,5937.6,1992.4,1992.5,1991.4,1993.5,257.2,1656.0,470.8,477.0,22.0,365.6,428.1,450.0,12.0,115.8,99.4,106.8,9962.6,6936.7,3025.9,751993.2,524153.1,227840.1,766431.5,534216.8,232214.6
Container,9900,360,74916.7,95507.9,2004.3,2005.0,2002.8,2002.6,478.5,619.2,595.1,597.2,54.0,75.0,147.8,148.6,31.0,43.5,75.2,75.2,17483.9,12483.3,5000.5,1338247.3,958921.5,379325.8,1363941.7,977332.8,386608.9
Ferry-pax only,8795,130,23993.6,5813.5,1996.5,1998.5,1996.3,1996.6,334.6,1982.5,422.8,436.4,24.0,212.5,92.5,95.0,6.0,65.7,28.6,30.6,7792.0,6554.4,1237.6,586308.0,493273.6,93034.5,597565.2,502744.4,94820.7
Service - tug,7526,550,1875.4,1455.2,2009.4,2009.0,2010.0,2010.1,255.8,788.4,574.7,573.8,74.0,373.5,956.5,954.5,28.5,148.4,327.9,325.7,2939.2,2203.0,736.2,220732.3,165449.5,55282.8,224970.4,168626.1,56344.3
Bulk carrier,5989,963,101783.3,178445.2,1996.9,2007.7,2003.5,2003.6,480.2,1034.8,1030.6,1080.2,54.0,125.3,507.0,521.3,54.0,120.4,174.0,175.6,10855.6,8351.9,2503.6,838048.9,645731.9,192317.0,854139.4,658130.0,196009.5
Chemical tanker,4692,524,27080.6,42964.2,2001.2,2006.3,2003.2,2003.1,480.7,688.3,718.4,717.9,59.0,73.7,140.4,140.3,45.0,61.6,104.5,106.3,10229.6,5595.5,4634.1,780030.3,428573.8,351456.5,795006.8,436802.4,358204.4
Liquefied gas tanker,2668,95,31482.8,29356.6,1997.0,1999.1,1998.1,1998.6,365.1,1543.5,1174.6,1080.5,38.0,150.6,315.3,326.7,30.0,97.8,192.1,190.7,7363.6,4869.0,2494.6,521666.8,338393.3,183273.4,531682.8,344890.5,186792.3
Ro-Ro,2224,106,5064.2,4255.4,2006.2,2006.5,1998.7,2003.8,428.7,965.5,693.2,727.3,53.0,275.3,296.2,378.4,30.0,76.3,279.9,247.1,5803.5,3767.4,2036.1,437604.0,284143.6,153460.4,446006.0,289599.1,156406.9
Vehicle,1484,20,8008.9,3560.3,1989.9,1990.8,1990.2,1989.7,517.0,594.5,655.0,643.2,49.0,56.6,108.5,112.0,15.0,16.1,58.6,57.7,1753.9,1284.6,469.2,133821.2,98406.4,35414.9,136390.6,100295.8,36094.9
Service - other,823,96,2331.2,1979.0,2000.0,2003.9,1998.7,1997.3,547.5,1926.5,1105.5,1095.4,78.0,479.9,690.1,650.2,47.0,199.9,375.6,375.6,1443.1,944.4,498.7,108766.8,71245.7,37521.1,110855.1,72613.6,38241.5
Offshore,454,87,699.5,780.5,2002.6,1999.9,2002.3,2002.3,523.3,2074.0,1179.0,1383.9,98.5,586.9,1340.2,1428.9,40.0,305.4,410.1,420.3,1046.9,692.9,354.1,78662.1,52074.1,26587.9,80172.4,53074.0,27098.4
Cruise,168,32,2067.3,219.6,1999.6,2000.7,2008.1,2006.5,272.4,405.0,379.3,389.0,21.0,49.8,53.8,86.8,12.0,26.5,32.8,50.4,526.8,381.4,145.4,40596.4,29439.4,11156.9,41375.8,30004.7,11371.2
Miscellaneous - fishing,52,9,40.0,19.4,1991.4,1995.2,1991.6,1991.2,554.2,1033.3,1149.0,1193.1,70.0,81.2,522.4,499.3,66.5,339.8,1874.5,1992.0,61.4,21.8,39.6,4608.5,1634.6,2973.9,4697.0,1665.9,3031.0
Refrigerated bulk,11,2,10.1,13.1,1994.7,1989.0,1995.0,1995.1,532.5,532.1,712.5,717.3,197.0,131.2,714.8,720.2,72.0,73.5,114.6,114.9,48.5,34.5,14.0,3644.0,2593.9,1050.1,3714.0,2643.7,1070.3
