Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Pulau Sambu,3467,2354,868288.1,1626296.0,2008.2,2008.5,2010.1,2010.1,2312.8,3657.3,4131.0,4185.0,219.0,376.4,700.9,707.4,14.0,36.2,25.1,24.4,53601.9,51687.1,1914.8,4147314.9,4000524.5,146790.5,4226943.4,4077334.5,149608.8
Jakarta,2236,873,70597.6,91971.2,2005.3,2006.8,2007.4,2007.5,747.5,1499.6,1261.0,1307.9,85.0,168.2,182.4,195.0,30.0,53.5,47.6,52.2,10463.1,9623.3,839.7,807054.6,742641.8,64412.8,822550.1,756900.6,65649.5
Batu Ampar,1458,902,228832.9,421457.5,2007.0,2007.8,2009.7,2009.8,1444.8,3395.3,4615.4,4722.3,150.0,376.6,719.1,729.6,15.0,53.6,19.9,19.1,14643.1,14167.2,475.9,1124745.6,1088430.0,36315.6,1146340.7,1109327.9,37012.9
Nipah,1375,737,104747.6,164500.1,2004.8,2005.6,2008.5,2008.8,592.7,2326.1,3436.7,3592.0,84.0,229.1,621.1,674.5,27.0,100.6,235.7,232.1,11465.9,8003.4,3462.5,859305.7,602987.8,256317.8,875804.4,614565.2,261239.1
Tanjung Santan,1289,992,97984.9,176600.0,2008.8,2009.2,2008.8,2008.7,1659.9,1903.8,2056.0,2059.2,149.0,186.6,279.7,280.8,159.0,200.3,222.3,223.7,8293.0,6680.6,1612.4,640529.9,515760.8,124769.1,652828.0,525663.4,127164.6
Dumai,1274,745,22572.9,36856.3,2006.8,2007.8,2007.5,2007.5,740.6,1136.4,1153.2,1143.6,56.0,108.5,229.6,229.5,70.0,111.6,121.9,119.4,4795.0,2873.8,1921.2,368773.9,221617.2,147156.6,375854.3,225872.3,149982.0
New Priok Port,1011,379,38607.6,43747.3,2006.2,2006.9,2007.2,2008.1,594.2,1524.4,1197.1,1379.3,50.0,163.0,416.4,581.3,18.0,49.4,51.6,70.3,4471.3,4049.0,422.3,345841.2,313318.2,32523.1,352481.4,319333.9,33147.5
Taboneo,910,734,77030.2,141678.6,2008.8,2009.0,2009.0,2008.9,1842.0,1927.7,2115.2,2130.9,155.0,195.4,315.6,317.6,140.5,178.8,186.9,187.4,5874.2,4967.0,907.2,454820.2,384617.4,70202.8,463552.8,392002.1,71550.7
Belawan,900,387,13536.7,21404.6,2004.2,2006.1,2006.0,2006.7,486.1,1105.5,1076.6,1173.8,34.0,97.3,297.3,336.0,42.0,99.9,81.4,81.2,2258.7,1618.5,640.2,173693.7,124758.5,48935.2,177028.7,127153.9,49874.8
Surabaya,793,343,18467.4,24531.8,2005.1,2006.0,2007.2,2007.2,848.1,1808.5,1352.2,1410.1,102.0,234.1,231.9,241.6,25.0,71.5,44.8,49.4,3243.3,2973.2,270.1,249871.8,229356.4,20515.4,254669.4,233760.0,20909.3
Bontang,779,551,73259.4,102957.4,2007.0,2008.3,2006.8,2008.1,1699.5,1845.5,2173.9,2038.2,150.0,177.6,249.0,228.7,57.0,103.4,83.8,98.7,6442.8,5773.4,669.4,453311.1,403169.6,50141.6,462014.7,410910.4,51104.3
Muntok,653,367,12812.8,22049.2,2009.1,2008.5,2009.1,2009.2,354.4,1092.5,1165.8,1197.4,46.0,129.7,369.5,381.1,44.0,143.6,169.9,174.6,1534.3,1204.1,330.2,118363.5,92964.3,25399.1,120636.0,94749.2,25886.8
Gresik,557,408,17783.0,28959.3,2006.6,2007.5,2008.3,2008.5,1086.5,2072.4,2243.6,2316.4,139.0,217.0,427.2,439.0,55.0,88.9,104.5,106.0,2643.2,2315.1,328.1,203566.2,178618.6,24947.6,207474.7,182048.1,25426.6
Ciwandan,532,375,21732.3,35948.9,2007.2,2008.4,2010.3,2010.4,1359.8,2383.3,2783.3,2873.7,133.5,237.8,404.6,413.1,46.0,69.7,89.9,92.5,3008.6,2586.1,422.5,231786.7,199669.3,32117.4,236237.0,203502.9,32734.1
Sekupang,517,208,1214.9,1578.2,2003.8,2005.9,1998.8,1997.5,484.3,1265.0,1098.7,1051.6,52.0,352.7,556.6,517.9,36.0,373.6,525.6,514.3,1149.6,510.9,638.8,87527.8,38622.2,48905.6,89208.3,39363.7,49844.6
Cigading,413,365,43238.8,77933.3,2009.2,2009.4,2011.1,2011.2,2026.0,3152.5,3744.9,3815.1,225.0,309.4,610.2,619.0,98.0,109.8,120.3,120.9,3872.9,3644.1,228.9,299493.3,281945.5,17547.9,305243.6,287358.8,17884.8
Balikpapan,405,295,40758.7,74959.8,2006.0,2007.4,2008.4,2008.4,1616.8,2346.7,3156.6,3235.7,154.0,243.2,525.1,527.6,51.0,77.8,81.6,81.7,3291.3,3049.6,241.7,254461.5,235870.2,18591.3,259347.2,240398.9,18948.2
Panjang,381,272,18428.1,30647.1,2006.4,2007.8,2009.4,2010.0,942.5,2005.9,2220.1,2351.0,93.0,203.6,536.4,560.8,64.0,110.2,112.2,117.9,2050.2,1741.0,309.2,157934.5,134331.4,23603.1,160966.9,136910.6,24056.3
Kotabaru,360,301,19391.1,32832.3,2006.9,2008.2,2007.9,2007.8,1652.0,1741.2,1777.0,1802.0,147.0,171.7,214.6,215.3,112.5,174.1,190.4,196.5,1834.8,1473.2,361.6,141949.7,114010.4,27939.3,144675.2,116199.4,28475.7
Tanjunguban,356,262,9016.6,12319.8,2005.3,2006.8,2008.6,2008.3,482.5,1383.2,1698.4,1554.0,66.0,177.5,410.8,410.5,47.0,65.1,76.6,76.4,1603.7,1266.9,336.8,123526.8,97756.0,25770.7,125898.5,99633.0,26265.5
Semarang,354,156,6134.0,7942.2,2003.5,2007.7,2005.2,2005.3,730.6,1681.2,1074.6,1088.1,63.0,170.1,159.2,157.1,33.0,94.2,70.4,75.6,1113.2,950.4,162.9,85535.4,73207.6,12327.8,87177.7,74613.2,12564.5
