Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Surabaya,5631,895,32928.6,37095.0,1999.5,2002.7,2001.1,2002.1,432.7,934.4,555.3,554.9,54.0,189.7,130.5,124.5,23.0,140.1,123.8,116.1,8726.4,6211.5,2514.9,665257.3,474876.3,190381.0,678030.2,483994.0,194036.3
Jakarta,4977,768,32219.6,33623.8,1999.9,2002.0,1999.1,2000.1,489.3,816.9,772.2,746.2,67.0,182.1,196.6,201.2,36.0,149.7,102.2,110.8,8835.8,6211.5,2624.4,655797.4,457300.1,198497.2,668388.7,466080.3,202308.4
Manggis,2428,140,2255.1,2628.4,1993.6,1998.1,1996.7,1998.4,133.4,503.8,386.8,473.6,11.0,74.7,130.7,134.3,14.0,59.3,73.1,81.4,1386.1,644.8,741.3,105132.8,48938.4,56194.4,107151.3,49878.0,57273.3
Lembar,2281,109,1133.2,772.6,1992.3,1992.4,1990.0,1989.7,140.5,941.7,308.7,454.7,8.0,184.0,283.2,202.3,27.0,105.8,161.5,196.3,854.1,325.3,528.8,64295.4,24542.9,39752.5,65529.9,25014.1,40515.7
Balikpapan,1983,462,21076.0,31498.3,2000.4,2002.6,2002.5,2003.3,508.8,1206.1,972.0,1073.0,51.0,214.5,405.1,432.3,48.0,137.7,102.9,103.7,4918.7,3039.2,1879.5,376470.3,233172.3,143298.0,383698.5,237649.2,146049.3
Banjarmasin,1972,288,3252.3,3279.1,2000.3,2004.9,1997.6,2001.4,362.3,856.2,461.9,503.0,51.0,183.0,127.5,144.2,23.0,134.0,136.5,151.9,1469.3,930.4,538.9,111199.2,70667.3,40531.9,113334.2,72024.1,41310.1
Gresik,1859,677,12660.6,18021.0,2003.6,2003.8,2002.5,2003.4,451.2,1166.3,610.2,615.1,66.0,273.5,288.9,251.3,45.0,170.2,119.1,113.7,3615.4,2443.3,1172.1,275358.2,186746.9,88611.3,280645.1,190332.4,90312.6
Ujung Pandang,1633,341,10527.1,13776.3,1999.9,2000.9,2000.2,2000.5,483.2,827.3,663.4,664.5,48.0,142.9,108.3,107.1,40.0,87.1,60.0,61.7,2583.0,1728.7,854.3,197198.4,132575.4,64622.9,200984.6,135120.9,65863.7
New Priok Port,1606,423,10125.9,13477.7,1999.3,2002.5,2001.5,2002.6,379.6,718.7,526.0,588.5,41.0,195.0,206.4,217.6,26.0,98.1,77.5,82.3,2967.3,1776.1,1191.2,226808.1,135951.5,90856.6,231162.8,138561.7,92601.1
Muntok,1541,422,7963.5,12620.1,2001.2,2003.8,2002.4,2002.7,296.3,669.7,593.9,641.9,38.0,103.7,265.6,286.5,18.0,62.2,152.1,164.5,1654.3,1094.1,560.2,126322.9,83697.7,42625.2,128748.3,85304.7,43443.6
Semarang,1475,363,7764.2,8745.5,1998.8,2002.5,2001.8,2002.6,307.0,560.3,413.1,396.6,29.0,98.1,120.7,113.5,20.0,123.2,106.9,98.0,2241.6,1346.7,895.0,171433.3,103187.6,68245.6,174724.8,105168.8,69556.0
Panjang,1412,278,4550.5,5438.1,1997.6,2002.4,2000.7,2002.9,168.0,731.7,332.9,394.4,17.0,190.1,206.9,232.7,26.5,126.4,158.0,152.8,1764.5,912.4,852.1,133944.1,69737.9,64206.2,136515.8,71076.9,65438.9
Taboneo,1289,399,10208.1,17556.8,2005.3,2006.3,2005.2,2005.8,347.3,915.1,1023.9,1081.3,49.0,164.3,670.4,713.9,25.0,117.2,174.0,180.3,1441.6,1081.5,360.1,110597.6,83022.1,27575.5,112721.0,84616.1,28104.9
Makassar,1193,189,5590.1,4071.7,1996.3,2000.0,1998.0,2001.2,424.6,1019.7,503.6,611.3,33.0,176.9,135.7,177.1,7.0,102.3,62.9,94.1,1671.2,1350.1,321.1,126640.9,102444.2,24196.7,129072.4,104411.2,24661.3
Tuban,1161,274,11718.5,19195.5,1997.8,2001.0,2001.9,2001.8,432.9,743.1,675.9,681.8,48.0,147.6,142.3,138.3,46.0,80.0,65.7,65.2,2311.8,1596.8,715.1,177727.6,122989.7,54737.9,181140.0,125351.1,55788.8
Samarinda,1154,212,2536.1,2739.9,2004.4,2004.7,2002.1,2004.4,357.6,936.0,806.0,789.1,41.0,235.5,183.5,252.8,40.0,194.3,81.4,81.1,1087.0,593.8,493.2,82310.2,45103.8,37206.3,83890.5,45969.8,37920.7
Batu Ampar,1132,361,8535.2,13257.0,2001.0,2004.0,2005.2,2006.2,516.3,958.2,1150.0,1364.1,52.0,217.7,565.1,628.7,24.5,96.3,55.7,50.5,1842.3,1200.6,641.7,140198.2,91308.6,48889.6,142890.0,93061.7,49828.3
Pontianak,1132,187,3137.4,3952.5,2002.4,2002.2,2005.7,2006.9,529.3,1038.4,699.9,720.1,55.0,177.1,178.4,181.5,51.0,154.9,98.7,107.2,1335.5,717.4,618.1,101366.9,54633.4,46733.5,103313.2,55682.4,47630.8
Sekupang,1120,218,723.0,879.9,2001.5,2002.8,1999.9,1999.1,384.5,1119.4,693.9,635.1,26.0,255.4,479.2,513.9,24.0,387.9,475.0,541.3,1182.1,522.7,659.4,89488.1,39505.7,49982.5,91206.3,40264.2,50942.1
Ambon,1109,210,6393.2,7247.9,2000.4,2002.1,1999.0,1999.6,531.4,920.0,703.2,849.6,50.0,144.0,268.0,338.7,45.0,111.1,108.0,132.6,2136.1,1381.4,754.8,162701.9,105516.6,57185.3,165825.8,107542.5,58283.3
Merak,1091,203,5543.7,3110.6,1995.7,1998.0,1993.4,1997.5,444.1,658.7,860.8,627.6,72.0,131.2,650.1,407.3,34.0,60.9,88.8,110.6,2995.2,2272.8,722.4,226295.0,171758.6,54536.4,230639.8,175056.4,55583.4
Baubau,1077,148,3876.3,3310.7,1995.8,2000.3,1997.2,1998.4,330.6,657.1,473.8,542.0,25.0,148.1,82.0,104.2,24.0,61.0,48.2,70.9,1414.4,903.6,510.8,107391.6,68613.6,38778.0,109453.5,69931.0,39522.5
Belawan,1060,293,11636.7,15318.7,1998.6,2000.7,2000.3,2001.3,806.5,957.2,934.1,970.7,65.0,120.3,131.7,141.5,46.0,172.2,140.9,166.2,2340.0,1540.0,800.0,179623.8,118415.0,61208.8,183072.6,120688.6,62384.0
Pulau Sambu,1025,406,10939.0,18038.0,2000.9,2005.0,2007.1,2007.3,446.3,941.0,1019.5,969.4,51.0,172.5,248.5,221.0,12.0,76.0,160.5,103.5,1987.1,1452.0,535.0,149850.9,109462.0,40388.9,152728.1,111563.7,41164.4
Dumai,1015,365,13249.4,21701.1,2005.5,2004.6,2004.2,2004.0,517.1,901.2,914.0,921.4,56.0,102.0,147.6,148.4,72.0,120.6,125.7,126.3,2976.9,1390.6,1586.3,228902.9,107042.1,121860.8,233297.8,109097.3,124200.5
