Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Jakarta,5755,1053,38325.6,43958.6,2000.7,2003.6,1999.8,2001.2,488.6,786.6,657.3,647.3,59.0,190.7,179.5,193.0,29.0,98.6,60.8,67.8,9373.5,7098.6,2274.9,704365.2,532746.6,171618.5,717889.0,542975.4,174913.6
Surabaya,5278,781,25767.5,28342.7,1999.2,2002.1,2000.0,2001.2,449.3,842.9,542.9,569.3,44.0,180.3,132.7,135.3,24.0,118.4,81.3,97.7,6792.3,4844.5,1947.8,518088.9,370247.6,147841.3,528036.2,377356.4,150679.9
Manggis,2415,141,2111.9,2494.4,1993.6,1998.1,1997.0,1998.6,141.7,463.9,362.9,449.9,8.0,141.9,157.4,179.2,27.0,84.8,102.7,107.7,1291.9,491.7,800.2,97948.2,37372.2,60576.0,99828.8,38089.8,61739.1
Lembar,2289,105,1058.5,699.4,1992.3,1993.2,1991.0,1990.8,126.9,474.5,286.7,421.8,10.0,74.1,104.0,111.3,10.0,82.7,92.5,147.9,770.9,443.7,327.3,58038.9,33403.5,24635.4,59153.2,34044.8,25108.4
Balikpapan,1993,454,20225.0,29454.2,2000.3,2002.2,2002.4,2003.6,522.3,1134.0,912.7,984.0,68.0,252.0,367.3,405.4,35.0,123.9,92.4,92.2,5697.2,4071.4,1625.8,436786.0,312682.2,124103.8,445172.3,318685.7,126486.6
Banjarmasin,1939,268,3062.8,3062.0,2000.0,2004.2,1997.4,2002.2,297.4,654.5,435.7,471.1,50.0,162.2,123.8,146.4,22.0,75.3,97.0,105.6,1331.6,856.0,475.6,100844.1,65024.6,35819.5,102780.3,66273.1,36507.2
Muntok,1754,416,6909.4,10899.7,2002.3,2003.6,2002.7,2002.9,103.9,662.3,476.2,519.5,12.0,104.5,226.2,202.8,46.0,100.8,150.5,149.7,2376.8,957.2,1419.6,180463.6,73318.1,107145.6,183928.5,74725.8,109202.8
New Priok Port,1745,486,14574.9,20092.6,2000.2,2003.8,2003.7,2004.4,415.7,737.3,606.1,669.7,47.0,180.2,179.9,189.5,26.0,89.4,137.7,145.2,3311.4,1993.7,1317.7,253734.7,152928.7,100806.0,258606.4,155865.0,102741.5
Gresik,1743,658,10796.7,15342.8,2003.3,2003.6,2003.0,2003.6,487.0,978.4,686.3,696.3,63.0,190.3,188.5,175.3,46.0,148.4,158.1,152.1,3045.5,2034.0,1011.6,231852.8,155264.9,76587.9,236304.4,158246.0,78058.4
Ujung Pandang,1576,329,11807.5,15592.2,1999.5,2000.6,2000.1,2000.3,607.2,1076.7,823.0,836.8,68.0,153.9,345.7,358.3,47.0,110.0,109.0,119.4,2920.5,2114.2,806.2,223004.7,162080.5,60924.2,227286.4,165192.5,62094.0
Semarang,1533,392,8054.0,9733.4,1999.1,2002.7,2001.7,2002.7,321.5,667.2,408.2,415.7,35.0,131.8,236.3,262.9,22.0,97.9,97.2,101.5,2346.5,1526.7,819.8,179658.6,117038.2,62620.5,183108.1,119285.3,63822.8
Panjang,1375,273,4612.1,5704.4,1997.1,2002.3,2001.7,2004.5,140.0,680.5,318.0,386.3,23.0,143.7,167.3,171.5,22.0,123.3,84.4,99.0,1575.8,987.5,588.3,119803.9,75426.5,44377.4,122104.1,76874.7,45229.4
Makassar,1193,177,5079.6,3581.3,1996.4,1999.9,1997.7,2000.3,395.2,774.2,461.1,556.5,31.0,110.8,75.9,109.2,8.0,88.8,65.2,121.5,1467.7,1077.7,390.0,111228.4,81826.6,29401.8,113364.0,83397.7,29966.3
Taboneo,1187,296,6978.9,11611.0,2005.0,2005.0,2003.8,2004.6,354.8,873.5,1032.9,1095.8,63.0,141.2,345.2,357.7,27.0,95.0,260.3,273.0,1162.4,763.3,399.1,88728.1,58375.2,30352.9,90431.7,59496.0,30935.7
Sekupang,1180,266,1495.1,2144.2,2001.9,2004.1,2002.8,2002.1,426.4,1069.9,1159.4,1233.0,35.0,274.8,861.4,909.9,14.5,192.0,249.1,231.9,1130.3,804.0,326.3,85209.5,60622.6,24586.8,86845.5,61786.6,25058.9
Tuban,1161,281,13034.9,21474.5,1997.9,2001.5,2002.7,2002.6,431.9,863.8,773.1,785.9,54.0,215.8,153.6,150.1,51.0,131.2,121.6,121.0,2653.9,1465.7,1188.2,204121.5,112857.6,91263.9,208040.7,115024.5,93016.2
Samarinda,1160,211,2025.8,2092.9,2004.4,2004.6,2002.6,2005.2,340.8,729.7,647.2,605.7,59.0,155.8,117.0,134.5,46.0,110.8,79.3,87.8,966.7,547.1,419.6,73257.4,41548.8,31708.6,74664.0,42346.6,32317.4
Pontianak,1157,191,2677.6,3342.3,2002.6,2002.7,2005.2,2006.7,435.0,801.2,568.1,574.6,51.0,127.2,130.8,123.6,36.0,132.4,133.4,157.6,1181.4,710.8,470.6,89620.8,54093.6,35527.2,91341.6,55132.2,36209.3
Merak,1118,211,3082.0,2380.0,1995.8,1998.4,1996.2,1998.9,311.4,601.1,477.6,479.0,41.0,92.9,203.7,164.6,36.0,69.5,133.9,125.1,1739.6,870.6,869.0,131709.0,65941.5,65767.5,134237.8,67207.5,67030.3
Ambon,1117,215,6597.5,7473.7,2000.3,2002.0,1999.4,2000.0,518.1,1054.7,695.4,819.3,61.0,202.4,158.4,150.3,24.0,128.6,72.2,84.8,2089.1,1480.6,608.5,159236.9,113004.2,46232.6,162294.2,115173.9,47120.3
Batu Ampar,1065,330,4443.3,5418.3,2000.5,2003.8,2002.4,2002.9,519.6,964.0,803.9,873.4,56.0,231.6,184.4,189.7,29.0,131.7,134.4,171.7,1353.5,938.2,415.3,102034.5,70444.6,31589.9,103993.5,71797.1,32196.4
Baubau,1060,142,4101.7,3332.1,1995.6,1999.8,1997.0,1997.9,329.3,906.9,523.6,591.4,32.0,255.8,275.2,404.3,17.0,123.2,64.9,94.0,1503.7,1016.6,487.1,114007.9,76968.3,37039.6,116196.8,78446.1,37750.8
Belawan,1006,317,9616.3,12816.9,1998.8,2001.2,2000.1,2001.1,739.7,924.5,835.3,855.6,68.0,128.6,185.4,201.9,37.5,123.0,111.5,119.0,2147.8,1416.9,730.9,164575.5,108752.1,55823.4,167735.4,110840.2,56895.2
Cilacap,1001,230,17278.8,28136.7,2000.2,2000.8,2001.3,2001.2,674.2,922.6,973.2,995.3,89.0,156.6,264.9,273.8,47.0,84.8,123.8,126.6,3283.5,2152.0,1131.5,252625.1,165791.3,86833.8,257475.5,168974.5,88501.0
Pulau Sambu,974,351,8557.7,14595.0,2000.2,2003.5,2006.4,2006.7,405.6,1030.5,1206.5,1245.5,32.0,171.9,633.3,677.2,32.0,139.3,150.3,146.8,1538.7,883.4,655.3,117409.2,67294.9,50114.3,119663.4,68586.9,51076.5
Dumai,947,315,11500.5,18869.7,2005.7,2004.8,2004.3,2004.2,471.6,760.0,878.4,892.4,51.0,108.7,248.6,248.1,54.0,86.3,114.0,115.4,2475.6,1441.1,1034.5,190477.9,110987.0,79490.9,194135.1,113117.9,81017.2
Bitung,920,174,7647.0,8137.6,2002.1,2001.2,2000.1,2000.3,600.6,1255.7,974.1,1016.5,62.5,193.7,216.8,203.9,26.0,108.2,69.3,78.2,1905.5,1477.3,428.2,142000.9,109657.4,32343.6,144727.4,111762.8,32964.6
Sorong,898,167,4284.3,3390.7,2001.4,2004.0,1999.8,2001.2,389.9,1510.4,663.1,896.3,42.0,332.9,194.6,276.4,12.0,152.9,64.7,97.2,1593.3,1254.2,339.1,120316.0,94781.5,25534.6,122626.1,96601.3,26024.8
Bakauheni,891,113,5833.3,2287.2,1993.2,1995.4,1993.1,1996.8,607.4,903.1,1087.6,986.3,155.0,199.9,796.0,697.7,28.0,78.4,83.8,115.2,3042.2,2510.9,531.3,229356.6,189363.2,39993.3,233760.2,192999.0,40761.2
Sungaigerong,871,207,3084.2,4329.2,2002.1,2003.4,1999.8,1999.9,360.8,663.9,447.0,461.2,44.0,111.2,143.7,144.6,55.0,71.8,98.2,101.1,1360.2,649.1,711.0,102900.5,49417.3,53483.2,104876.2,50366.1,54510.0
Kupang,871,105,1855.4,2044.8,2002.8,2001.5,2001.9,2001.6,404.6,965.8,560.3,745.9,55.0,194.5,141.6,127.3,12.0,93.4,97.6,113.4,738.2,531.3,206.9,55756.7,40185.6,15571.0,56827.2,40957.2,15870.0
Tanjung Sekong,867,271,3630.8,4881.5,2001.9,2001.5,2000.9,2001.6,346.2,767.6,502.1,514.4,45.0,129.4,265.9,255.6,45.0,107.3,240.6,220.7,1506.8,766.5,740.3,114589.7,58407.6,56182.1,116789.8,59529.1,57260.8
Kalbut Situbondo,803,110,3013.6,4178.7,2001.9,2003.9,2004.3,2003.9,330.8,1419.3,661.6,761.1,46.0,229.7,1892.4,2326.6,37.0,130.0,185.9,210.0,1122.8,633.1,489.7,85417.3,48440.5,36976.8,87057.4,49370.6,37686.8
Telukbayur,793,209,5406.8,8156.9,1998.5,2000.5,1999.6,1999.8,563.7,904.3,865.1,886.9,69.0,143.6,153.8,151.8,44.0,131.3,134.9,136.5,1609.5,907.4,702.0,123170.4,69675.1,53495.3,125535.3,71012.9,54522.4
Kumai,764,146,1116.8,1126.8,2000.7,2004.5,2000.2,2005.1,293.3,719.9,456.9,490.1,37.0,124.3,102.2,125.5,31.0,120.4,118.2,110.3,623.7,305.5,318.2,47036.4,23112.0,23924.4,47939.5,23555.7,24383.7
Tanjung Santan,758,248,13562.9,24010.6,2006.3,2006.1,2006.5,2006.6,203.1,1541.6,1780.6,1840.4,39.0,206.6,692.9,700.8,43.0,145.3,138.5,138.3,1516.5,1147.2,369.3,116408.3,88257.7,28150.6,118643.4,89952.2,28691.1
Tanjunguban,756,293,4304.1,6254.9,2001.0,2004.0,1999.9,2000.0,555.2,798.2,814.8,805.8,58.0,139.7,237.4,221.6,35.0,99.3,160.2,170.1,1521.4,866.0,655.3,116303.6,66195.3,50108.3,118536.6,67466.3,51070.4
Ketapang,707,146,1631.8,2287.4,1996.5,1999.5,1997.7,1997.4,257.3,947.7,437.2,439.6,38.0,183.1,235.2,230.5,45.0,163.1,194.6,150.2,949.2,419.4,529.9,72011.9,31935.5,40076.4,73394.5,32548.7,40845.8
Bontang,674,191,14534.2,21759.0,1999.4,2002.2,1999.8,2002.2,686.8,1341.5,1198.8,1197.3,76.5,272.7,173.4,166.8,54.0,137.8,253.3,235.4,1877.9,1337.7,540.1,135692.1,95027.1,40665.0,138297.4,96851.6,41445.8
Suralaya,615,209,9784.2,17513.8,1999.2,2002.1,1997.9,1997.8,347.1,1161.2,1233.1,1453.6,44.0,251.2,1361.0,1426.9,37.0,105.9,214.4,216.8,1309.0,986.9,322.1,100454.4,75936.8,24517.6,102383.1,77394.8,24988.3
Sampit,615,126,1051.0,1233.6,2004.5,2003.5,1998.6,2001.3,312.0,1132.7,622.1,616.0,53.0,166.4,221.6,208.0,48.0,193.0,366.7,393.6,594.7,281.6,313.1,44888.2,21304.0,23584.2,45750.0,21713.0,24037.0
Ternate,575,64,1174.8,931.3,2004.8,1999.6,2000.0,1999.0,195.2,968.0,455.1,622.0,21.0,202.3,175.0,186.1,10.0,94.5,77.7,108.5,518.6,375.4,143.2,39194.7,28406.5,10788.2,39947.2,28951.9,10995.4
Kendari,574,119,2870.7,4260.6,1997.2,2000.7,2004.1,2004.6,341.3,963.5,969.4,1149.9,36.0,190.2,463.4,521.7,37.0,125.0,142.5,142.9,746.9,456.5,290.4,56796.9,34903.5,21893.3,57887.4,35573.7,22313.7
Marabahan,560,90,217.5,288.0,2009.7,2008.2,2006.9,2006.6,207.6,804.0,636.1,760.0,42.0,191.5,264.7,268.4,29.0,125.8,309.8,320.8,183.0,104.7,78.3,13760.1,7876.5,5883.6,14024.3,8027.8,5996.6
Pangkalpinang,543,78,544.5,481.4,1991.9,2000.9,1993.5,1998.2,276.1,1031.6,519.7,552.9,31.0,145.9,245.6,155.3,22.0,161.6,148.4,149.5,381.6,179.0,202.6,28696.4,13471.0,15225.4,29247.4,13729.7,15517.7
"Plaju, Sumatra",543,155,822.0,1036.9,2000.3,2002.1,1996.6,1997.2,336.5,564.5,372.4,359.7,42.0,80.3,96.8,98.0,18.0,96.7,209.6,208.2,338.2,188.5,149.7,25624.2,14341.2,11283.1,26116.2,14616.5,11499.7
