Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1145,97,11538.6,14001.0,2005.0,2006.0,2004.7,2005.2,302.5,475.1,560.3,559.1,23.0,35.5,79.0,78.7,11.0,18.1,15.3,15.5,2334.8,2095.2,239.6,179605.4,161311.2,18294.2,183053.8,164408.4,18645.5
Cruise,342,48,19632.6,1722.7,2006.9,2005.2,2008.0,2007.7,347.5,425.6,526.3,516.1,20.0,30.7,51.5,52.0,8.0,8.2,8.3,8.5,3670.8,3310.5,360.3,283193.1,255281.6,27911.5,288630.4,260183.0,28447.4
Chemical tanker,157,108,3421.9,5635.1,2010.3,2010.0,2011.5,2011.5,919.3,986.0,976.8,975.4,77.0,99.6,175.2,175.4,40.0,49.4,54.6,54.6,563.1,415.7,147.4,43335.9,31967.7,11368.1,44167.9,32581.5,11586.4
General cargo,133,70,2324.4,3320.9,2007.4,2007.0,2001.8,2002.2,950.3,1608.1,1719.0,1680.9,86.0,151.0,628.8,588.6,73.0,129.5,168.6,167.7,384.3,315.7,68.6,29379.6,24220.8,5158.9,29943.7,24685.8,5257.9
Bulk carrier,119,108,5616.6,9177.4,2009.5,2010.0,2009.8,2009.8,1005.3,1960.2,1764.1,1732.1,92.0,184.0,411.3,406.7,152.0,170.4,163.1,163.7,634.7,560.5,74.2,48955.0,43237.4,5717.6,49894.9,44067.5,5827.4
Vehicle,88,68,1695.6,556.3,2007.8,2008.5,2006.4,2006.3,190.5,299.4,336.7,336.1,21.5,29.2,63.9,63.4,12.0,18.3,24.7,24.6,106.7,91.0,15.7,8265.0,7050.3,1214.7,8423.7,7185.6,1238.0
Liquefied gas tanker,51,19,1412.5,1614.6,2008.5,2009.7,2013.2,2013.2,1106.0,1099.7,1156.2,1157.2,87.0,100.6,116.9,116.5,31.0,49.9,67.2,67.6,231.8,177.9,54.0,17829.7,13692.2,4137.5,18172.1,13955.1,4217.0
Oil tanker,32,21,612.5,1060.8,2003.5,2006.8,2004.6,2004.4,1007.5,958.1,920.4,920.7,93.5,94.0,100.0,100.3,51.5,63.6,63.8,64.2,130.9,81.1,49.8,10042.0,6218.3,3823.7,10234.9,6337.7,3897.1
Refrigerated bulk,8,6,100.9,107.0,1994.5,1995.3,1993.7,1993.7,794.3,846.9,1014.6,1014.3,46.5,49.2,70.1,70.2,17.0,19.3,16.9,16.9,38.3,33.3,5.0,2929.7,2548.6,381.1,2986.0,2597.5,388.4
Service - tug,6,5,1.7,1.8,1984.0,1986.2,1984.7,1982.3,890.1,1157.5,923.3,1172.8,82.0,367.7,410.5,474.8,156.0,226.9,275.4,352.8,7.0,5.4,1.5,522.6,407.4,115.2,532.7,415.3,117.4
Offshore,5,3,92.1,163.9,1990.4,1988.3,2002.7,2003.2,440.5,3030.9,244.2,239.7,67.0,114.8,156.3,155.3,856.0,761.2,77.5,51.8,11.8,1.5,10.3,888.3,114.0,774.3,905.3,116.2,789.2
Service - other,2,2,93.1,69.3,1984.0,1984.0,1979.4,1977.9,2236.1,2236.1,1532.2,1440.9,423.5,423.5,310.1,271.4,101.5,101.5,153.8,171.6,14.2,13.4,0.8,1073.9,1016.8,57.1,1094.5,1036.3,58.2
Miscellaneous - fishing,2,2,2.3,1.8,1989.5,1989.5,1984.6,1984.8,1315.5,1315.5,1188.0,1191.5,158.0,158.0,152.7,152.9,134.5,134.5,61.3,63.9,2.0,1.5,0.6,153.6,109.7,43.9,156.5,111.8,44.7
Ferry-RoPax,2,1,7.3,0.6,2007.0,2007.0,2007.0,2007.0,312.6,312.6,312.6,312.6,29.0,29.0,33.0,33.0,9.0,9.0,10.3,10.3,2.2,1.9,0.3,169.0,148.4,20.6,172.2,151.2,21.0
Ro-Ro,1,1,1.2,2.3,1966.0,1966.0,1966.0,1966.0,886.8,886.8,886.8,886.8,109.0,109.0,109.0,109.0,897.0,897.0,897.0,897.0,7.5,1.0,6.5,562.1,71.9,490.2,572.9,73.3,499.6
