Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto Cortes,1371,324,20198.3,27647.1,2006.1,2007.8,2006.2,2006.8,799.6,1215.8,786.1,822.0,55.0,112.1,205.9,214.5,14.0,92.7,72.4,81.0,3449.7,2981.0,468.8,265221.3,229365.4,35855.8,270313.5,233769.2,36544.3
Roatan,395,59,19678.9,1876.8,2006.4,2004.0,2008.0,2007.4,350.6,624.1,526.7,523.9,25.0,43.0,51.8,55.5,8.0,65.7,8.8,14.0,3715.9,3331.4,384.5,286572.4,256849.2,29723.2,292074.6,261780.7,30293.9
Amapala,188,128,3005.4,3261.3,2008.5,2009.3,2009.1,2009.5,219.9,719.8,424.8,593.3,20.0,73.5,235.5,310.6,31.0,49.6,73.3,96.9,384.4,313.1,71.3,29644.7,24176.6,5468.1,30213.9,24640.8,5573.1
Puerto Castillas,71,31,1215.4,1507.4,1997.1,2004.1,2000.5,2004.0,776.0,1006.1,940.2,1047.7,45.0,107.3,182.0,218.9,14.0,43.0,45.6,48.9,234.5,196.3,38.2,18069.4,15132.4,2937.0,18416.3,15423.0,2993.3
Omoa,44,27,1870.8,2343.2,2011.4,2009.9,2012.6,2012.5,1107.6,1387.7,1323.3,1413.5,87.0,136.9,274.6,333.8,31.0,37.4,53.0,50.1,245.4,195.3,50.1,18912.7,15060.0,3852.7,19275.9,15349.2,3926.7
Tela,11,10,380.9,645.9,2010.7,2011.2,2010.6,2010.6,1105.2,1179.1,1168.7,1168.3,94.0,93.4,93.4,93.3,56.0,63.4,62.8,62.8,62.8,45.0,17.8,4839.6,3456.9,1382.7,4932.5,3523.3,1409.2
Trujillo,5,4,95.9,10.0,1996.0,1996.2,1993.1,1993.2,600.5,527.5,552.9,548.6,39.0,38.5,48.4,48.3,8.0,7.4,7.8,7.8,27.0,24.8,2.2,2083.8,1911.5,172.2,2123.8,1948.3,175.6
La Ceiba,3,3,2.9,1.4,1984.3,1984.3,1996.7,1979.2,1785.6,1298.4,239.7,843.8,20.0,213.0,127.2,398.4,329.0,274.7,135.9,394.0,3.4,2.1,1.3,258.2,160.7,97.5,263.2,163.8,99.4
Utila,3,3,91.4,127.8,2007.3,2007.3,2006.3,2006.2,1105.0,1505.2,1505.6,1559.9,93.0,144.3,190.0,195.3,3.0,4.7,4.4,4.3,11.9,11.7,0.2,915.7,902.8,12.9,933.3,920.1,13.2
Guanaja,2,2,13.2,14.6,1993.0,1993.0,2008.6,2007.5,959.3,959.3,795.5,803.6,354.5,354.5,160.1,173.8,5.0,5.0,5.9,5.9,5.1,5.0,0.1,387.0,380.6,6.5,394.4,387.9,6.6
