Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guatemala,638,163,2232.5,2594.9,2006.3,2007.1,2006.0,2006.9,108.6,170.5,164.6,162.5,14.0,40.9,36.4,38.4,16.0,26.2,20.9,23.0,574.6,378.7,195.9,44246.6,29205.0,15041.6,45096.1,29765.7,15330.4
United States of America,632,177,18868.0,15533.4,2005.4,2008.0,2007.1,2007.1,943.9,1215.5,1112.3,1188.6,63.0,127.2,100.8,130.0,18.0,55.6,30.1,45.1,3498.7,3258.2,240.5,268275.2,250219.6,18055.6,273426.1,255023.8,18402.3
Belize,163,30,2837.4,303.3,2007.2,2006.1,2008.5,2008.5,160.5,372.1,187.0,186.1,15.0,24.6,16.5,33.0,8.0,34.5,8.4,12.1,530.2,377.6,152.5,41049.0,29241.1,11807.9,41837.2,29802.6,12034.6
Costa Rica,146,66,3291.9,2962.5,2007.1,2008.0,2008.1,2006.3,748.9,707.9,675.6,759.3,50.0,61.0,53.5,61.8,40.0,49.3,43.0,51.4,603.9,506.0,98.0,46719.3,39164.4,7554.8,47616.3,39916.4,7699.9
Mexico,118,55,5352.1,1610.6,2007.7,2007.6,2007.2,2010.5,529.1,839.1,557.7,875.1,39.0,79.1,49.4,84.9,10.0,72.9,54.5,104.8,1005.1,732.5,272.6,77708.0,56651.6,21056.4,79200.0,57739.3,21460.7
Colombia,74,47,1958.2,2384.0,2006.9,2008.5,2007.2,2006.8,925.5,1041.2,1028.0,1030.2,87.0,116.7,104.7,112.7,20.0,58.0,43.5,52.7,268.3,232.7,35.6,20746.7,18001.7,2745.0,21145.0,18347.4,2797.7
Panama,59,31,1021.0,1452.1,2006.9,2006.2,2008.5,2008.7,809.4,1097.0,849.4,855.7,67.0,294.0,98.5,89.4,41.0,88.5,60.4,61.9,213.3,175.5,37.7,16378.5,13514.5,2864.0,16693.0,13774.0,2919.0
Dominican Republic,45,17,2218.3,1361.7,2006.4,2008.5,2008.8,2006.2,1114.4,1272.6,1506.2,1183.7,81.0,119.6,105.8,103.3,13.0,47.6,15.2,26.6,450.5,437.1,13.4,34766.0,33738.8,1027.2,35433.5,34386.6,1046.9
Nicaragua,38,25,174.2,125.4,2004.2,2006.4,2006.9,2005.2,97.8,170.3,118.9,183.9,10.0,22.8,23.8,43.9,12.0,22.8,24.6,46.8,24.7,14.2,10.5,1896.9,1094.9,801.9,1933.3,1116.0,817.3
El Salvador,31,29,310.7,117.5,2009.0,2009.0,2009.2,2008.8,177.4,190.4,185.7,191.6,15.0,23.4,26.1,24.6,8.0,16.8,15.9,21.1,23.0,17.8,5.2,1776.6,1377.5,399.1,1810.7,1403.9,406.8
Cayman Islands,27,12,816.2,80.7,2003.5,2003.1,2004.0,2003.4,355.4,532.3,359.5,380.2,20.0,37.3,23.9,32.5,7.0,7.6,7.6,7.7,201.0,179.2,21.8,15552.9,13866.6,1686.4,15851.6,14132.8,1718.8
Jamaica,24,19,332.4,291.0,2002.8,2004.1,2000.4,2003.7,698.8,742.8,695.9,748.2,58.5,74.2,67.6,87.0,24.0,91.9,77.1,125.7,78.6,62.1,16.6,6051.9,4792.8,1259.1,6168.1,4884.9,1283.3
Cuba,17,9,87.6,107.4,2003.1,2002.9,2001.2,2002.6,589.7,674.1,657.7,670.2,55.0,52.3,56.0,59.4,110.0,54.9,49.0,53.4,22.4,19.6,2.7,1714.8,1508.8,206.0,1747.7,1537.8,210.0
Ecuador,9,8,339.5,367.4,2007.8,2008.0,2007.7,2007.8,1026.0,1138.5,1158.8,1038.8,85.0,93.9,100.2,86.1,54.0,72.2,62.7,94.2,64.6,43.0,21.6,5007.0,3330.4,1676.6,5103.2,3394.3,1708.8
Spain,7,7,385.2,594.9,2007.6,2007.6,2007.8,2007.9,4740.1,4752.6,4688.6,4683.6,377.0,414.9,391.5,388.3,40.0,47.1,43.4,44.3,76.5,70.9,5.6,5898.6,5474.2,424.4,6011.8,5579.3,432.6
Netherlands,7,7,797.8,1238.7,2006.4,2006.4,2005.7,2005.6,5059.2,5200.0,5156.3,5159.1,449.0,452.0,452.4,452.9,74.0,63.4,66.8,66.8,125.1,114.1,11.0,9650.9,8801.2,849.6,9836.1,8970.2,865.9
Virgin Islands (U.S.),7,3,1703.7,283.6,2010.1,2009.0,2011.1,2011.5,2511.1,1842.8,2417.0,1998.4,138.0,137.7,138.4,145.1,8.0,44.7,12.5,40.2,359.8,346.0,13.9,27734.0,26693.6,1040.3,28266.5,27206.1,1060.3
Aruba,7,6,155.7,224.1,1994.9,1996.2,1994.2,1992.8,1145.4,1286.6,1164.7,1157.8,122.0,162.0,120.1,117.8,65.0,102.4,74.6,73.5,23.4,19.4,4.0,1789.5,1491.0,298.5,1823.9,1519.6,304.2
Peru,6,6,277.3,311.9,2008.8,2008.8,2008.4,2008.4,1725.3,1847.5,1810.5,1876.6,131.5,140.2,136.6,143.5,62.0,101.5,119.2,133.2,27.1,24.7,2.4,2092.6,1908.3,184.3,2132.8,1945.0,187.8
United Kingdom of Great Britain and Northern Ireland,4,2,241.0,281.6,1996.2,2000.5,1994.7,1995.9,5014.4,3242.2,3521.9,3067.9,299.5,236.0,286.9,276.9,18.5,17.0,28.8,26.7,77.9,75.2,2.8,5967.6,5759.2,208.4,6082.2,5869.8,212.4
Trinidad and Tobago,3,3,95.3,145.0,1999.0,1999.0,1997.6,1997.5,1689.6,1686.4,1681.2,1680.8,258.0,266.7,296.1,299.3,76.0,113.7,154.1,158.2,13.9,11.8,2.1,1067.6,908.6,159.0,1088.1,926.0,162.1
"Bonaire, Sint Eustatius and Saba",2,2,13.0,21.0,2005.0,2005.0,2005.0,2005.0,1345.6,1345.6,1345.6,1345.6,126.5,126.5,129.0,129.0,39.5,39.5,41.0,41.0,3.1,2.8,0.3,235.8,215.5,20.2,240.3,219.7,20.6
Bahamas,2,2,1.3,2.4,1981.0,1981.0,1969.3,1967.6,816.1,816.1,875.5,886.1,98.5,98.5,91.9,90.9,47.5,47.5,75.3,79.3,2.5,1.6,0.9,187.5,121.9,65.5,191.1,124.3,66.8
Canada,2,2,91.9,151.8,2003.0,2003.0,2002.4,2002.5,1873.0,1873.0,442.4,407.7,235.0,235.0,361.0,351.6,58.0,58.0,37.7,39.2,7.0,6.9,0.1,534.4,526.2,8.2,544.6,536.3,8.4
Benin,1,1,2.8,5.1,2004.0,2004.0,2004.0,2004.0,15.1,15.1,15.1,15.1,7.0,7.0,7.0,7.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,1,1,29.7,39.7,2005.0,2005.0,2005.0,2005.0,3089.5,3089.5,3089.5,3089.5,274.0,274.0,274.0,274.0,140.0,140.0,140.0,140.0,7.6,6.5,1.1,582.3,501.0,81.3,593.5,510.6,82.9
Saint Kitts and Nevis,1,1,0.5,0.2,1973.0,1973.0,1973.0,1973.0,1497.9,1497.9,1497.9,1497.9,225.0,225.0,225.0,225.0,7.0,7.0,7.0,7.0,1.5,1.5,0.0,114.7,114.3,0.5,116.9,116.5,0.5
Turkey,1,1,248.8,419.4,2008.0,2008.0,2008.0,2008.0,9822.1,9822.1,9822.1,9822.1,838.0,838.0,838.0,838.0,187.0,187.0,187.0,187.0,28.6,28.0,0.6,2200.1,2157.3,42.8,2242.4,2198.8,43.6
Puerto Rico,1,1,11.4,17.4,2007.0,2007.0,2007.0,2007.0,1345.8,1345.8,1345.8,1345.8,128.0,128.0,128.0,128.0,86.0,86.0,86.0,86.0,3.9,2.5,1.4,299.5,194.4,105.1,305.2,198.1,107.1
Martinique,1,1,28.7,39.0,2009.0,2009.0,2009.0,2009.0,3011.4,3011.4,3011.4,3011.4,321.0,321.0,321.0,321.0,172.0,172.0,172.0,172.0,8.8,7.6,1.2,674.8,582.2,92.6,687.8,593.4,94.4
Curaçao,1,1,7.0,7.3,2011.0,2011.0,2011.0,2011.0,1178.0,1178.0,1178.0,1178.0,110.0,110.0,110.0,110.0,124.0,124.0,124.0,124.0,3.3,1.6,1.6,247.3,124.4,123.0,252.1,126.7,125.4
