Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,218,15,99.8,103.3,1989.1,1997.0,1994.3,1995.7,254.7,279.4,303.4,267.7,46.5,47.6,270.4,174.8,47.0,107.3,145.1,113.6,48.4,33.4,15.0,3644.8,2516.5,1128.3,3714.8,2564.8,1149.9
Chemical tanker,152,4,89.6,122.7,2008.7,2007.2,2008.2,2008.1,279.8,262.9,358.9,356.0,43.0,59.8,156.4,159.0,36.0,47.4,187.3,195.5,204.3,98.8,105.5,15351.3,7423.8,7927.5,15646.0,7566.3,8079.7
Container,111,19,246.1,302.8,2002.7,2001.5,2003.8,2003.6,173.7,207.0,186.7,187.5,15.0,23.7,22.0,22.3,32.0,34.6,37.8,38.3,92.4,52.4,40.0,7031.4,4021.3,3010.1,7166.4,4098.5,3067.9
Ferry-RoPax,56,3,39.7,5.6,2007.7,1997.7,1997.5,1993.8,361.4,879.2,889.0,970.6,71.0,152.5,382.6,422.0,22.5,181.0,307.5,326.6,73.7,43.4,30.3,5532.4,3259.7,2272.7,5638.6,3322.2,2316.4
Oil tanker,43,1,41.8,62.0,2012.0,2012.0,2012.0,2012.0,276.5,276.5,404.0,404.0,47.0,47.0,133.3,133.3,60.0,60.0,106.7,106.7,58.0,25.1,32.9,4357.1,1887.2,2469.9,4440.8,1923.5,2517.3
Cruise,16,12,94.1,9.9,1998.1,1997.3,2002.8,1999.9,171.2,177.5,171.6,172.1,15.0,20.0,14.7,15.6,10.5,20.6,16.4,16.9,29.9,17.9,12.0,2302.1,1382.9,919.2,2346.3,1409.5,936.9
Miscellaneous - fishing,9,5,18.8,10.5,1997.3,1996.0,1998.6,1997.1,1851.3,4679.4,4430.1,3703.1,108.0,686.8,1963.7,1715.2,102.0,462.5,79.3,109.5,33.7,25.1,8.5,2527.0,1886.5,640.5,2575.5,1922.7,652.8
Offshore,6,1,1.0,1.0,1982.0,1982.0,1982.0,1982.0,382.6,382.6,475.4,475.4,313.5,313.5,650.5,650.5,85.5,85.5,108.1,108.1,11.8,10.1,1.7,885.2,756.0,129.3,902.2,770.5,131.7
Bulk carrier,6,6,25.6,41.2,2007.8,2007.8,2009.1,2009.2,180.2,209.5,212.9,211.2,16.5,31.2,36.1,34.4,56.0,55.3,70.6,71.3,3.6,2.7,0.9,277.8,207.3,70.5,283.1,211.3,71.8
Service - tug,4,2,0.5,0.3,2003.8,2008.5,2000.6,2000.4,374.0,282.3,344.6,349.2,471.0,350.5,1017.5,1028.9,176.5,176.5,637.6,642.8,4.6,2.8,1.7,341.9,214.0,127.9,348.5,218.1,130.4
Liquefied gas tanker,2,1,3.0,3.8,2012.0,2012.0,2012.0,2012.0,208.7,208.7,208.7,208.7,33.0,33.0,35.4,35.4,6.0,6.0,6.2,6.2,1.0,0.9,0.2,78.2,65.0,13.2,79.7,66.2,13.5
Ro-Ro,1,1,0.8,0.5,1979.0,1979.0,1979.0,1979.0,209.7,209.7,209.7,209.7,59.0,59.0,59.0,59.0,69.0,69.0,69.0,69.0,1.1,0.4,0.7,85.6,32.4,53.2,87.3,33.0,54.2
Service - other,1,1,0.2,0.1,2011.0,2011.0,2011.0,2011.0,338.0,338.0,338.0,338.0,14.0,14.0,14.0,14.0,12.0,12.0,12.0,12.0,0.3,0.1,0.1,19.0,10.0,9.0,19.4,10.2,9.2
