Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,140,62,1626.6,1615.9,1993.4,1995.4,1992.7,1996.4,1692.7,1693.8,1724.2,1568.6,140.5,174.9,239.6,216.4,14.5,34.3,29.2,34.0,344.1,329.2,14.9,26388.0,25269.0,1119.0,26894.7,25754.2,1140.5
Bulk carrier,138,130,11795.2,20787.8,2008.6,2008.8,2009.0,2008.9,2492.4,2633.6,2820.2,2864.4,264.5,265.9,397.6,404.0,10.0,15.9,12.8,12.7,968.4,959.9,8.4,74894.9,74246.6,648.3,76332.9,75672.2,660.7
Container,110,22,1509.4,1863.6,2002.7,2002.3,2003.6,2003.3,935.8,1338.9,1167.7,1177.1,66.0,105.5,143.2,148.2,27.5,25.6,33.0,33.3,385.4,351.4,34.0,29622.8,27070.4,2552.4,30191.5,27590.1,2601.4
Miscellaneous - fishing,76,59,419.7,329.4,1995.2,1995.1,1994.3,1993.6,4583.3,7057.0,6819.2,7347.1,677.5,995.8,1519.6,1498.3,34.0,169.1,286.2,334.6,355.8,320.2,35.5,26742.8,24054.6,2688.2,27256.3,24516.4,2739.8
Cruise,39,33,1422.6,168.0,1993.9,1994.1,1998.5,1996.6,947.1,1485.5,1116.3,1147.4,68.0,120.5,102.0,110.9,10.0,19.3,16.9,16.8,306.2,278.4,27.8,23604.7,21465.6,2139.1,24057.9,21877.7,2180.2
Chemical tanker,32,29,1130.9,1821.2,2007.4,2007.6,2007.8,2007.9,1616.0,1767.6,1697.3,1701.0,158.0,225.7,217.1,213.8,16.5,22.6,19.9,19.6,200.2,184.8,15.3,15405.0,14223.1,1181.9,15700.7,14496.2,1204.6
Liquefied gas tanker,21,8,877.0,896.8,2011.7,2009.8,2009.9,2010.2,800.2,1608.3,2095.5,1969.5,144.0,191.3,334.3,322.4,17.0,26.8,43.2,39.8,94.1,86.3,7.8,6884.3,6288.6,595.7,7016.5,6409.4,607.2
Refrigerated bulk,20,15,561.7,644.3,1994.0,1995.0,2000.0,1999.6,5188.4,5052.1,5726.4,5680.5,709.0,609.6,930.9,930.0,55.5,105.7,97.1,98.5,325.7,290.4,35.3,24722.5,22068.8,2653.7,25197.2,22492.6,2704.6
Oil tanker,19,19,4321.5,8138.0,2007.7,2007.7,2009.2,2009.2,2649.3,2940.6,3168.8,3175.8,256.0,676.3,862.8,850.1,15.0,14.9,13.3,13.2,488.9,467.2,21.7,37808.9,36129.7,1679.2,38534.9,36823.4,1711.5
Service - other,16,16,173.2,70.9,2001.7,2001.7,2001.1,1999.6,1506.7,2121.3,2513.1,1927.0,148.0,295.1,685.3,513.1,68.0,126.7,119.0,160.5,64.8,60.5,4.3,4847.2,4521.8,325.4,4940.3,4608.6,331.6
Offshore,12,12,493.3,365.2,1996.3,1996.3,2005.7,2006.4,2749.7,2730.2,3100.8,3127.3,433.0,427.6,334.9,328.7,32.0,202.2,45.8,50.6,91.3,84.2,7.1,6545.0,6018.7,526.2,6670.6,6134.3,536.3
Service - tug,12,10,31.1,26.9,2003.3,2005.8,2001.9,2001.8,2160.4,2477.1,2082.8,2079.9,335.5,523.6,527.6,535.6,25.0,78.2,85.0,89.4,32.4,30.4,2.0,2443.4,2293.3,150.2,2490.3,2337.3,153.0
Ferry-pax only,3,2,7.3,0.7,1942.7,1955.0,1983.9,1966.9,2336.1,2354.9,2751.8,2398.1,295.0,295.0,297.2,295.6,42.0,163.5,49.8,144.2,5.3,4.2,1.1,400.3,316.3,84.0,407.9,322.4,85.6
Ferry-RoPax,2,1,83.2,6.1,2003.0,2003.0,2003.0,2003.0,2575.6,2575.6,2575.6,2575.6,196.0,196.0,234.0,234.0,4.0,4.0,4.0,4.0,13.4,13.3,0.1,1029.8,1021.4,8.4,1049.6,1041.0,8.6
Yacht,1,1,0.4,0.5,1911.0,1911.0,1911.0,1911.0,1472.6,1472.6,1472.6,1472.6,179.0,179.0,179.0,179.0,177.0,177.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicle,1,1,31.1,9.9,2006.0,2006.0,2006.0,2006.0,506.4,506.4,506.4,506.4,104.0,104.0,104.0,104.0,20.0,20.0,20.0,20.0,1.5,1.2,0.3,114.4,91.7,22.7,116.6,93.5,23.1
