Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,144,64,2072.9,2139.9,1993.5,1995.2,1994.3,1998.1,1830.8,2124.1,2133.8,2011.9,186.0,318.1,355.8,319.3,46.0,66.7,77.7,79.6,413.5,385.7,27.9,31695.6,29600.8,2094.8,32304.1,30169.1,2135.0
Bulk carrier,140,132,12716.5,22400.1,2008.6,2008.8,2009.5,2009.5,2552.2,2765.8,2997.5,3043.2,261.5,280.0,385.1,392.2,83.0,129.0,109.6,107.2,1120.0,1053.7,66.3,86478.6,81408.7,5070.0,88139.0,82971.7,5167.3
Container,110,22,1410.9,1707.6,2002.7,2002.3,2004.1,2003.9,882.6,988.4,1091.5,1078.6,94.0,102.8,110.2,110.4,20.0,67.0,58.3,59.8,370.4,304.1,66.3,28387.9,23400.1,4987.8,28932.9,23849.3,5083.6
Miscellaneous - fishing,83,63,577.3,481.8,1995.7,1995.7,1996.2,1994.3,7948.8,12257.2,9545.8,10596.1,1079.0,1791.9,2473.0,2399.4,113.0,726.2,853.1,859.3,637.8,512.4,125.4,47889.1,38470.9,9418.2,48808.6,39209.5,9599.0
Cruise,39,33,1596.9,193.4,1993.9,1994.1,1997.4,1996.1,1318.2,1523.5,1253.1,1320.8,93.0,121.3,106.7,112.6,11.0,53.0,21.6,27.6,398.7,344.3,54.4,30709.2,26585.7,4123.5,31298.9,27096.2,4202.7
Chemical tanker,38,35,1537.7,2504.9,2006.8,2007.0,2008.8,2008.8,1940.1,2060.9,1967.2,1985.4,158.5,209.0,251.8,252.4,63.5,124.9,110.7,111.4,278.8,211.4,67.5,21479.2,16311.6,5167.5,21891.6,16624.8,5266.7
Liquefied gas tanker,22,9,1121.2,1197.7,2011.6,2009.7,2010.1,2010.3,1503.4,2225.8,2539.5,2485.3,128.5,214.5,295.4,290.7,39.5,53.9,99.2,103.0,122.2,96.0,26.2,9125.6,7122.1,2003.5,9300.8,7258.8,2041.9
Oil tanker,19,19,5850.0,10982.4,2007.7,2007.7,2010.5,2010.5,2535.1,3612.2,4289.6,4285.8,325.0,435.3,691.8,692.4,44.0,56.8,46.8,46.2,461.9,408.0,53.9,35633.5,31523.1,4110.4,36317.7,32128.4,4189.3
Refrigerated bulk,19,15,469.6,539.4,1993.7,1995.0,2000.3,1999.8,3397.0,4511.3,4981.5,4939.2,384.0,401.7,674.3,671.6,45.0,90.2,49.4,51.9,226.9,197.5,29.5,17250.5,15036.5,2214.0,17581.7,15325.2,2256.5
Service - other,16,15,146.8,71.5,2001.1,2002.4,1999.2,1999.4,2086.8,2384.4,2425.3,2263.3,216.0,370.9,504.3,559.4,72.5,254.5,673.0,807.1,70.4,63.5,6.9,5252.9,4734.0,518.9,5353.8,4824.9,528.9
Service - tug,13,12,23.7,19.2,2001.0,2001.0,2002.3,2001.7,2023.2,2204.1,1649.0,1544.1,364.0,395.5,384.5,372.8,91.0,270.9,278.8,309.7,32.1,29.3,2.8,2411.5,2201.6,209.9,2457.8,2243.9,213.9
Offshore,8,8,564.7,412.3,1997.5,1997.5,2003.2,2003.9,3410.7,4535.8,3693.9,3739.1,407.0,483.1,356.8,367.0,180.0,311.2,450.0,436.1,122.2,113.1,9.1,8751.7,8063.3,688.4,8919.8,8218.1,701.6
Ferry-RoPax,2,1,84.7,6.2,2003.0,2003.0,2003.0,2003.0,2621.5,2621.5,2621.5,2621.5,200.5,200.5,237.2,237.2,8.0,8.0,7.6,7.6,13.9,13.6,0.2,1064.7,1047.9,16.8,1085.2,1068.0,17.2
Ferry-pax only,2,2,9.0,0.9,1955.0,1955.0,1984.7,1968.7,3814.6,3814.6,3720.8,3768.9,575.5,575.5,378.7,484.8,39.5,39.5,31.9,36.0,5.9,5.7,0.2,440.5,424.7,15.8,449.0,432.9,16.1
Yacht,1,1,1.0,1.1,1911.0,1911.0,1911.0,1911.0,3440.4,3440.4,3440.4,3440.4,656.0,656.0,656.0,656.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ro-Ro,1,1,28.0,18.3,1979.0,1979.0,1979.0,1979.0,7152.5,7152.5,7152.5,7152.5,7509.0,7509.0,7509.0,7509.0,820.0,820.0,820.0,820.0,73.3,65.0,8.3,5506.2,4885.6,620.6,5611.9,4979.4,632.6
Vehicle,1,1,126.3,40.4,2006.0,2006.0,2006.0,2006.0,2059.6,2059.6,2059.6,2059.6,211.0,211.0,211.0,211.0,7.0,7.0,7.0,7.0,3.9,3.9,0.1,303.0,297.5,5.5,308.8,303.2,5.6
