Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Marshall Islands,31,16,152.7,161.6,2002.9,1999.6,2000.6,2000.4,413.5,2217.8,644.6,540.0,32.0,358.9,485.8,292.9,49.0,125.3,73.3,64.6,69.0,45.2,23.9,5212.3,3419.8,1792.5,5312.4,3485.4,1827.0
Fiji,26,7,373.0,434.2,2009.8,2011.4,2012.6,2012.7,1242.4,1303.7,1244.6,1243.3,92.5,109.8,89.0,88.5,23.5,62.9,33.4,33.0,95.3,88.7,6.6,7332.0,6835.3,496.7,7472.7,6966.5,506.2
China,15,9,217.7,188.3,1999.6,1997.1,1999.9,1995.0,3487.3,4635.8,3620.5,3736.5,290.0,622.6,393.0,493.0,227.0,366.0,273.8,278.5,145.1,115.9,29.2,10975.2,8780.7,2194.5,11185.9,8949.3,2236.6
Tuvalu,15,13,184.2,199.8,1991.4,1992.8,1993.8,1995.7,5033.0,7617.2,6027.6,5797.3,403.0,733.1,1125.9,1262.7,106.0,286.9,270.4,145.5,146.1,112.5,33.7,10976.3,8449.5,2526.8,11187.0,8611.7,2575.3
"Korea, Republic of",11,9,115.3,127.0,1992.7,1994.0,1993.2,1992.8,4074.8,5198.8,4922.6,4878.0,439.0,539.3,625.2,620.1,99.0,192.7,210.9,200.9,62.8,55.0,7.8,4753.3,4166.4,586.9,4844.6,4246.4,598.2
Micronesia (Federated States of),10,9,118.7,132.4,1994.2,1995.6,1999.1,1999.0,3977.1,4675.8,4322.2,3954.6,442.5,565.1,1068.9,1004.1,65.5,57.7,67.2,64.6,53.4,50.3,3.0,4017.5,3789.0,228.5,4094.6,3861.7,232.9
Solomon Islands,8,3,142.4,143.0,2006.0,2008.0,2005.9,2005.7,1038.5,2783.6,1139.9,1118.7,77.5,273.3,141.6,129.6,35.0,68.7,44.4,42.6,20.3,18.3,2.0,1558.5,1408.7,149.7,1588.4,1435.8,152.6
Thailand,4,4,146.0,174.8,1993.2,1993.2,1991.6,1991.5,7046.1,7046.4,7266.4,7327.9,957.5,1030.2,1125.0,1139.6,11.5,108.5,65.8,61.7,89.3,83.7,5.6,6773.0,6351.1,421.9,6903.1,6473.1,430.0
Vanuatu,4,3,91.1,107.2,2015.0,2015.0,2015.0,2015.0,1218.0,1214.6,1216.7,1216.7,86.5,86.0,85.7,85.7,14.5,16.2,18.8,18.8,20.8,20.0,0.8,1604.0,1540.6,63.4,1634.8,1570.2,64.6
Papua New Guinea,4,4,78.3,80.0,1997.8,1997.8,1999.3,1998.2,6355.3,6442.7,6315.1,6280.5,788.5,688.2,796.5,781.5,121.5,197.8,130.2,133.3,43.8,34.0,9.8,3310.5,2572.1,738.4,3374.0,2621.5,752.6
Ecuador,3,3,82.1,66.4,1985.3,1985.3,1989.0,1987.0,6558.1,6953.4,7296.5,6996.8,977.0,820.3,810.7,745.6,260.0,181.3,230.3,232.1,43.4,36.2,7.1,3299.0,2764.6,534.3,3362.3,2817.7,544.6
Mexico,2,2,61.7,81.2,1987.5,1987.5,1987.5,1987.5,6209.6,6209.6,6209.7,6209.3,1148.5,1148.5,1149.5,1149.4,395.0,395.0,390.2,390.7,61.5,48.0,13.5,4646.8,3634.1,1012.7,4736.0,3703.9,1032.1
Viet Nam,2,2,39.6,46.6,1992.5,1992.5,1991.6,1991.2,5509.0,5509.0,5456.2,5519.5,942.0,942.0,1012.0,1044.5,108.0,108.0,120.7,126.5,35.1,32.3,2.8,2657.0,2445.8,211.1,2708.0,2492.8,215.2
French Polynesia,2,2,119.6,15.2,2001.5,2001.5,1999.1,1998.5,1348.7,1348.7,1358.4,1360.7,111.5,111.5,118.3,119.7,10.0,10.0,10.0,10.0,23.3,22.5,0.9,1806.1,1739.7,66.4,1840.8,1773.1,67.7
Japan,2,2,105.6,135.3,2003.5,2003.5,2003.5,2002.3,8227.9,8227.9,4800.1,5585.1,818.0,818.0,818.1,942.4,67.0,67.0,67.0,75.7,30.9,30.1,0.8,2369.6,2310.0,59.6,2415.1,2354.4,60.7
American Samoa,2,2,30.2,31.1,2011.5,2011.5,2013.7,2014.5,2357.9,2357.9,1478.5,1369.1,237.5,237.5,143.9,109.4,232.5,232.5,105.6,58.7,7.2,6.2,1.0,549.0,474.5,74.5,559.5,483.6,75.9
Singapore,1,1,67.6,89.0,1986.0,1986.0,1986.0,1986.0,13626.2,13626.2,13626.2,13626.2,1002.0,1002.0,1002.0,1002.0,12.0,12.0,12.0,12.0,31.3,31.1,0.2,2390.7,2375.3,15.4,2436.6,2420.9,15.7
