Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Villeta,79,19,609.8,1120.6,1993.8,1997.1,1999.0,1999.0,28.9,129.2,236.3,241.0,10.0,74.6,108.0,107.9,27.0,27.9,316.6,317.5,191.7,73.9,117.8,14830.1,5714.6,9115.5,15114.9,5824.3,9290.6
Barrio Caacupe Mi,51,17,136.7,246.3,1990.5,1996.3,1998.9,1998.9,39.7,197.3,337.2,365.0,30.0,69.6,109.2,109.6,9.0,21.9,15.6,15.2,20.9,17.3,3.6,1595.6,1319.1,276.5,1626.3,1344.4,281.9
San Antonio,30,12,493.8,909.9,2000.1,2002.0,1999.0,1999.0,84.2,140.1,189.1,189.4,57.5,133.8,164.0,164.1,21.0,23.0,41.0,41.1,153.6,112.7,40.9,11889.8,8722.2,3167.6,12118.1,8889.7,3228.4
Puerto Sara,29,13,99.2,182.0,1995.6,1998.5,1998.8,1998.9,23.6,32.0,102.7,104.6,10.0,16.7,55.2,55.5,38.0,115.5,43.1,41.9,38.0,18.2,19.8,2921.6,1409.0,1512.6,2977.7,1436.1,1541.6
Concepcion,28,8,5.1,4.7,2002.1,2005.1,2008.3,2008.3,163.7,134.4,180.0,166.1,26.5,27.9,54.7,51.2,8.5,11.6,21.7,17.8,5.4,4.5,0.9,404.2,338.2,66.0,411.9,344.7,67.3
Puerto Antequera,27,9,5.2,4.8,2003.0,2006.1,2007.8,2006.6,111.8,158.9,162.5,151.2,26.0,28.8,36.4,33.3,20.0,238.3,225.2,234.9,8.3,3.4,4.9,620.3,256.0,364.2,632.2,260.9,371.2
Calera Cue,15,4,1.4,1.2,1999.9,2003.8,2008.1,2009.8,96.0,91.2,99.3,99.3,18.0,17.2,22.9,22.6,6.0,6.0,6.1,5.8,1.3,1.2,0.1,95.2,87.9,7.3,97.1,89.6,7.5
Asuncion,14,10,25.4,38.2,2001.6,1998.1,2001.2,1999.2,109.9,503.0,78.1,65.6,130.5,264.0,124.9,79.6,10.5,19.2,10.1,9.5,12.3,10.3,2.0,929.6,777.3,152.3,947.4,792.2,155.2
Colonia Mariano Roque Alonso,9,6,34.7,62.5,2003.2,2004.7,1999.7,1999.4,148.7,189.3,217.3,217.2,36.0,77.8,81.0,80.2,2.0,20.7,15.5,15.7,9.7,7.8,1.8,744.2,602.6,141.6,758.4,614.1,144.3
Puerto Guarani,9,5,1.3,1.1,2009.6,2006.0,2012.8,2013.2,95.0,138.8,134.8,132.5,20.0,71.6,73.5,71.8,7.0,5.7,6.6,6.5,1.3,1.2,0.1,97.2,91.2,6.0,99.0,92.9,6.1
Puerto La Victoria,8,4,1.0,1.0,2004.2,2004.0,2003.5,2007.7,126.6,156.8,151.8,147.8,20.0,41.8,58.2,50.8,6.0,5.8,8.3,8.9,1.1,1.0,0.0,79.8,76.6,3.3,81.4,78.0,3.3
Fuerte Olimpo,4,3,0.5,0.4,1992.5,1999.7,2001.2,2003.2,166.5,156.8,155.7,154.9,48.5,40.7,40.4,39.0,8.5,6.2,6.3,6.1,0.6,0.5,0.0,42.4,40.9,1.5,43.2,41.7,1.5
Encarnacion,1,1,0.2,0.1,1971.0,1971.0,1971.0,1971.0,394.8,394.8,394.8,394.8,561.0,561.0,561.0,561.0,5.0,5.0,5.0,5.0,0.6,0.6,0.0,46.5,45.6,0.9,47.4,46.5,0.9
