Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Barrio Caacupe Mi,147,23,212.7,225.7,1991.9,1994.9,1989.6,1987.1,833.3,659.1,667.3,660.3,150.0,130.4,171.6,176.3,31.0,49.2,133.8,128.6,92.5,67.1,25.4,6956.8,5048.8,1908.0,7090.4,5145.7,1944.6
Villeta,85,20,122.4,132.0,1992.4,1994.4,1989.8,1989.2,770.5,659.1,674.7,675.9,131.0,126.8,139.7,140.3,5.0,97.8,43.9,43.2,60.1,32.8,27.3,4519.3,2466.2,2053.0,4606.1,2513.6,2092.5
San Antonio,67,24,190.9,292.5,1999.0,1999.0,1996.8,1996.9,468.3,620.1,446.0,416.0,142.0,148.4,200.8,189.4,21.0,37.6,176.2,200.7,97.7,55.1,42.6,7432.3,4165.5,3266.8,7575.0,4245.5,3329.5
Puerto Sara,51,16,52.9,53.4,1997.5,1994.1,1982.6,1982.4,712.4,616.8,666.4,669.6,151.0,146.7,160.1,160.5,38.0,42.7,172.8,151.1,28.1,23.5,4.6,2109.9,1768.2,341.8,2150.4,1802.1,348.3
Asuncion,17,10,13.9,19.3,1996.6,1992.3,1989.2,1985.0,315.7,546.2,532.3,606.4,78.0,118.5,150.5,157.5,28.0,268.6,368.9,334.8,18.8,6.9,11.9,1411.5,516.6,894.9,1438.6,526.5,912.1
Colonia Mariano Roque Alonso,10,6,8.1,8.9,2012.8,2012.0,2011.3,2011.2,334.2,349.5,379.1,365.5,64.0,68.7,54.1,49.7,16.5,165.8,50.1,40.9,4.5,3.4,1.1,337.2,255.7,81.5,343.7,260.6,83.1
Puerto La Victoria,4,2,1.5,1.7,2015.8,2015.5,2015.5,2015.6,411.5,498.9,438.8,406.7,160.0,527.5,522.2,409.1,4.0,4.0,3.6,3.2,1.7,1.7,0.0,130.5,129.8,0.6,133.0,132.3,0.6
Puerto Guarani,3,3,0.6,0.6,2000.3,2000.3,2009.0,2011.7,195.7,245.5,241.8,269.8,36.0,74.3,88.0,107.1,6.0,5.7,5.7,6.6,0.6,0.6,0.0,44.1,43.2,0.9,44.9,44.0,0.9
Fuerte Olimpo,1,1,0.1,0.0,1971.0,1971.0,1971.0,1971.0,127.6,127.6,127.6,127.6,84.0,84.0,84.0,84.0,9.0,9.0,9.0,9.0,0.1,0.1,0.0,9.3,8.9,0.5,9.5,9.0,0.5
Encarnacion,1,1,0.1,0.1,1971.0,1971.0,1971.0,1971.0,226.0,226.0,226.0,226.0,406.0,406.0,406.0,406.0,21.0,21.0,21.0,21.0,0.4,0.4,0.0,29.6,27.9,1.7,30.2,28.4,1.7
Calera Cue,1,1,0.1,0.1,1971.0,1971.0,1971.0,1971.0,280.3,280.3,280.3,280.3,65.0,65.0,65.0,65.0,6.0,6.0,6.0,6.0,0.2,0.2,0.0,12.8,12.4,0.3,13.0,12.7,0.3
Concepcion,1,1,0.4,0.6,2016.0,2016.0,2016.0,2016.0,555.7,555.7,555.7,555.7,202.0,202.0,202.0,202.0,5.0,5.0,5.0,5.0,0.4,0.4,0.0,32.9,32.7,0.2,33.6,33.3,0.2
