Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Argentina,275,31,198.7,240.9,1995.0,1995.2,1990.9,1988.8,314.0,393.9,399.9,428.5,58.0,90.5,102.0,108.5,10.0,12.6,15.7,17.7,141.3,131.4,9.9,10635.4,9891.4,744.0,10839.6,10081.3,758.3
Uruguay,83,16,176.1,161.3,1993.5,1991.4,1988.0,1986.7,929.5,892.5,859.6,849.9,103.0,180.2,185.4,182.1,49.0,64.0,73.2,76.5,94.4,79.2,15.2,7088.2,5948.7,1139.5,7224.2,6062.9,1161.4
Bolivia (Plurinational State of),10,3,3.1,3.6,2002.4,2000.7,2008.7,2012.0,411.0,473.8,442.0,436.4,75.5,96.8,100.3,96.7,23.0,32.5,26.0,22.4,2.6,2.2,0.4,195.8,166.2,29.6,199.6,169.4,30.2
Japan,5,2,36.7,45.7,1992.0,1995.0,2004.9,2003.6,751.0,1436.1,1535.1,1438.7,67.0,122.2,267.8,258.4,9.0,9.5,9.4,9.6,10.6,10.2,0.4,811.3,779.0,32.3,826.9,794.0,32.9
Singapore,4,1,1.2,1.2,1980.0,1980.0,1980.0,1980.0,98.9,98.9,88.2,88.2,54.5,54.5,198.5,198.5,1.5,1.5,3.1,3.1,0.6,0.5,0.0,42.0,40.7,1.3,42.8,41.5,1.3
Bahrain,4,1,0.2,0.0,2000.0,2000.0,2000.0,2000.0,410.7,410.7,370.8,370.8,72.0,72.0,225.1,225.1,59.0,59.0,318.4,318.4,2.7,1.1,1.6,201.5,83.0,118.5,205.4,84.6,120.8
Peru,3,3,2.6,2.6,2006.0,2006.0,2004.2,2000.9,625.3,713.6,719.0,698.7,71.0,130.7,148.2,130.3,7.0,8.7,9.9,11.1,2.1,2.0,0.2,162.1,150.8,11.3,165.3,153.7,11.5
Iran (Islamic Republic of),2,1,66.4,122.7,1999.0,1999.0,1999.0,1999.0,218.4,218.4,218.4,218.4,154.5,154.5,166.7,166.7,30.0,30.0,29.2,29.2,25.5,24.3,1.2,1978.6,1884.2,94.3,2016.5,1920.4,96.1
China,2,2,1.5,1.6,2015.0,2015.0,2011.9,2011.2,153.0,153.0,160.1,162.0,164.0,164.0,235.0,249.7,339.5,339.5,135.1,92.5,2.7,2.2,0.5,206.4,167.5,38.9,210.4,170.7,39.6
"Korea, Republic of",1,1,0.4,0.6,1980.0,1980.0,1980.0,1980.0,128.3,128.3,128.3,128.3,39.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,24.3,24.3,0.0,24.8,24.8,0.0
