Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Hedland,2730,997,891120.9,1717575.2,2011.7,2011.2,2012.1,2012.0,3434.2,3209.8,3435.1,3439.3,286.0,282.6,330.9,331.2,82.0,92.7,106.0,106.0,39524.5,37675.5,1849.0,3061468.9,2918289.5,143179.4,3120249.1,2974320.6,145928.4
Newcastle,1504,891,386907.3,718651.4,2009.7,2010.3,2009.7,2009.7,4537.9,4694.9,4812.6,4825.2,408.0,439.3,482.0,482.8,27.0,42.8,71.0,71.3,22664.7,21846.8,817.9,1755282.0,1691988.9,63293.1,1788983.4,1724475.1,64508.3
Port Walcott,1005,407,336986.1,651473.8,2010.9,2010.4,2011.1,2011.1,3461.8,3345.2,3378.7,3376.5,274.0,291.1,318.4,317.7,82.0,92.1,94.6,94.5,15510.0,14861.6,648.4,1201118.5,1150893.5,50225.0,1224180.0,1172990.7,51189.3
Hay Point,982,784,235760.1,444805.2,2011.0,2010.9,2010.8,2010.7,3866.2,4073.0,4087.8,4089.6,327.0,365.1,396.6,396.9,262.5,287.5,307.3,308.3,15035.0,13165.2,1869.8,1164602.3,1019767.1,144835.1,1186962.6,1039346.7,147616.0
Chermside,980,444,146244.6,167373.6,2008.4,2008.5,2008.5,2009.0,3814.9,3730.0,3533.9,3662.4,247.0,301.1,320.4,357.9,22.0,44.9,37.1,44.0,15887.4,15340.6,546.8,1230234.7,1187976.6,42258.1,1253855.2,1210785.7,43069.5
Dampier,954,565,265490.1,492070.8,2010.3,2010.3,2010.4,2010.3,3307.7,3021.6,3269.7,3262.7,286.0,284.3,319.4,318.1,63.0,77.9,80.0,78.5,13132.0,12535.8,596.2,994762.7,948858.9,45903.8,1013862.1,967077.0,46785.1
Gladstone,935,672,310275.0,413433.8,2011.7,2011.2,2011.5,2011.1,4076.2,4436.4,4898.8,4659.0,380.0,469.0,494.7,507.3,30.0,45.9,142.9,121.3,26228.6,24063.3,2165.4,1757021.8,1615668.4,141353.4,1790756.6,1646689.2,144067.4
Fremantle,609,307,77804.4,66654.8,2007.4,2007.8,2006.9,2007.3,2497.1,3121.7,2944.4,2814.9,173.0,243.9,227.8,220.7,20.0,42.2,39.9,33.4,8476.6,8238.5,238.1,655742.1,637553.1,18189.0,668332.3,649794.1,18538.2
Botany,491,192,88022.4,109078.5,2007.4,2008.4,2006.3,2006.9,4335.0,4200.8,4220.7,4256.0,270.0,316.1,346.9,363.6,33.0,40.5,49.8,48.6,11079.6,10716.9,362.7,856897.6,828880.0,28017.5,873350.0,844794.5,28555.5
Darwin,402,163,36356.0,27482.8,2006.1,2008.0,2008.0,2008.4,1977.3,2458.5,3067.0,2936.2,180.0,239.7,447.1,416.2,24.0,59.5,37.2,40.5,4098.0,3908.6,189.4,278522.6,263944.2,14578.4,283870.2,269011.9,14858.3
Withnell Bay,401,144,136624.1,106550.3,2005.9,2008.9,2005.3,2006.1,3639.5,3133.6,3845.5,3732.1,287.0,282.5,348.3,343.6,26.0,60.0,65.9,65.9,11947.2,11058.4,888.8,754968.2,692759.4,62208.8,769463.6,706060.3,63403.2
Port Melbourne,393,186,62041.0,73195.9,2006.7,2007.8,2007.1,2007.4,4671.4,4062.7,4238.2,4178.6,287.0,309.7,328.1,321.2,31.0,49.9,42.5,47.1,8232.1,7944.2,287.9,637261.7,615062.9,22198.8,649497.1,626872.1,22625.0
Townsville,351,224,29513.8,30355.9,2008.6,2009.8,2009.8,2011.1,3290.2,3509.7,3302.1,3293.0,244.0,298.1,314.9,361.5,41.0,63.5,50.8,72.3,2997.0,2838.0,159.1,231585.2,219456.2,12129.0,236031.6,223669.7,12361.9
Kwinana,349,288,42331.0,72833.6,2011.2,2011.0,2011.8,2011.8,2864.2,3517.2,3579.6,3590.4,300.0,356.1,455.8,459.4,84.0,114.4,122.9,124.7,4307.7,3648.9,658.8,333363.7,282418.7,50945.0,339764.3,287841.2,51923.1
Bunbury,306,253,35178.9,59275.6,2011.7,2011.6,2011.3,2011.5,3214.9,3314.0,3521.9,3503.2,283.0,296.9,373.7,373.9,83.0,99.0,101.9,100.4,2699.7,2547.0,152.7,208994.8,197207.6,11787.1,213007.5,200994.0,12013.4
Abbot Point,292,262,61986.6,116235.2,2010.4,2010.6,2010.1,2010.0,3799.9,3860.2,3871.9,3872.5,319.0,354.7,370.8,370.8,163.0,194.1,194.2,193.8,3925.5,3563.2,362.3,304079.3,276012.4,28067.0,309917.7,281311.8,28605.8
Geraldton,264,238,27025.7,48793.8,2010.7,2010.8,2010.8,2010.8,2531.3,2762.8,2862.3,2879.0,264.0,286.6,335.2,336.8,49.5,73.5,74.1,74.3,1999.2,1895.4,103.8,154768.7,146751.7,8017.0,157740.3,149569.3,8170.9
Weipa,261,138,40909.3,75000.1,2010.5,2011.0,2010.5,2010.5,3365.1,3073.5,3219.4,3219.3,312.0,312.6,328.7,328.5,32.0,36.5,32.7,32.6,2614.7,2568.9,45.8,202532.0,198986.6,3545.4,206420.6,202807.1,3613.4
Geelong,192,145,34093.2,58489.7,2009.2,2009.5,2008.3,2008.3,4590.5,4894.2,4826.3,4831.0,425.5,463.4,503.1,507.4,78.0,95.9,99.1,99.5,3271.2,2886.6,384.5,253130.4,223404.0,29726.5,257990.5,227693.3,30297.2
Barrow,177,70,75490.0,58011.8,2012.2,2012.6,2012.3,2012.4,3663.2,3981.6,3821.2,3759.9,268.0,316.7,350.1,349.5,24.0,41.6,82.1,81.7,6749.4,6169.2,580.2,422613.8,384472.6,38141.3,430728.0,391854.4,38873.6
South Trees,165,146,30596.2,51835.4,2011.2,2011.2,2011.6,2011.5,4026.4,4859.8,5108.6,5201.6,344.0,425.9,698.0,734.8,133.0,149.0,148.8,151.8,2614.7,2459.4,155.3,198576.6,186577.0,11999.6,202389.3,190159.2,12230.0
Cape Preston,164,51,32448.6,58152.8,2011.6,2011.5,2011.6,2011.6,3344.7,3185.2,3072.3,3073.2,288.0,288.5,294.8,294.9,153.0,153.0,153.8,153.8,1818.5,1646.5,172.0,140862.2,127539.2,13323.0,143566.8,129987.9,13578.8
Port Kembla,158,153,31597.0,54607.9,2011.0,2011.1,2010.7,2011.1,4624.6,4589.7,4875.4,4998.9,428.5,452.6,574.1,596.0,65.5,88.8,100.6,105.3,2213.8,2150.5,63.2,171399.3,166522.0,4877.3,174690.2,169719.2,4971.0
