Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,10988,3878,2758652.3,5190402.4,2010.9,2011.0,2011.0,2011.0,3664.8,3772.7,3717.6,3711.5,317.0,353.7,380.8,379.8,69.0,102.7,114.4,114.7,147159.7,139584.7,7574.9,11398078.8,10811601.9,586476.8,11616921.9,11019184.7,597737.2
Container,1622,321,231627.0,271148.7,2007.2,2006.8,2006.7,2006.8,2600.3,3238.8,3339.6,3321.5,198.5,207.7,249.9,249.2,23.0,33.1,32.5,32.1,31487.4,30777.7,709.6,2438290.3,2383566.8,54723.5,2485105.4,2429331.2,55774.2
Liquefied gas tanker,1025,233,444923.4,343714.9,2009.9,2010.3,2010.0,2010.4,3883.8,4533.0,4403.5,4404.8,289.0,352.6,414.1,413.9,26.0,45.4,113.7,114.8,42486.5,38931.7,3554.8,2636372.9,2401131.1,235241.8,2686991.2,2447232.8,239758.5
General cargo,923,313,41460.4,49033.0,2006.0,2007.9,2006.1,2007.5,2733.3,3720.1,3466.0,3484.8,238.0,339.5,387.8,394.0,41.0,93.4,110.3,97.8,6575.0,6251.4,323.6,506346.1,482017.7,24328.5,516068.0,491272.4,24795.6
Oil tanker,640,313,127918.5,228280.6,2009.7,2009.5,2009.9,2009.8,4146.0,4582.5,4570.7,4604.1,372.5,435.9,558.9,563.7,49.0,72.2,88.9,90.2,13446.8,11432.9,2013.9,1040983.0,885144.1,155838.9,1060969.8,902138.8,158831.0
Chemical tanker,507,231,48646.2,80286.2,2011.7,2011.2,2011.7,2011.7,3972.6,4408.3,4132.5,4144.9,331.0,388.3,447.2,448.8,34.0,55.5,63.9,64.2,6760.1,6276.3,483.7,521400.0,484076.1,37323.9,531410.9,493370.4,38040.5
Vehicle,460,241,94945.5,32332.3,2007.2,2007.1,2007.5,2007.3,3865.6,3570.4,3601.7,3565.1,239.0,231.4,274.5,279.8,12.0,15.8,16.6,17.0,5987.9,5911.7,76.2,463814.8,457912.9,5901.9,472720.1,466704.8,6015.2
Cruise,329,57,37406.6,3599.7,1999.0,2000.1,2000.8,2000.0,1314.5,1306.5,1415.5,1407.0,86.0,92.6,95.0,94.7,9.0,38.7,19.0,19.1,7980.3,7353.6,626.7,618016.5,569555.8,48460.7,629882.4,580491.3,49391.2
Service - tug,68,40,194.7,136.5,2004.7,2010.2,2012.1,2011.3,1286.6,2046.4,2050.6,1975.3,194.5,591.4,706.2,702.4,26.5,192.4,295.6,277.0,159.3,143.3,16.0,12013.1,10812.0,1201.1,12243.7,11019.6,1224.2
Service - other,54,24,478.6,373.2,2006.5,1998.9,1995.3,1996.1,477.3,3374.3,3196.3,3157.8,77.5,392.9,600.6,541.8,50.5,258.3,502.0,380.3,267.9,239.1,28.8,20524.2,18348.1,2176.1,20918.2,18700.3,2217.9
Offshore,46,35,3413.8,2647.2,2012.1,2011.7,2013.4,2013.5,2611.1,3666.7,3914.7,3962.2,288.5,481.1,467.7,438.0,53.0,486.8,259.4,215.8,662.9,555.7,107.2,47489.1,39407.5,8081.6,48400.9,40164.1,8236.7
Ro-Ro,10,8,159.7,98.6,2006.8,2009.8,2012.8,2012.3,2039.7,4054.8,4673.4,3987.1,453.0,610.5,494.4,536.4,106.5,593.2,205.7,295.7,133.3,89.0,44.3,10066.1,6742.9,3323.2,10259.4,6872.3,3387.0
Ferry-RoPax,8,7,204.8,55.3,1995.4,1994.3,1999.2,1998.2,778.5,4943.8,4509.0,4114.1,56.0,324.1,688.8,644.7,58.5,318.4,570.6,488.4,91.6,70.1,21.6,6966.7,5345.6,1621.2,7100.5,5448.2,1652.3
Miscellaneous - fishing,7,7,61.8,36.8,1997.1,1997.1,1996.7,1997.5,4494.6,5379.6,4660.4,4825.0,522.0,1191.4,1573.3,1610.9,44.0,50.1,35.3,36.1,40.1,39.5,0.6,3018.5,2976.1,42.4,3076.5,3033.3,43.2
Refrigerated bulk,5,4,66.5,71.9,1995.4,1999.5,2006.5,2006.5,3535.4,3465.5,3402.9,3402.6,303.0,355.2,389.1,388.9,50.0,72.1,90.3,90.2,39.6,34.8,4.8,3005.0,2647.7,357.3,3062.7,2698.6,364.1
Ferry-pax only,1,1,13.7,2.0,2017.0,2017.0,2017.0,2017.0,41794.1,41794.1,41794.1,41794.1,5384.0,5384.0,5384.0,5384.0,22.0,22.0,22.0,22.0,18.4,18.3,0.0,1379.3,1376.6,2.7,1405.8,1403.0,2.7
