Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Melbourne,2155,517,50237.4,48373.4,2004.8,2007.6,2006.2,2006.1,529.2,723.3,642.6,662.1,38.0,69.0,70.6,67.9,20.0,36.2,26.5,30.4,6097.0,5403.4,693.7,469285.7,415812.1,53473.6,478296.0,423795.7,54500.3
Botany,1125,342,29943.6,36043.7,2007.4,2008.0,2007.0,2007.3,581.8,665.0,616.7,618.4,42.0,70.1,71.0,77.4,27.0,43.8,31.7,31.7,4118.7,3500.9,617.8,318454.5,270818.4,47636.1,324568.8,276018.1,48550.7
Devonport,928,48,5384.2,2696.8,2001.5,2006.9,2001.8,2003.6,238.6,603.0,264.7,340.4,16.0,134.4,32.4,76.7,9.0,49.7,20.0,42.9,1493.1,1326.1,167.0,112888.6,100172.4,12716.2,115056.0,102095.7,12960.4
Chermside,849,464,25016.3,25075.1,2007.6,2007.8,2007.3,2007.5,571.3,798.5,721.9,860.5,42.0,102.6,142.4,216.0,24.0,39.0,37.1,49.4,2968.5,2585.3,383.2,229420.8,199896.7,29524.0,233825.6,203734.7,30090.9
Adelaide,711,332,31265.9,31033.9,2006.4,2008.0,2007.0,2007.5,723.9,951.6,1011.4,1064.9,76.0,81.2,93.0,100.0,24.0,47.6,47.7,61.7,3504.0,3123.4,380.6,271242.3,241823.4,29418.8,276450.1,246466.5,29983.7
Port Kembla,624,418,19342.5,17969.4,2007.7,2008.6,2008.3,2009.2,564.0,670.4,659.9,802.9,42.0,70.9,118.4,193.3,19.0,53.8,92.6,168.9,1433.5,1251.8,181.8,110857.9,96880.3,13977.7,112986.4,98740.4,14246.0
Melbourne,593,64,6664.1,2004.3,2000.2,2005.0,2000.1,2004.8,239.4,567.1,352.0,416.0,12.0,117.3,42.0,120.3,11.0,63.8,18.7,31.3,1801.7,1538.7,263.0,139003.0,118865.8,20137.2,141671.9,121148.0,20523.8
Fremantle,554,302,42574.2,37234.3,2006.6,2007.5,2006.7,2006.9,1460.1,1469.7,1619.5,1669.2,107.0,138.9,121.0,126.8,22.0,42.3,29.2,36.9,4744.0,4497.4,246.6,366797.0,347782.2,19014.8,373839.5,354459.6,19379.9
Withnell Bay,491,76,5054.0,5321.0,2011.1,2009.9,2009.0,2009.4,204.8,1119.8,1821.4,1955.0,23.0,156.2,888.8,834.4,18.0,92.7,50.5,58.2,939.1,834.8,104.3,66109.6,58245.7,7863.9,67378.9,59364.0,8014.9
Gladstone,461,234,23005.9,36374.1,2007.5,2010.0,2010.4,2010.2,755.7,1368.7,1467.7,1389.8,71.0,182.7,392.8,381.7,42.0,104.7,88.6,99.8,2332.3,2053.7,278.6,172589.1,151132.0,21457.2,175902.8,154033.7,21869.1
Newcastle,460,306,20892.0,36515.5,2008.6,2009.8,2009.8,2009.9,703.3,1332.4,1532.4,1711.2,72.0,220.2,637.3,677.5,39.5,83.9,104.2,109.1,1862.6,1655.7,207.0,143783.5,127951.5,15832.1,146544.2,130408.1,16136.0
