Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Prahovo,12,5,7.3,8.7,1965.2,1965.0,1964.5,1964.5,225.2,285.2,342.5,327.8,27.0,35.1,67.3,65.8,21.0,25.4,128.8,124.2,1.4,0.7,0.7,101.6,52.2,49.3,103.5,53.2,50.3
Smederevo,5,4,5.0,4.5,1974.2,1976.8,1980.4,1972.6,202.7,491.7,553.6,487.4,90.0,258.2,577.1,611.4,25.0,33.9,63.2,75.5,2.9,2.7,0.2,218.5,202.6,15.9,222.7,206.5,16.2
Vranje,1,1,22.9,11.4,1984.0,1984.0,1984.0,1984.0,3660.7,3660.7,3660.7,3660.7,335.0,335.0,335.0,335.0,88.0,88.0,88.0,88.0,5.2,4.2,1.1,394.0,312.0,82.0,401.5,318.0,83.5
Dobanovci,1,1,0.0,0.0,1975.0,1975.0,1975.0,1975.0,108.5,108.5,108.5,108.5,28.0,28.0,28.0,28.0,9.0,9.0,9.0,9.0,0.1,0.1,0.0,7.8,7.4,0.5,8.0,7.5,0.5
Veternik,1,1,0.2,0.3,1977.0,1977.0,1977.0,1977.0,99.4,99.4,99.4,99.4,147.0,147.0,147.0,147.0,20.0,20.0,20.0,20.0,0.1,0.1,0.0,8.9,8.2,0.7,9.1,8.4,0.7
Bresnica,1,1,3.3,1.3,1992.0,1992.0,1992.0,1992.0,516.0,516.0,516.0,516.0,31.0,31.0,31.0,31.0,9.0,9.0,9.0,9.0,1.5,1.2,0.3,114.2,88.5,25.7,116.4,90.2,26.2
Gnjilane,1,1,4.6,5.4,2008.0,2008.0,2008.0,2008.0,870.0,870.0,870.0,870.0,102.0,102.0,102.0,102.0,18.0,18.0,18.0,18.0,0.6,0.5,0.1,49.3,41.9,7.4,50.2,42.7,7.5
Dimitrovgrad,1,1,3.6,4.7,2016.0,2016.0,2016.0,2016.0,356.2,356.2,356.2,356.2,26.0,26.0,26.0,26.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,75.9,73.2,2.7,77.3,74.6,2.7
Backa Palanka,1,1,0.0,0.0,2018.0,2018.0,2018.0,2018.0,330.8,330.8,330.8,330.8,26.0,26.0,26.0,26.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,9.1,8.9,0.1,9.2,9.1,0.1
Novi Sad,1,1,0.0,0.0,2018.0,2018.0,2018.0,2018.0,50.4,50.4,50.4,50.4,11.0,11.0,11.0,11.0,37.0,37.0,37.0,37.0,0.1,0.0,0.1,7.3,2.5,4.8,7.4,2.5,4.9
