Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,182,62,1606.0,2326.5,1985.7,1985.8,1988.9,1989.3,1370.7,1378.4,1499.5,1525.3,152.0,233.0,284.3,292.0,153.5,289.0,312.4,308.7,430.3,280.8,149.5,32723.4,21491.3,11232.1,33351.7,21903.9,11447.8
Container,173,30,3775.0,4686.0,1999.9,1998.4,1999.6,1999.5,784.2,972.7,1085.7,1063.0,73.0,97.1,133.4,131.7,56.0,62.8,58.1,58.0,824.5,703.8,120.7,63534.5,54356.6,9177.9,64754.4,55400.2,9354.2
Bulk carrier,52,21,665.1,1043.0,1989.9,1996.8,1994.9,1995.5,1335.6,1169.4,1151.3,1142.3,168.0,204.0,235.0,235.9,207.5,173.0,204.9,203.8,112.5,88.1,24.3,8622.4,6788.2,1834.2,8787.9,6918.5,1869.4
Oil tanker,38,18,438.4,683.0,1990.6,1990.7,1993.2,1992.9,1534.1,1706.2,1875.7,1877.7,226.5,362.1,521.3,522.6,208.5,318.7,185.9,187.5,234.6,95.6,138.9,17837.3,7292.9,10544.4,18179.8,7433.0,10746.8
Chemical tanker,25,17,327.2,527.3,1999.4,2001.6,2004.2,2003.7,1826.5,1654.7,1789.5,1788.9,191.0,267.2,267.3,266.0,123.0,171.0,132.9,135.7,140.4,77.1,63.3,10693.5,5917.4,4776.1,10898.8,6031.0,4867.8
Ro-Ro,22,5,63.7,41.2,1982.8,1988.6,1983.0,1984.0,416.8,734.5,576.9,591.6,73.5,97.4,99.6,110.4,19.0,45.1,35.7,38.9,25.6,13.6,12.0,1934.2,1035.1,899.1,1971.3,1054.9,916.4
Ferry-pax only,14,1,0.4,0.1,1981.0,1981.0,1981.0,1981.0,156.7,156.7,160.2,160.2,15.5,15.5,17.2,17.2,45.5,45.5,49.2,49.2,1.6,0.4,1.1,116.8,30.7,86.1,119.0,31.3,87.7
Yacht,7,1,1.3,2.2,1964.0,1964.0,1964.0,1964.0,215.5,215.5,245.9,245.9,66.0,66.0,329.1,329.1,91.0,91.0,321.3,321.3,1.1,1.0,0.0,81.4,78.5,2.9,83.0,80.0,2.9
Service - tug,6,6,43.1,47.1,1999.8,1999.8,1990.4,1987.9,1934.6,8734.8,10740.4,14045.8,375.5,911.5,2402.4,2574.6,61.5,250.5,41.3,36.3,85.3,83.3,2.0,6403.8,6252.2,151.6,6526.8,6372.2,154.6
Miscellaneous - fishing,1,1,1.6,0.9,1973.0,1973.0,1973.0,1973.0,2314.5,2314.5,2314.5,2314.5,56.0,56.0,56.0,56.0,3590.0,3590.0,3590.0,3590.0,7.1,0.4,6.8,534.2,27.4,506.9,544.5,27.9,516.6
Service - other,1,1,1.4,0.6,1981.0,1981.0,1981.0,1981.0,1102.2,1102.2,1102.2,1102.2,188.0,188.0,188.0,188.0,18.0,18.0,18.0,18.0,0.9,0.9,0.0,68.1,64.9,3.2,69.4,66.2,3.2
