Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,2874,1414,9473.9,13806.0,1996.8,2000.7,2005.5,2005.5,240.7,277.5,273.5,276.6,31.0,42.6,51.3,53.5,51.0,108.4,118.7,130.7,2855.0,1254.2,1600.8,219040.5,96261.5,122779.0,223246.1,98109.8,125136.4
Russian Federation,671,380,4055.6,6626.6,1996.8,1998.3,2004.3,2004.9,412.4,474.0,490.9,495.2,55.0,84.9,127.7,133.9,40.0,84.5,95.7,98.8,1143.7,635.5,508.1,87738.0,48764.3,38973.7,89422.6,49700.6,39722.0
Ukraine,435,223,1980.1,2431.8,1995.7,1994.9,2002.1,2002.4,204.9,332.5,245.4,249.6,21.0,102.5,180.1,217.9,23.0,77.2,55.7,61.1,433.2,307.4,125.8,33124.1,23552.5,9571.6,33760.1,24004.7,9755.4
Bulgaria,335,235,508.6,769.7,1995.5,1995.7,2002.5,2002.9,135.1,185.0,204.7,221.4,19.0,51.7,126.6,133.6,34.0,107.8,150.4,162.7,276.2,104.2,172.0,21030.9,7952.6,13078.3,21434.6,8105.2,13329.4
Greece,91,78,446.6,617.7,1997.8,1997.7,2002.1,2001.4,596.7,618.9,581.1,576.8,67.0,78.6,80.5,79.0,44.0,121.9,194.2,203.8,128.1,76.3,51.8,9805.9,5847.8,3958.1,9994.2,5960.1,4034.1
Georgia,81,52,501.9,666.9,2002.7,2004.1,2003.2,2004.7,582.3,640.3,608.2,610.6,65.0,195.5,86.5,83.4,27.0,55.9,34.2,36.2,121.5,97.8,23.7,9249.1,7461.5,1787.7,9426.7,7604.7,1822.0
"Moldova, Republic of",78,41,27.2,35.1,1985.8,1990.0,1987.7,1988.2,151.0,151.9,130.4,127.1,24.0,64.2,116.6,121.1,20.5,136.0,120.6,106.7,16.3,10.5,5.8,1229.1,792.1,437.0,1252.7,807.3,445.3
Italy,28,28,626.8,1025.8,2001.0,2001.0,2006.7,2007.0,1432.1,1370.3,1364.3,1375.6,137.0,145.0,134.6,134.7,109.0,165.2,176.1,160.3,82.9,60.0,23.0,6382.4,4622.4,1760.0,6505.0,4711.2,1793.8
Egypt,28,28,635.2,1049.7,2002.0,2002.0,2007.4,2007.4,1026.1,1036.9,1050.1,1060.1,123.5,207.7,282.9,304.0,118.0,138.4,150.7,158.6,90.5,69.9,20.6,6986.6,5406.5,1580.1,7120.7,5510.3,1610.5
Algeria,21,5,656.8,822.6,2009.3,2008.2,2009.2,2009.2,1765.5,1696.2,1735.3,1733.7,139.0,160.1,196.7,196.3,24.0,38.4,26.1,26.7,131.1,125.4,5.7,10058.9,9627.4,431.5,10252.0,9812.2,439.8
