Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tulcea,339,194,60.5,88.5,1992.5,1993.0,1992.4,1992.1,50.9,71.6,61.1,61.8,7.0,31.1,43.8,45.3,14.0,40.3,41.1,40.6,55.4,27.4,27.9,4170.4,2071.3,2099.1,4250.5,2111.1,2139.4
Galati,281,175,125.8,160.7,1992.7,1994.2,1993.0,1990.8,91.7,189.1,151.4,138.1,13.0,23.6,48.7,38.7,82.0,160.2,210.0,155.3,103.9,26.2,77.7,7816.2,1979.5,5836.7,7966.3,2017.5,5948.8
Constanta,262,57,230.9,326.0,1999.7,1996.6,1990.4,1988.6,101.6,391.8,309.7,410.4,30.5,178.0,509.7,565.6,29.0,212.7,150.5,152.0,144.6,104.9,39.7,10950.9,7968.0,2983.0,11161.2,8120.9,3040.2
Sfantu Gheorghe,213,28,89.3,108.3,2001.5,1992.5,2001.1,2003.2,71.0,169.0,165.2,196.4,9.0,31.9,91.0,65.3,12.0,21.0,21.1,20.3,37.8,29.8,8.0,2842.9,2240.7,602.3,2897.5,2283.7,613.8
Braila,139,95,52.3,78.6,1989.0,1990.5,1989.3,1989.2,100.6,113.2,119.3,119.5,14.0,21.7,28.0,27.9,97.0,181.3,169.6,153.2,48.1,14.1,34.0,3623.5,1069.0,2554.5,3693.0,1089.5,2603.6
Sulina,127,78,49.7,62.2,1991.9,1992.4,1992.6,1992.7,103.9,180.7,136.4,129.2,14.0,100.8,212.5,131.8,7.0,22.1,21.1,17.6,36.8,26.3,10.5,2774.0,1985.7,788.3,2827.3,2023.8,803.4
Mangalia,63,22,6.3,3.6,1988.6,1991.2,1996.2,1992.8,113.6,272.5,131.8,81.8,92.0,265.8,405.1,522.0,17.0,169.2,164.0,142.0,30.1,18.6,11.5,2260.5,1398.7,861.8,2303.9,1425.6,878.3
Midia,55,24,189.4,346.7,1991.7,1993.0,2007.7,2008.9,93.3,345.5,886.3,1018.0,68.0,203.8,331.5,333.0,14.0,76.0,35.1,33.7,44.0,36.0,8.0,3350.2,2750.4,599.8,3414.5,2803.2,611.3
Agigea,51,24,18.0,14.4,1989.3,1994.4,1988.0,1988.6,173.2,187.8,396.3,342.1,63.0,341.2,1405.1,1279.9,35.0,248.1,1527.8,1399.7,36.7,26.1,10.7,2769.8,1969.1,800.7,2823.0,2006.9,816.1
Isaccea,21,20,11.8,17.3,1984.6,1984.9,1984.8,1984.7,113.6,221.0,205.8,208.7,13.0,47.6,24.1,24.8,11.0,35.0,67.3,68.1,5.6,1.4,4.1,421.5,108.0,313.5,429.6,110.1,319.5
Chiscani,15,5,8.7,12.6,1971.7,1968.2,1964.0,1963.7,225.0,310.1,569.8,591.9,64.0,73.2,157.9,158.6,8.0,8.4,141.4,180.3,3.3,2.5,0.8,250.6,188.2,62.4,255.4,191.8,63.6
Bechet,10,3,7.7,9.2,1965.4,1964.7,1965.1,1965.1,441.9,346.7,435.8,412.6,127.5,115.3,173.4,169.4,41.5,68.8,51.6,52.7,1.6,1.3,0.3,121.2,95.6,25.6,123.5,97.4,26.1
Harsova,7,4,2.0,2.6,1980.3,1984.0,1985.7,1987.5,82.1,106.6,166.3,172.3,12.0,13.1,31.7,30.9,7.0,8.1,7.1,7.3,0.6,0.4,0.1,43.0,32.1,10.8,43.8,32.7,11.1
Medgidia,6,1,0.3,0.2,1980.0,1980.0,1980.0,1980.0,352.7,352.7,420.2,420.2,84.5,84.5,115.1,115.1,8.0,8.0,14.9,14.9,1.9,1.7,0.3,145.0,125.6,19.4,147.7,128.0,19.8
Fetesti,4,3,1.1,1.6,1964.2,1964.7,1965.0,1964.8,133.8,182.0,154.6,140.0,26.5,30.8,32.6,30.8,11.5,10.7,10.2,10.5,0.3,0.2,0.0,20.1,17.9,2.2,20.5,18.2,2.3
Eforie Sud,3,3,7.0,12.7,2001.3,2001.3,2005.7,2005.7,113.9,93.4,100.3,101.2,51.0,56.0,99.4,99.9,3.0,30.3,79.9,80.5,2.4,1.4,0.9,182.8,111.6,71.2,186.3,113.7,72.5
Orsova,2,2,0.4,0.5,1965.5,1965.5,1965.4,1965.5,122.0,122.0,121.9,122.0,52.0,52.0,52.4,51.9,12.0,12.0,12.0,12.0,0.1,0.1,0.0,8.1,7.1,1.0,8.3,7.3,1.0
Macin,1,1,0.0,0.0,1980.0,1980.0,1980.0,1980.0,135.5,135.5,135.5,135.5,22.0,22.0,22.0,22.0,6.0,6.0,6.0,6.0,0.1,0.1,0.0,5.8,4.5,1.3,5.9,4.6,1.3
