Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Constanta,2864,1483,18503.7,27936.7,1999.0,2001.4,2006.5,2006.8,239.1,403.9,404.5,433.7,31.0,61.3,158.3,179.1,59.0,117.3,106.3,115.4,4083.1,2219.4,1863.7,313592.7,170709.5,142883.2,319613.7,173987.1,145626.6
Sulina,732,377,956.5,1405.7,1991.9,1993.9,1993.6,1993.7,291.6,327.8,348.6,347.0,35.0,63.6,216.8,207.3,8.0,10.9,16.0,16.0,288.7,261.7,27.0,21968.7,19933.9,2034.8,22390.5,20316.7,2073.9
Midia,592,287,2782.7,4504.7,1995.8,1998.6,2004.8,2005.3,255.5,369.0,413.7,416.2,50.0,78.4,111.6,111.0,38.5,166.6,118.2,117.0,898.9,482.0,416.9,68731.7,36968.1,31763.6,70051.3,37677.9,32373.4
Agigea,256,200,315.1,437.5,1994.7,1995.4,2000.3,2000.3,227.8,288.4,313.0,311.3,37.5,62.9,87.0,88.7,59.0,88.9,111.7,117.4,122.9,75.8,47.1,9318.1,5772.7,3545.4,9497.1,5883.6,3613.5
Mangalia,82,68,430.6,674.9,1999.5,1999.5,2003.8,2003.9,237.0,489.0,388.1,389.4,29.0,192.6,372.7,402.2,54.0,205.7,423.2,448.2,283.2,73.5,209.7,21810.2,5610.9,16199.3,22228.9,5718.6,16510.3
Tulcea,67,57,45.2,62.3,1989.7,1990.4,1994.3,1994.6,114.2,232.2,219.7,216.8,38.0,58.0,78.1,75.8,16.0,29.2,50.8,45.0,20.5,16.6,3.8,1545.8,1258.0,287.9,1575.5,1282.1,293.4
Galati,54,34,66.8,89.3,1983.5,1988.6,1995.8,1995.9,338.8,465.4,326.9,365.5,35.0,58.6,202.3,213.9,56.0,120.7,108.1,88.1,28.1,16.0,12.1,2119.9,1208.9,911.0,2160.6,1232.1,928.5
Sfantu Gheorghe,47,43,75.3,95.6,1989.6,1989.2,1992.4,1992.6,278.4,292.9,285.4,288.2,35.0,62.8,68.5,65.2,12.0,20.8,18.9,18.9,17.5,14.7,2.8,1327.3,1117.0,210.3,1352.8,1138.5,214.3
Braila,17,17,26.5,40.6,1992.5,1992.5,1995.9,1995.8,423.0,503.7,514.1,515.9,56.0,57.9,73.2,72.2,93.0,310.8,218.8,185.6,13.2,5.2,8.0,998.4,393.6,604.8,1017.6,401.1,616.4
Chiscani,13,6,4.0,5.8,1966.4,1968.5,1965.0,1964.7,159.2,180.4,196.8,207.3,57.0,154.7,94.2,93.5,11.0,16.8,21.8,24.1,1.8,1.6,0.3,137.3,118.4,18.9,139.9,120.7,19.3
Bechet,11,6,7.1,9.8,1969.0,1972.3,1987.9,1989.8,153.3,433.9,351.8,358.9,24.0,48.5,102.2,108.1,11.0,23.7,19.6,18.3,1.8,1.4,0.3,132.8,107.4,25.5,135.4,109.4,26.0
Isaccea,7,6,8.4,11.8,1998.9,1996.5,2006.2,2006.3,237.8,331.4,327.8,340.8,17.0,202.2,209.9,211.9,26.0,27.7,46.3,46.0,3.9,2.5,1.4,296.2,189.3,106.8,301.9,193.0,108.9
Orsova,5,4,0.9,1.1,1976.0,1979.0,1965.7,1965.4,112.0,124.4,131.7,131.5,11.0,29.0,39.0,40.6,9.0,8.1,14.9,14.7,0.3,0.2,0.1,24.2,18.5,5.7,24.6,18.8,5.8
Fetesti,3,2,1.4,1.7,1966.0,1965.5,1966.1,1966.2,260.2,262.0,273.8,275.5,38.0,51.0,61.8,62.5,34.0,29.8,29.3,29.2,0.4,0.4,0.0,33.1,30.2,2.9,33.7,30.8,2.9
Eforie Sud,3,3,20.3,22.9,2005.0,2005.0,2014.7,2015.1,272.9,275.0,203.2,199.3,40.0,79.7,31.0,23.7,4.0,28.0,5.4,1.7,2.3,2.2,0.1,178.9,168.3,10.6,182.3,171.5,10.8
Harsova,2,1,1.5,1.8,1967.0,1967.0,1967.0,1967.0,443.6,443.6,443.6,443.6,61.5,61.5,64.8,64.8,5.5,5.5,5.1,5.1,0.4,0.4,0.0,29.7,27.4,2.4,30.3,27.9,2.4
Macin,1,1,0.2,0.3,1964.0,1964.0,1964.0,1964.0,120.9,120.9,120.9,120.9,31.0,31.0,31.0,31.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,3.2,2.3,0.9,3.3,2.4,0.9
Bazias,1,1,0.4,0.5,1964.0,1964.0,1964.0,1964.0,213.1,213.1,213.1,213.1,49.0,49.0,49.0,49.0,4.0,4.0,4.0,4.0,0.1,0.1,0.0,5.4,4.4,1.0,5.5,4.5,1.0
Ovidiu,1,1,0.0,0.0,1980.0,1980.0,1980.0,1980.0,361.4,361.4,361.4,361.4,118.0,118.0,118.0,118.0,21.0,21.0,21.0,21.0,0.1,0.1,0.0,10.6,9.0,1.6,10.8,9.1,1.6
Cernavoda,1,1,0.5,0.6,1967.0,1967.0,1967.0,1967.0,299.2,299.2,299.2,299.2,43.0,43.0,43.0,43.0,6.0,6.0,6.0,6.0,0.1,0.1,0.0,9.4,8.5,0.8,9.5,8.7,0.9
