Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Constanta,2810,1467,26174.3,40223.1,1999.3,2001.7,2006.8,2007.1,265.4,634.5,573.9,628.0,43.0,106.1,222.0,236.2,21.0,61.9,86.2,90.7,4238.3,3423.9,814.5,325732.5,263678.6,62053.9,331986.5,268741.2,63245.3
Midia,595,288,3518.0,5482.2,1995.9,1998.6,2003.2,2004.6,459.9,494.1,509.7,492.3,59.0,116.1,132.5,128.3,25.0,74.3,88.3,84.8,861.6,570.0,291.6,65827.2,43589.8,22237.4,67091.1,44426.8,22664.3
Sulina,409,222,498.4,793.7,1990.9,1993.4,2000.2,2001.5,87.8,233.8,300.0,325.5,12.0,33.2,293.5,322.1,112.0,202.2,172.0,168.9,217.6,64.2,153.3,16438.4,4902.9,11535.5,16754.1,4997.0,11757.0
Tulcea,277,193,420.4,607.2,1992.6,1992.9,1992.5,1992.3,329.2,490.7,476.4,470.4,49.0,66.4,106.7,99.7,22.0,67.8,81.7,78.9,166.1,127.0,39.1,12601.8,9662.3,2939.5,12843.8,9847.8,2996.0
Agigea,253,202,808.8,1170.7,1995.1,1995.8,2004.9,2005.4,233.8,430.3,809.2,838.4,42.0,71.1,342.6,377.7,21.0,58.0,38.0,36.7,174.0,138.3,35.7,13284.1,10583.2,2701.0,13539.2,10786.3,2752.8
Galati,179,112,333.4,419.6,1991.0,1993.9,1998.6,1997.2,367.6,445.1,562.2,529.5,54.0,76.9,83.4,84.1,25.0,48.6,52.2,53.4,110.0,85.6,24.4,8366.5,6513.7,1852.7,8527.1,6638.8,1888.3
Mangalia,77,63,1021.8,1708.3,1999.0,1999.4,2007.1,2007.5,376.2,634.8,946.2,1010.9,55.0,188.6,533.3,555.1,29.0,78.4,51.6,51.6,236.7,191.4,45.3,18207.4,14769.9,3437.5,18557.0,15053.5,3503.5
Braila,60,52,105.7,157.6,1990.7,1990.8,1992.5,1992.2,363.3,538.8,535.4,536.6,55.5,122.4,149.0,145.6,13.0,115.2,106.3,92.6,53.6,37.6,16.1,4068.5,2861.8,1206.7,4146.6,2916.7,1229.9
Sfantu Gheorghe,55,45,93.0,141.4,1989.7,1990.5,1999.2,2000.8,186.9,274.3,330.7,357.6,28.0,53.1,72.7,72.8,38.0,106.5,106.4,108.9,24.4,12.8,11.6,1850.2,973.8,876.4,1885.7,992.5,893.2
Isaccea,25,21,48.2,70.3,1988.0,1987.9,1995.7,1995.9,352.8,557.0,606.7,630.0,54.0,103.9,188.6,192.7,20.0,56.4,74.0,78.2,19.7,14.0,5.7,1490.7,1063.0,427.7,1519.3,1083.4,436.0
Bechet,13,5,6.9,8.5,1968.8,1973.4,1965.8,1965.9,180.4,213.4,294.6,280.4,19.0,21.4,35.3,34.6,19.0,36.6,146.3,139.8,1.3,0.5,0.8,99.3,37.7,61.6,101.2,38.4,62.8
Chiscani,12,5,7.8,10.4,1965.8,1967.2,1964.5,1964.4,252.5,248.6,391.9,397.4,71.0,71.1,361.3,332.6,10.5,898.3,58.8,52.7,5.5,2.0,3.4,410.0,153.5,256.4,417.8,156.5,261.4
Fetesti,5,4,2.9,3.7,1965.0,1964.5,1964.6,1964.5,272.9,340.7,321.5,312.3,65.0,79.2,92.0,89.6,3.0,10.6,13.7,12.4,0.6,0.6,0.1,48.4,43.8,4.6,49.3,44.6,4.7
Harsova,3,2,2.1,2.9,1982.3,1990.0,1995.0,1996.7,281.4,264.7,267.3,268.6,27.0,38.5,39.5,38.3,116.0,95.2,106.5,107.4,2.0,0.4,1.6,152.2,31.6,120.6,155.1,32.2,122.9
Eforie Sud,3,3,55.7,101.6,2001.3,2001.3,2005.0,2005.0,84.8,372.5,888.0,934.2,25.0,82.0,213.4,214.5,77.0,74.3,138.4,138.7,14.3,5.8,8.5,1107.6,448.9,658.7,1128.8,457.5,671.4
Orsova,2,2,0.6,0.7,1965.5,1965.5,1965.2,1965.2,172.8,172.8,174.6,173.3,40.0,40.0,38.2,38.5,22.0,22.0,20.4,20.7,0.2,0.1,0.0,12.4,9.5,2.9,12.6,9.7,2.9
Bazias,1,1,0.5,0.6,1964.0,1964.0,1964.0,1964.0,260.0,260.0,260.0,260.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,0.1,0.1,0.0,9.4,6.1,3.2,9.6,6.3,3.3
Cernavoda,1,1,0.2,0.3,1967.0,1967.0,1967.0,1967.0,124.3,124.3,124.3,124.3,15.0,15.0,15.0,15.0,5.0,5.0,5.0,5.0,0.1,0.0,0.0,3.9,3.2,0.7,4.0,3.3,0.7
