Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2609,928,5011.9,6710.3,1990.3,1994.6,1996.4,1996.9,304.6,437.9,495.3,482.6,45.0,73.1,170.5,173.0,31.0,79.3,83.2,81.4,1449.5,1041.6,407.9,110065.6,79366.1,30699.6,112178.9,80889.9,31289.0
Bulk carrier,661,508,15336.1,26287.5,2003.7,2006.0,2008.3,2008.4,302.6,966.9,971.4,971.6,54.0,140.7,298.8,298.9,22.0,79.0,113.7,113.7,1682.7,1453.2,229.5,129909.6,112288.4,17621.3,132403.9,114444.3,17959.6
Container,556,97,4493.2,5425.3,2004.2,2003.2,2005.2,2005.0,222.4,310.0,260.5,261.3,27.0,53.9,44.9,45.5,18.5,31.7,40.7,40.2,852.6,622.4,230.2,65522.3,47930.2,17592.1,66780.3,48850.4,17929.9
Chemical tanker,472,232,2303.5,3610.6,2006.4,2007.3,2007.4,2007.4,307.4,452.1,488.8,492.5,44.0,99.0,184.1,186.9,22.0,66.1,81.0,84.2,943.3,658.1,285.2,72308.2,50618.6,21689.7,73696.5,51590.4,22106.1
Oil tanker,227,128,4259.6,7746.1,2006.2,2007.4,2007.9,2007.9,459.8,531.1,582.7,583.2,76.0,133.1,221.2,221.2,27.0,52.8,40.6,40.3,789.9,603.4,186.4,60839.1,46562.2,14276.9,62007.2,47456.2,14551.0
Vehicle,87,17,915.7,290.2,2002.4,2006.2,2005.7,2005.2,250.3,470.2,356.3,362.4,32.0,58.4,73.4,77.1,11.0,12.4,15.0,15.3,91.6,79.7,12.0,7063.6,6143.3,920.3,7199.2,6261.3,938.0
Service - tug,68,40,44.8,38.5,1996.0,1998.1,1996.4,1992.7,373.9,770.9,1027.9,1204.7,72.0,306.2,557.5,505.8,18.0,188.6,131.9,69.4,70.5,60.0,10.6,5310.3,4517.5,792.7,5412.2,4604.3,807.9
Liquefied gas tanker,55,20,297.9,329.3,2005.0,2008.0,2010.0,2009.8,384.7,774.2,746.9,751.7,32.0,123.6,195.7,196.8,25.0,73.9,103.9,100.7,128.5,65.6,62.9,9762.8,5025.2,4737.6,9950.2,5121.7,4828.6
Offshore,23,9,75.7,97.5,2006.6,2003.9,2013.1,2013.1,253.4,1182.5,1290.8,1301.4,50.0,265.5,624.7,596.4,82.0,116.4,243.3,252.0,41.7,31.9,9.7,3127.4,2396.6,730.8,3187.4,2442.6,744.8
Service - other,9,8,16.1,5.2,2008.8,2007.6,2011.0,1995.4,1223.5,976.1,996.8,875.3,152.0,220.2,198.7,366.4,41.0,299.0,135.4,360.9,15.3,10.5,4.8,1150.9,789.8,361.1,1172.9,804.9,368.0
Ro-Ro,6,5,116.5,67.2,1995.5,1995.6,1999.6,1999.6,574.7,1175.4,1347.2,1339.3,74.5,130.4,201.7,203.5,27.5,123.9,32.4,39.9,32.6,25.0,7.5,2513.0,1932.4,580.5,2561.2,1969.5,591.7
Miscellaneous - fishing,5,2,7.3,6.6,1994.0,2003.0,2003.2,1993.0,474.0,797.1,614.2,463.6,50.0,76.8,91.8,82.7,33.0,35.5,35.2,37.3,4.6,4.3,0.4,348.3,319.6,28.7,355.0,325.8,29.2
Ferry-RoPax,1,1,16.5,5.5,1988.0,1988.0,1988.0,1988.0,684.0,684.0,684.0,684.0,65.0,65.0,65.0,65.0,39.0,39.0,39.0,39.0,3.4,2.6,0.8,261.4,199.5,61.9,266.4,203.3,63.1
Other liquids tankers,1,1,204.0,283.2,2014.0,2014.0,2014.0,2014.0,7223.5,7223.5,7223.5,7223.5,654.0,654.0,654.0,654.0,215.0,215.0,215.0,215.0,19.9,16.1,3.8,1528.0,1244.1,283.9,1557.3,1268.0,289.4
