Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2596,921,3475.0,4739.9,1990.3,1994.5,1995.0,1995.1,258.4,342.7,345.1,342.3,36.0,52.4,92.4,91.1,41.0,79.9,83.9,83.8,1110.4,744.5,365.9,84201.5,56718.4,27483.2,85818.2,57807.4,28010.8
Bulk carrier,666,510,8738.1,15359.7,2003.9,2006.3,2007.8,2008.0,239.2,483.4,543.1,556.8,29.0,66.0,238.6,247.0,126.5,163.7,148.3,148.0,1092.0,698.2,393.9,84242.1,53983.4,30258.6,85859.5,55019.9,30839.6
Container,553,97,4930.9,5971.2,2004.1,2003.2,2006.5,2006.4,222.8,298.9,288.0,289.8,23.0,32.2,59.5,60.2,23.0,65.8,49.9,51.3,986.1,677.6,308.5,75790.6,52216.4,23574.2,77245.8,53219.0,24026.8
Chemical tanker,468,225,1707.7,2658.4,2006.3,2007.3,2007.2,2007.1,268.0,362.3,371.8,372.5,39.0,55.0,81.4,81.5,38.0,97.6,133.4,138.9,948.7,400.7,548.0,72738.1,30702.8,42035.3,74134.7,31292.3,42842.4
Oil tanker,226,128,3305.8,6012.5,2006.0,2007.1,2007.6,2007.6,388.8,467.9,462.4,463.4,52.0,111.1,185.9,177.1,36.0,118.5,123.6,125.2,1289.1,452.3,836.8,99372.4,34728.2,64644.2,101280.4,35395.0,65885.4
Vehicle,87,17,794.2,250.8,2002.4,2006.2,2006.4,2005.9,249.2,254.5,309.1,313.2,25.0,27.8,46.8,47.8,40.0,44.6,51.5,50.6,95.0,62.4,32.6,7326.6,4813.7,2512.9,7467.2,4906.1,2561.1
Service - tug,66,39,18.7,14.4,1993.3,1993.0,1993.7,1990.3,303.7,443.3,488.1,508.8,57.0,287.6,633.3,475.3,19.0,297.7,214.6,183.6,47.9,37.5,10.4,3599.7,2816.5,783.2,3668.8,2870.6,798.3
Liquefied gas tanker,53,20,190.0,206.2,2005.1,2008.0,2010.0,2010.0,375.0,535.9,490.0,484.0,33.0,80.7,153.7,150.3,62.0,92.8,112.9,114.0,128.7,48.7,80.1,9748.2,3731.6,6016.6,9935.4,3803.3,6132.1
Offshore,22,9,20.3,24.2,2005.4,2001.7,2010.7,2011.9,138.0,383.7,347.4,339.8,73.0,152.6,198.3,194.7,39.5,194.2,254.8,287.2,20.3,13.7,6.6,1525.8,1032.3,493.5,1555.1,1052.1,503.0
Service - other,9,8,23.6,33.9,2000.7,2003.0,1988.5,1984.7,569.4,1722.7,1414.6,2677.8,47.0,1114.1,5355.5,6451.8,53.0,157.8,119.2,58.7,26.7,23.9,2.7,2003.3,1797.2,206.0,2041.7,1831.7,210.0
Ro-Ro,7,6,29.2,17.6,1994.6,1994.5,1996.9,1997.2,228.2,357.0,323.0,324.5,43.0,114.0,74.4,82.1,39.0,84.8,38.0,50.0,16.1,12.1,4.0,1238.6,937.9,300.7,1262.3,955.9,306.5
Miscellaneous - fishing,4,1,2.9,4.4,1988.0,1988.0,1988.0,1988.0,409.6,409.6,336.5,336.5,53.0,53.0,50.5,50.5,48.5,48.5,56.7,56.7,1.5,1.2,0.3,109.0,86.5,22.5,111.1,88.1,23.0
Ferry-RoPax,1,1,4.2,1.4,1988.0,1988.0,1988.0,1988.0,175.7,175.7,175.7,175.7,15.0,15.0,15.0,15.0,26.0,26.0,26.0,26.0,1.3,0.8,0.5,98.5,57.5,41.0,100.4,58.6,41.8
Other liquids tankers,1,1,6.5,9.0,2014.0,2014.0,2014.0,2014.0,229.9,229.9,229.9,229.9,24.0,24.0,24.0,24.0,180.0,180.0,180.0,180.0,3.6,0.4,3.2,279.0,33.8,245.2,284.3,34.4,249.9
