Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sulina,446,258,172.2,248.2,1992.6,1993.5,1990.5,1990.4,92.8,116.3,121.7,121.1,13.0,23.2,33.5,33.8,81.0,117.1,143.2,130.7,136.3,37.1,99.2,10268.6,2813.6,7455.0,10465.7,2867.6,7598.1
Constanta,324,92,421.6,670.3,1996.6,1991.9,1997.7,1998.6,91.2,458.8,457.6,582.3,12.0,175.4,386.9,393.3,12.0,128.5,102.0,88.1,152.7,121.1,31.6,11601.6,9227.5,2374.1,11824.3,9404.6,2419.7
Sfantu Gheorghe,208,27,62.3,55.5,2002.0,1990.5,2001.1,2000.2,93.0,115.1,117.3,112.2,28.5,26.2,57.5,55.2,24.5,101.5,94.3,80.2,52.2,34.9,17.3,3920.5,2621.5,1299.0,3995.7,2671.8,1323.9
Galati,163,115,33.0,40.0,1994.0,1995.4,1993.8,1991.2,54.6,81.2,76.1,68.0,7.0,18.9,54.6,55.2,12.0,30.2,40.2,26.1,26.8,15.9,10.9,2019.6,1200.2,819.4,2058.4,1223.2,835.1
Tulcea,125,81,30.0,39.7,1991.1,1991.3,1993.2,1993.1,60.6,122.4,97.3,94.6,10.0,48.7,88.2,53.6,45.0,116.3,102.7,95.0,43.7,16.0,27.7,3288.9,1208.8,2080.1,3352.0,1232.0,2120.0
Braila,94,71,20.4,29.3,1990.2,1990.9,1991.4,1991.1,58.9,68.3,70.5,68.6,8.0,45.7,54.6,48.6,13.5,21.6,24.8,23.4,16.3,11.9,4.4,1227.7,896.3,331.4,1251.3,913.5,337.8
Mangalia,66,25,40.6,62.1,1990.2,1993.9,2007.7,2008.7,117.4,314.7,434.4,498.6,64.5,302.4,198.2,132.3,29.5,116.8,64.0,39.1,36.3,23.9,12.4,2729.5,1800.1,929.5,2781.9,1834.6,947.3
Midia,63,33,44.5,54.4,1991.7,1993.2,1990.5,1993.7,98.6,303.8,248.2,211.1,55.0,188.2,1122.3,1062.9,9.0,248.7,642.7,415.0,46.8,36.9,9.9,3530.5,2788.9,741.6,3598.2,2842.4,755.8
Agigea,56,26,8.4,9.1,1987.1,1989.6,1988.7,1988.4,149.0,152.0,139.0,144.4,34.0,104.2,67.3,47.5,23.0,342.1,181.6,99.8,25.8,11.8,14.0,1938.9,887.0,1051.9,1976.1,904.0,1072.1
Chiscani,16,5,4.7,5.9,1971.8,1969.8,1965.3,1965.0,178.5,307.0,305.7,256.6,30.0,101.5,204.5,191.0,40.0,35.1,39.5,39.8,2.9,1.9,0.9,215.5,145.1,70.4,219.7,147.9,71.8
Bechet,9,4,5.1,6.9,1965.1,1965.2,1964.9,1964.8,354.6,340.4,319.3,318.3,64.0,67.9,75.9,78.6,8.0,7.9,6.3,6.7,1.5,1.5,0.1,116.0,110.2,5.8,118.2,112.3,5.9
Harsova,6,3,4.1,4.3,1974.8,1974.3,1968.0,1965.4,483.0,719.0,547.0,510.4,130.5,164.5,235.9,233.9,7.0,7.0,18.7,20.9,1.2,1.1,0.1,87.1,82.1,5.0,88.8,83.7,5.1
Medgidia,6,1,0.3,0.1,1980.0,1980.0,1980.0,1980.0,243.4,243.4,378.5,378.5,47.0,47.0,49.4,49.4,30.5,30.5,130.8,130.8,1.6,0.7,0.8,118.0,55.6,62.4,120.2,56.6,63.6
Orsova,5,4,3.0,3.5,1976.0,1979.0,1965.3,1965.0,415.6,358.9,420.5,414.6,66.0,59.1,79.9,80.4,5.0,14.9,32.5,31.9,1.1,1.0,0.1,80.7,72.8,7.9,82.2,74.2,8.1
Isaccea,4,4,4.6,6.7,1989.2,1989.2,1999.9,1999.7,505.8,466.4,471.5,447.7,114.0,239.5,301.9,295.2,46.5,49.2,73.7,73.2,2.4,1.9,0.5,183.7,145.5,38.2,187.2,148.3,38.9
Eforie Sud,3,3,3.1,3.6,2005.0,2005.0,2013.6,2015.2,28.3,568.0,29.1,27.4,10.0,21.0,12.4,10.6,37.0,589.7,155.6,82.2,4.6,0.5,4.2,348.5,34.5,313.9,355.2,35.2,319.9
Macin,2,2,0.3,0.4,1972.0,1972.0,1964.4,1964.2,125.5,125.5,165.6,168.1,26.0,26.0,32.6,32.8,17.0,17.0,11.3,11.2,0.1,0.1,0.0,9.8,7.1,2.6,9.9,7.3,2.7
Fetesti,2,2,3.0,5.6,1965.0,1965.0,1963.1,1963.1,827.3,827.3,866.9,1020.1,91.5,91.5,169.5,171.0,207.5,207.5,393.4,396.8,0.8,0.3,0.4,56.7,23.5,33.3,57.8,23.9,33.9
Ovidiu,1,1,0.0,0.0,1980.0,1980.0,1980.0,1980.0,167.6,167.6,167.6,167.6,23.0,23.0,23.0,23.0,120.0,120.0,120.0,120.0,0.2,0.0,0.2,14.9,2.7,12.2,15.1,2.7,12.4
