Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Changi,10001,5672,1328269.1,2314388.3,2009.7,2009.8,2010.1,2010.2,2324.9,2916.6,3280.6,3275.0,213.0,283.5,494.0,505.5,72.0,109.2,110.6,114.5,99589.0,91343.3,8245.7,7704192.4,7067147.0,637045.4,7852112.9,7202836.2,649276.7
Bukit Merah Estate,9035,3483,601500.5,893279.1,2006.9,2007.8,2009.1,2009.3,1438.7,2607.2,2276.7,2667.5,107.0,244.6,426.8,478.0,26.0,91.1,111.2,127.1,63092.2,57634.1,5458.0,4874590.2,4456257.1,418333.1,4968182.3,4541817.2,426365.1
Pulau Ayer Chawan,7142,2545,517309.3,703993.7,2009.1,2008.2,2008.9,2008.8,895.9,2368.4,2965.8,2811.1,101.0,226.2,451.3,461.6,24.0,63.8,79.2,74.5,56732.0,49305.3,7426.6,4173820.4,3615518.2,558302.2,4253957.8,3684936.2,569021.6
Pasir Panjang Wharves,6894,1712,1176319.6,1245140.0,2007.7,2007.9,2012.2,2012.0,1325.7,1976.7,2847.2,2757.5,89.0,151.2,314.3,311.1,21.0,40.2,28.7,28.8,110611.7,106925.2,3686.5,8561127.7,8278040.8,283086.9,8725501.4,8436979.2,288522.2
Pasir Panjang Terminal,6882,1843,679656.8,662297.8,2006.5,2007.5,2009.6,2009.7,1159.5,1749.6,2097.0,2062.3,84.0,148.8,232.6,239.5,19.0,41.9,27.9,29.0,65448.6,62166.4,3282.2,5064397.3,4812306.8,252090.5,5161633.7,4904703.1,256930.6
Pulau Sebarok,3204,1925,237187.8,341257.3,2006.7,2007.1,2007.9,2007.9,1144.2,2193.1,2915.4,2884.1,135.0,247.0,531.5,571.3,36.0,97.7,91.1,85.9,27946.8,23625.6,4321.2,2085155.7,1755020.1,330135.6,2125190.6,1788716.5,336474.2
Pulau Bukom,2934,1572,214947.7,254805.6,2008.5,2008.2,2009.0,2009.0,1430.8,2362.3,3218.8,2959.2,131.0,219.9,420.7,424.9,34.0,62.9,81.3,77.2,27094.6,23470.0,3624.6,1998559.7,1724460.6,274099.1,2036932.1,1757570.2,279361.8
Tuas,1983,888,89522.7,152182.8,2005.9,2006.9,2008.4,2008.7,316.0,1751.5,2850.6,2953.0,87.0,276.0,519.8,493.7,29.0,110.5,61.5,57.9,8532.2,7374.2,1158.1,642637.4,554316.3,88321.1,654976.0,564959.1,90016.9
Singapore,1611,1031,103955.5,152040.8,2007.5,2007.7,2009.3,2009.2,899.6,1792.1,2338.1,2411.9,103.0,186.5,364.0,404.9,28.0,59.4,52.4,57.9,11463.9,9847.5,1616.5,885848.1,761432.1,124416.0,902856.4,776051.6,126804.8
Jurong/Singapore,1046,508,23103.0,26322.7,2006.8,2007.5,2008.2,2008.3,526.7,1493.5,1915.7,1736.8,55.5,154.0,330.0,374.8,28.0,86.9,84.0,106.7,2503.2,2206.0,297.1,192593.7,170080.1,22513.6,196291.5,173345.7,22945.8
Sembawang,341,197,24908.8,27198.3,2005.4,2006.7,2007.0,2007.4,668.1,2165.9,3651.8,3501.2,93.0,292.8,557.5,562.7,30.0,97.3,113.3,102.9,3465.3,2808.9,656.4,234686.1,189059.0,45627.1,239192.1,192688.9,46503.2
