Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Malaysia,12039,3166,94159.9,119473.5,2007.4,2007.3,2007.0,2007.0,201.4,524.0,380.3,392.1,23.0,89.8,155.2,168.5,16.0,66.9,74.2,78.9,19421.6,13668.6,5753.0,1485570.3,1045348.3,440222.0,1514093.2,1065419.0,448674.3
Indonesia,8478,2839,102045.9,139741.7,2006.2,2007.5,2007.0,2007.2,576.0,828.1,798.2,806.1,53.0,116.6,182.1,184.3,31.0,99.3,87.3,96.8,19279.1,13888.0,5391.1,1473131.9,1060186.4,412945.5,1501416.1,1080542.0,420874.1
China,6991,4567,779868.9,1133782.7,2009.5,2009.4,2010.3,2010.2,2190.7,2300.6,2239.9,2300.3,188.0,232.2,295.7,329.5,40.0,88.5,70.8,81.0,71217.9,65811.0,5406.9,5498621.4,5082022.5,416598.9,5604194.9,5179597.3,424597.6
India,3436,2485,265473.7,439314.6,2009.1,2009.5,2009.5,2009.7,2163.7,2319.5,2368.0,2394.0,180.5,221.7,275.3,289.3,61.0,96.0,91.1,96.7,27297.3,24681.9,2615.4,2109948.5,1908597.4,201351.0,2150459.5,1945242.5,205217.0
Thailand,2656,1123,87133.5,98597.6,2005.7,2007.2,2006.8,2006.9,883.9,1207.6,1040.7,1069.5,69.0,120.2,111.0,126.7,27.0,81.0,58.2,70.0,11718.7,9567.2,2151.6,903580.8,738276.0,165304.8,920929.5,752450.9,168478.7
Viet Nam,1789,795,51814.1,68499.8,2006.9,2008.0,2007.6,2007.9,942.9,1236.7,1066.3,1087.7,86.0,126.5,119.2,126.8,23.0,95.8,65.2,77.4,7482.2,6405.9,1076.3,576935.5,494602.5,82333.0,588012.7,504098.9,83913.8
Australia,1529,996,177600.6,233199.6,2009.5,2009.9,2009.1,2009.6,2455.7,2854.0,2979.7,2926.6,222.0,263.3,332.5,335.9,37.0,83.2,67.2,73.6,19347.1,18080.7,1266.4,1448127.3,1353280.1,94847.2,1475931.3,1379263.1,96668.2
United Arab Emirates,1112,855,285435.9,444771.6,2008.4,2008.6,2008.7,2008.6,3506.7,3740.9,3635.5,3626.0,299.0,352.5,342.1,352.6,34.0,72.9,62.5,65.0,22031.3,20793.1,1238.2,1699229.5,1603478.2,95751.3,1731854.7,1634265.0,97589.7
Hong Kong,1095,481,131118.6,141418.2,2009.5,2009.3,2011.6,2011.3,1495.6,1594.3,1518.9,1522.4,101.0,134.7,111.5,115.7,14.0,23.1,18.4,20.3,11451.4,10946.4,505.0,886871.7,847784.4,39087.2,903899.6,864061.9,39837.7
Bangladesh,1059,547,40599.8,62709.1,2005.5,2006.9,2005.5,2005.3,1559.4,1800.6,1819.3,1848.1,129.0,167.7,189.8,197.5,130.0,181.4,599.3,667.5,6336.5,4835.5,1501.0,487990.4,373479.2,114511.2,497359.8,380650.0,116709.8
Sri Lanka,851,574,83395.7,93854.5,2007.8,2007.8,2008.6,2008.7,1557.6,1677.2,1601.4,1625.1,108.0,149.7,134.1,146.8,15.0,45.3,30.8,37.1,8629.1,8207.0,422.1,667284.6,634705.0,32579.5,680096.4,646891.3,33205.1
"Taiwan, Province of China",799,531,61752.6,75110.7,2008.7,2008.7,2010.6,2010.2,1742.2,1960.6,1781.3,1807.7,133.0,172.3,146.4,157.0,20.0,53.7,36.5,45.3,6576.3,6047.2,529.2,508319.4,467531.9,40787.5,518079.2,476508.5,41570.7
