Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Changi,9787,5608,1668788.9,2963425.6,2009.7,2009.8,2010.5,2010.6,2564.4,3708.5,4254.9,4338.6,247.0,369.1,649.3,665.2,11.0,22.5,16.8,15.9,117697.9,116206.3,1491.7,9102054.2,8991679.3,110374.9,9276813.7,9164319.6,112494.1
Bukit Merah Estate,8964,3459,521913.0,734203.4,2006.9,2007.8,2009.1,2009.3,1299.1,2425.3,1998.2,2221.3,94.0,244.5,369.5,404.8,12.0,20.8,19.7,20.0,56073.0,54111.5,1961.5,4334175.1,4183665.7,150509.4,4417391.2,4263992.1,153399.2
Pulau Ayer Chawan,6967,2530,503208.7,711922.3,2009.2,2008.2,2009.0,2008.9,765.8,2454.7,2936.8,2875.4,104.0,250.0,481.6,493.6,19.0,44.5,56.1,61.5,59059.0,51894.8,7164.2,4379382.9,3828910.5,550472.3,4463467.0,3902425.6,561041.4
Pasir Panjang Terminal,6828,1821,748319.6,710236.8,2006.4,2007.4,2010.2,2010.3,876.5,1901.5,2322.0,2221.9,78.0,168.3,305.5,305.4,16.0,43.1,23.6,25.9,68552.4,66168.2,2384.2,5304330.9,5120847.9,183483.0,5406174.1,5219168.2,187005.9
Pasir Panjang Wharves,6825,1692,899498.3,958786.0,2007.7,2007.8,2011.7,2011.5,950.5,1670.8,2187.2,2135.5,79.0,151.4,334.2,333.3,17.0,27.0,22.0,22.2,82403.3,79974.9,2428.4,6376954.0,6190317.8,186636.2,6499391.5,6309171.9,190219.6
Pulau Sebarok,3455,2023,245069.6,355836.0,2006.8,2007.2,2008.3,2008.3,1144.5,2117.6,2853.2,2842.7,127.0,251.5,456.5,459.0,18.0,65.9,216.4,255.2,30163.1,24573.3,5589.7,2255494.5,1829719.3,425775.1,2298800.0,1864850.0,433950.0
Pulau Bukom,2829,1527,178482.7,219822.2,2008.4,2008.2,2009.4,2009.4,1247.9,2018.6,2717.7,2605.7,133.0,209.7,402.6,414.8,22.0,50.0,39.6,44.9,23428.2,20805.8,2622.4,1748530.5,1547895.7,200634.9,1782102.3,1577615.3,204487.1
Tuas,2041,906,68362.8,115965.4,2006.0,2006.7,2007.7,2007.9,206.5,1575.0,2186.0,2253.8,73.0,289.9,471.7,477.2,25.0,208.3,170.3,144.3,9364.5,6539.3,2825.2,713592.4,496636.2,216956.2,727293.4,506171.6,221121.8
Singapore,1573,1025,137236.6,197771.9,2007.7,2007.8,2010.4,2010.1,796.5,1992.1,3132.5,3171.2,110.0,212.2,525.7,582.1,29.0,65.5,51.0,57.3,15179.4,13163.4,2016.0,1172862.6,1017760.8,155101.8,1195381.5,1037301.8,158079.7
Jurong/Singapore,1025,502,23883.6,28893.7,2006.7,2007.5,2009.0,2009.2,657.6,1771.4,2044.8,1985.9,80.0,190.8,243.2,259.4,13.0,80.0,57.7,70.8,2740.0,2606.8,133.2,211134.2,201012.3,10121.9,215188.0,204871.7,10316.3
Sembawang,346,200,21496.9,24647.4,2005.1,2006.4,2007.4,2007.7,775.9,2323.6,3089.2,3252.1,105.0,300.2,513.1,538.2,59.0,264.0,479.6,467.9,4116.7,2490.8,1625.9,296971.5,171850.0,125121.5,302673.4,175149.5,127523.8
