Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Pasir Panjang Terminal,4349,444,2374.2,3118.4,2008.1,2007.5,2005.9,2005.6,59.8,331.7,192.4,177.7,30.0,121.5,285.1,284.4,10.0,56.1,85.2,85.8,2577.1,1750.6,826.5,194915.7,132420.9,62494.7,198658.0,134963.4,63694.6
Pulau Sebarok,4339,854,7907.6,11177.7,2007.9,2007.4,2007.8,2007.6,55.5,361.4,344.1,316.9,34.0,140.8,355.1,342.9,12.0,96.1,241.3,266.4,4664.6,2875.4,1789.1,355303.2,218847.1,136456.1,362125.0,223049.0,139076.0
Pasir Panjang Wharves,4179,393,2494.7,3438.8,2007.6,2006.8,2007.3,2007.3,59.2,431.8,213.4,207.3,29.0,112.1,502.1,469.1,10.0,44.8,61.4,68.0,2348.1,1618.3,729.8,177281.5,122347.3,54934.2,180685.3,124696.4,55989.0
Pulau Ayer Chawan,3622,656,6716.8,9696.7,2008.3,2008.0,2008.3,2008.0,65.1,451.8,361.5,325.4,41.0,137.7,754.5,610.0,10.0,70.8,171.6,183.8,3720.9,2292.1,1428.8,282325.3,173315.3,109009.9,287745.9,176643.0,111102.9
Pulau Bukom,2580,518,3939.5,5792.9,2008.3,2008.0,2007.9,2007.2,58.6,473.7,360.1,342.6,35.0,139.3,551.4,517.0,11.0,83.7,104.9,106.6,2580.6,1718.1,862.5,195097.8,129726.0,65371.8,198843.7,132216.7,66627.0
Bukit Merah Estate,2322,281,1939.9,2826.8,2007.3,2005.8,2006.2,2006.3,50.1,536.0,273.3,264.3,30.0,119.2,617.0,630.8,10.0,55.5,169.8,139.8,1353.7,840.6,513.1,102220.4,63598.0,38622.5,104183.1,64819.0,39364.0
Singapore,2157,517,2641.5,4155.2,2008.3,2008.1,2009.2,2009.0,57.8,339.9,227.3,222.4,35.0,125.1,255.5,257.3,13.0,51.8,151.6,158.2,2053.9,1278.6,775.3,156290.1,97207.2,59082.9,159290.8,99073.6,60217.3
Tuas,1764,509,2301.5,3313.7,2007.1,2007.4,2005.8,2005.6,83.6,400.8,372.2,371.5,40.0,173.3,384.8,393.5,15.0,82.2,175.6,163.4,1436.5,931.0,505.5,108846.2,70334.3,38511.9,110936.0,71684.7,39251.3
Changi,712,308,1633.7,2492.0,2008.0,2008.0,2004.2,2004.5,81.6,812.3,530.6,547.7,36.0,261.3,787.2,729.4,13.0,80.9,312.4,337.2,736.8,524.4,212.5,55804.9,39705.6,16099.3,56876.4,40468.0,16408.4
Jurong/Singapore,468,157,322.6,501.3,2004.4,2006.3,2010.2,2010.2,65.2,296.1,280.6,292.6,32.0,107.6,248.3,248.1,11.0,83.7,72.1,61.2,251.6,135.3,116.4,18950.2,10206.2,8744.0,19314.1,10402.2,8911.9
Sembawang,101,72,228.8,240.7,2007.4,2007.7,2003.0,2006.1,143.6,382.6,228.7,210.1,86.0,211.1,303.7,277.4,21.0,53.7,93.7,50.9,165.0,108.4,56.5,12536.1,8191.1,4345.0,12776.8,8348.4,4428.4
