Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cap Haitien,61,19,125.7,166.1,2005.6,2007.7,2006.9,2007.1,218.4,235.2,234.9,236.2,25.0,46.4,42.4,46.1,21.0,88.7,65.1,72.5,27.5,20.8,6.7,2100.7,1595.1,505.6,2141.0,1625.7,515.3
Port Au Prince,31,24,81.6,118.8,1998.8,2004.6,2007.8,2007.9,223.7,274.2,318.9,311.2,20.0,57.5,188.9,178.5,45.0,101.1,91.0,94.5,36.3,25.8,10.4,2746.4,1963.9,782.5,2799.2,2001.6,797.6
Lafiteau,14,8,10.7,14.2,1985.6,2000.2,2007.7,2008.4,214.7,213.6,147.3,139.3,257.5,149.4,90.5,84.7,97.5,78.9,80.9,83.8,10.3,7.3,3.0,778.2,549.9,228.3,793.1,560.4,232.7
Miragoane,5,5,6.3,10.1,1995.0,1995.0,2003.3,2003.3,84.6,106.4,124.8,126.2,7.0,10.0,8.8,8.9,9.0,102.8,15.0,14.5,1.2,0.5,0.7,93.5,40.6,52.9,95.3,41.4,53.9
Jeremie,5,4,2.9,4.5,1994.2,1996.5,1994.4,1993.3,112.3,136.1,142.9,152.8,13.0,18.2,27.7,29.1,8.0,6.6,9.3,9.4,0.7,0.6,0.1,52.0,43.0,9.0,53.0,43.8,9.2
Petit Goave,4,4,2.4,2.3,1991.5,1991.5,1997.6,1988.0,125.7,127.1,88.9,131.8,21.5,20.5,15.1,20.5,65.0,83.8,76.7,129.1,1.3,0.4,0.9,95.0,28.5,66.5,96.9,29.1,67.8
Gonaives,3,3,3.8,3.8,1989.3,1989.3,1979.4,1981.9,199.7,740.2,418.5,303.9,30.0,57.0,101.1,89.7,119.0,179.3,333.4,293.8,1.1,0.4,0.7,81.0,31.4,49.5,82.5,32.0,50.5
Jacmel,3,2,2.1,3.5,1984.3,1984.0,1984.6,1984.6,198.3,211.3,234.2,234.9,85.0,62.5,85.0,85.2,63.0,58.8,74.5,74.7,0.6,0.3,0.2,42.0,23.4,18.6,42.8,23.8,18.9
Les Cayes,1,1,0.9,1.5,1983.0,1983.0,1983.0,1983.0,285.7,285.7,285.7,285.7,38.0,38.0,38.0,38.0,321.0,321.0,321.0,321.0,1.2,0.1,1.1,92.4,10.0,82.4,94.2,10.2,84.0
Labadie,1,1,2.0,2.2,2006.0,2006.0,2006.0,2006.0,257.8,257.8,257.8,257.8,25.0,25.0,25.0,25.0,29.0,29.0,29.0,29.0,0.3,0.3,0.1,26.7,19.8,7.0,27.3,20.2,7.1
