Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Au Prince,82,31,169.1,225.9,2001.3,2003.4,2006.9,2007.1,217.8,253.9,263.1,264.0,25.0,79.0,118.2,123.1,21.0,95.8,58.8,64.3,51.7,41.0,10.7,3937.9,3130.5,807.4,4013.5,3190.6,822.9
Cap Haitien,12,11,34.0,52.2,2010.2,2009.8,2009.9,2010.0,227.1,243.6,244.8,244.1,19.0,20.7,19.9,19.9,119.0,133.7,142.5,142.2,9.0,3.9,5.1,685.9,302.6,383.3,699.1,308.4,390.7
Lafiteau,8,3,2.6,3.6,1976.4,1993.7,1992.8,1996.4,382.6,279.9,98.1,86.8,475.5,213.2,252.0,195.0,27.5,24.2,53.6,43.0,8.3,7.3,1.0,624.6,546.7,77.9,636.6,557.2,79.4
Jeremie,8,7,7.2,9.7,2003.8,2006.4,2006.9,2006.2,120.5,139.9,129.5,132.2,18.0,16.0,16.3,16.3,9.0,17.8,16.8,18.3,1.9,1.3,0.6,143.6,98.8,44.8,146.4,100.7,45.7
Miragoane,7,7,15.9,21.9,1996.1,1996.1,1999.3,2001.0,218.8,473.9,250.1,224.4,25.0,45.9,53.6,46.3,123.0,177.4,190.0,174.4,6.4,1.9,4.5,481.8,142.3,339.5,491.1,145.1,346.0
Les Cayes,5,3,6.1,9.9,1987.2,1990.0,1994.6,1994.5,194.8,192.7,188.0,188.0,24.0,55.7,23.9,24.5,140.0,114.3,65.6,66.8,2.2,0.6,1.7,169.8,42.2,127.6,173.1,43.0,130.0
Jacmel,2,1,1.6,2.7,1985.0,1985.0,1985.0,1985.0,277.4,277.4,277.4,277.4,39.0,39.0,40.4,40.4,11.5,11.5,11.1,11.1,0.2,0.2,0.0,17.9,14.2,3.7,18.3,14.5,3.8
Saint Marc,2,2,1.4,0.4,2003.5,2003.5,2008.6,2009.1,69.7,69.7,63.6,63.2,9.0,9.0,8.2,8.1,25.0,25.0,11.6,10.5,0.4,0.2,0.1,27.8,17.3,10.5,28.3,17.6,10.7
Port De Paix,1,1,0.4,0.6,1983.0,1983.0,1983.0,1983.0,199.7,199.7,199.7,199.7,30.0,30.0,30.0,30.0,119.0,119.0,119.0,119.0,0.2,0.1,0.1,14.0,6.7,7.2,14.2,6.9,7.4
Gonaives,1,1,0.1,0.2,1988.0,1988.0,1988.0,1988.0,97.8,97.8,97.8,97.8,31.0,31.0,31.0,31.0,13.0,13.0,13.0,13.0,0.1,0.1,0.0,4.6,4.3,0.4,4.7,4.3,0.4
