Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Au Prince,633,224,7378.5,10572.0,2004.0,2006.3,2007.4,2007.7,511.5,1240.2,930.7,1052.4,51.0,122.6,196.8,213.4,20.0,65.9,78.5,85.6,1345.1,1106.7,238.4,103444.4,85221.2,18223.2,105430.6,86857.4,18573.1
Lafiteau,183,45,2260.5,3177.3,2005.1,2006.2,2007.4,2007.5,548.6,1506.4,834.0,878.3,39.0,174.8,197.3,212.0,11.0,98.8,76.0,81.9,483.8,449.2,34.6,37255.0,34636.7,2618.3,37970.2,35301.7,2668.6
Labadie,119,20,12517.4,1074.3,2009.8,2004.4,2011.0,2011.0,555.6,568.3,581.9,587.4,37.0,44.0,43.0,45.2,7.0,7.4,10.9,10.8,1690.2,1534.0,156.2,130393.3,118305.3,12088.1,132896.9,120576.7,12320.2
Saint Marc,98,11,470.7,381.1,1987.4,2002.5,1997.9,2002.2,682.5,1108.2,876.2,1010.2,78.0,133.8,104.7,116.1,44.5,28.1,44.3,40.3,138.6,96.0,42.6,10520.4,7324.5,3195.9,10722.4,7465.1,3257.3
Cap Haitien,73,26,604.1,542.9,1995.2,2001.0,2008.8,2008.3,122.8,951.4,837.4,1250.9,15.0,109.0,154.0,240.5,23.0,76.1,59.4,100.4,88.1,80.0,8.1,6756.0,6145.7,610.3,6885.7,6263.7,622.0
Miragoane,48,15,80.6,98.8,1983.0,1986.9,1989.0,1990.2,657.8,784.9,640.5,623.0,110.0,234.6,168.0,158.3,122.5,99.8,132.2,138.1,57.4,37.8,19.6,4323.5,2848.7,1474.7,4406.5,2903.4,1503.1
Port De Paix,37,13,1263.3,908.3,1977.6,1988.6,2006.6,2002.9,605.3,1265.5,1815.6,4592.5,86.0,128.1,256.8,523.9,205.0,344.8,23.6,46.6,160.0,133.1,26.9,12321.0,10274.5,2046.5,12557.6,10471.8,2085.8
Gonaives,19,9,34.4,45.8,1985.0,1985.6,1996.2,1997.6,739.8,887.2,1044.1,1041.8,167.0,313.7,224.0,242.1,245.0,223.9,197.1,185.0,16.5,11.9,4.6,1242.6,900.9,341.8,1266.5,918.2,348.3
Jeremie,15,15,636.9,1067.4,2004.5,2004.5,2005.4,2005.3,506.6,1542.4,3957.5,4570.8,53.0,133.5,1075.5,1099.9,9.0,46.1,457.3,468.2,82.4,60.8,21.6,6369.3,4702.1,1667.2,6491.6,4792.4,1699.2
Petit Goave,13,5,37.9,49.8,1988.9,1991.4,2000.0,2000.2,726.6,721.1,802.4,811.3,423.0,218.2,156.4,174.2,190.0,91.4,57.5,66.7,10.2,7.5,2.7,773.8,570.2,203.6,788.6,581.2,207.5
Jacmel,13,4,56.5,70.1,1989.0,1992.5,2003.7,2002.6,245.6,1702.9,1283.1,1029.3,43.0,175.5,366.1,330.7,176.0,75.9,61.0,77.3,13.3,10.8,2.5,1023.7,835.4,188.3,1043.4,851.4,192.0
Les Cayes,7,4,35.2,50.4,1983.7,1984.2,1993.5,1996.9,377.3,609.0,713.0,792.6,45.0,61.9,80.2,84.9,204.0,114.6,44.7,50.6,8.3,4.7,3.6,632.8,361.3,271.6,645.0,368.2,276.8
