Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Au Prince,581,217,7776.5,10725.1,2004.1,2006.3,2006.7,2007.2,673.6,1088.3,1032.7,1120.5,61.0,149.5,197.6,217.2,24.0,51.9,47.8,51.9,1529.2,1322.3,206.9,117393.2,101709.7,15683.4,119647.1,103662.6,15984.6
Lafiteau,187,47,1608.7,2303.0,2005.2,2007.1,2007.2,2007.2,318.9,1113.7,580.2,621.1,21.0,120.3,132.1,143.0,11.0,100.1,79.1,86.4,338.3,292.8,45.5,25998.6,22550.8,3447.8,26497.7,22983.8,3514.0
Cap Haitien,124,35,746.6,676.5,1998.9,2001.0,2007.2,2006.0,582.3,799.6,660.3,718.1,53.0,87.9,92.2,131.5,23.5,61.3,38.6,56.6,127.6,114.4,13.2,9756.6,8763.4,993.2,9943.9,8931.6,1012.3
Labadie,118,20,13921.4,1159.6,2009.8,2004.4,2011.4,2011.4,613.5,571.1,654.1,641.2,37.0,40.0,49.6,49.4,9.0,13.4,9.6,9.6,1878.2,1757.1,121.1,144999.6,135778.3,9221.3,147783.5,138385.2,9398.4
Saint Marc,96,11,450.2,354.7,1986.6,1998.8,1995.8,2000.5,660.7,1003.2,909.2,967.3,71.5,146.0,160.8,155.7,29.0,46.1,46.4,48.3,119.0,95.3,23.7,9047.5,7263.9,1783.7,9221.3,7403.3,1817.9
Miragoane,46,12,72.9,86.9,1983.3,1988.0,1987.8,1988.5,632.7,643.9,629.1,598.3,77.0,127.2,136.0,136.3,118.5,224.3,186.3,220.7,47.9,29.5,18.3,3601.5,2224.3,1377.2,3670.6,2267.0,1403.6
Port De Paix,38,13,1392.8,1549.6,1977.6,1988.6,2005.3,2002.9,539.2,1606.3,1517.4,7307.9,62.0,199.1,722.1,1174.6,11.5,180.9,43.7,58.0,151.1,141.7,9.4,11675.7,10955.3,720.4,11899.9,11165.6,734.2
Gonaives,18,10,50.4,69.7,1984.3,1988.5,1994.9,1995.3,660.9,1880.8,1524.5,1612.9,86.0,283.8,373.7,394.9,139.5,296.8,210.1,204.1,18.3,13.9,4.4,1382.5,1053.7,328.9,1409.1,1073.9,335.2
Petit Goave,17,7,71.7,64.0,1990.5,1995.0,2004.7,2001.0,631.0,762.9,978.6,808.6,79.0,101.0,166.3,122.1,39.0,58.6,78.7,104.6,16.9,13.7,3.2,1289.3,1047.4,242.0,1314.1,1067.5,246.6
Jacmel,14,5,19.0,28.0,1988.6,1990.6,1998.5,1998.1,238.9,547.9,401.6,381.2,43.0,120.4,97.6,97.7,54.5,58.2,46.0,49.3,5.2,3.8,1.5,399.1,286.1,113.0,406.8,291.6,115.2
Jeremie,12,12,411.8,664.2,2000.7,2000.7,2005.7,2005.4,798.7,1695.7,3283.4,3504.7,105.5,167.5,495.5,512.9,70.0,186.4,50.9,43.7,63.1,48.8,14.3,4840.5,3763.6,1076.8,4933.4,3835.9,1097.5
Les Cayes,3,2,9.6,6.7,1977.7,1975.0,1970.8,1975.9,376.2,438.1,470.9,410.4,76.0,75.2,82.8,74.4,87.0,100.8,83.6,102.2,2.1,1.2,0.9,158.7,89.4,69.3,161.7,91.1,70.6
