Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,376,94,1564.0,2177.1,1996.1,1999.7,2003.4,2003.2,637.3,1089.6,888.0,895.8,70.0,153.5,197.0,197.6,25.0,129.6,76.1,76.4,381.2,320.3,60.9,29089.9,24508.3,4581.6,29648.4,24978.8,4669.6
Container,363,44,2535.5,3229.0,2006.4,2005.5,2005.8,2005.8,450.3,455.0,501.8,501.9,34.0,45.2,47.1,47.0,12.0,13.4,12.6,12.6,652.2,590.0,62.2,50202.4,45480.5,4721.9,51166.3,46353.8,4812.5
Bulk carrier,131,73,3791.9,5967.6,2002.7,2007.8,2009.7,2009.6,1300.6,2259.7,2156.2,2145.0,117.0,213.8,300.9,300.7,92.0,113.6,130.2,130.3,496.5,459.4,37.0,38234.9,35433.0,2801.9,38969.0,36113.3,2855.7
Cruise,120,16,13574.5,1145.8,2010.2,2005.7,2010.9,2011.1,561.1,546.5,601.9,603.6,37.5,32.6,45.5,45.8,7.0,7.7,10.4,10.5,1813.3,1646.7,166.5,139913.9,127027.1,12886.9,142600.3,129466.0,13134.3
Ro-Ro,78,6,188.3,112.5,1976.6,1987.2,1976.5,1977.4,655.0,799.8,615.2,604.5,76.0,103.2,87.3,97.2,64.5,63.1,70.2,73.2,111.2,58.1,53.0,8385.2,4403.6,3981.6,8546.2,4488.2,4058.0
Chemical tanker,67,53,1904.1,3140.2,2008.4,2008.8,2008.5,2008.6,912.3,1277.6,1253.0,1254.5,92.0,134.3,230.7,232.4,61.0,71.9,81.3,81.6,356.0,249.9,106.1,27499.9,19293.3,8206.6,28027.9,19663.7,8364.1
Liquefied gas tanker,37,3,72.6,77.7,1996.6,2003.0,1999.8,1999.6,421.6,539.1,516.3,511.6,51.0,57.3,99.7,99.2,34.0,32.3,50.6,49.5,46.6,23.4,23.2,3513.9,1771.2,1742.7,3581.4,1805.2,1776.2
Vehicle,37,16,587.2,184.3,2003.9,2005.9,2005.5,2005.3,484.2,485.3,473.1,472.7,33.0,39.6,49.3,49.2,8.0,14.0,15.4,14.7,55.6,50.3,5.3,4281.4,3880.0,401.5,4363.6,3954.5,409.2
Service - tug,17,12,3.5,2.5,1994.8,1992.5,1999.7,1998.4,813.6,563.8,637.7,628.2,146.0,129.3,194.2,188.1,13.0,20.6,39.7,37.0,8.6,8.0,0.6,644.6,602.3,42.3,656.9,613.9,43.1
Service - other,15,3,11.1,5.6,1979.8,1980.7,1977.4,1975.4,599.1,620.6,551.0,636.6,85.0,83.8,94.2,89.3,180.0,69.8,83.4,160.9,17.7,8.4,9.3,1333.3,633.0,700.3,1358.9,645.2,713.7
Oil tanker,14,8,1121.6,1974.7,2003.6,2005.5,2004.5,2004.4,1061.4,3624.7,5793.8,6033.2,127.0,334.1,851.5,848.3,44.5,124.4,286.3,280.3,141.8,105.5,36.3,10956.9,8151.0,2805.9,11167.3,8307.5,2859.7
Offshore,2,2,3.4,4.6,1981.0,1981.0,1982.9,1982.8,933.9,933.9,1290.0,1252.1,350.5,350.5,158.4,167.0,113.0,113.0,32.1,35.7,4.6,4.0,0.7,347.2,297.2,50.0,353.8,302.9,51.0
Refrigerated bulk,1,1,18.4,16.8,1996.0,1996.0,1996.0,1996.0,1610.7,1610.7,1610.7,1610.7,182.0,182.0,182.0,182.0,3.0,3.0,3.0,3.0,8.6,8.5,0.1,652.4,645.9,6.5,664.9,658.3,6.6
