Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,322,222,9991.3,12102.0,2004.9,2004.0,2007.0,2007.0,1241.0,1428.1,1366.0,1373.3,111.5,174.2,144.9,153.1,14.0,111.8,42.0,43.3,1580.5,1378.6,201.9,121808.5,106436.1,15372.4,124147.2,108479.7,15667.6
Côte d'Ivoire,265,122,8899.1,9764.4,2001.4,2001.7,2004.2,2004.8,1198.7,2480.6,1188.0,1177.0,96.0,275.0,149.7,149.2,37.0,144.5,69.2,76.2,1351.9,1190.8,161.2,104151.9,91859.6,12292.2,106151.6,93623.3,12528.2
Mauritania,144,87,878.2,888.8,2003.0,2003.7,2006.0,2006.7,292.7,1149.4,315.0,315.6,33.0,118.7,179.0,101.0,66.5,126.6,124.4,127.5,279.5,130.0,149.6,21379.4,9946.1,11433.3,21789.9,10137.1,11652.8
Guinea,141,92,2225.0,1860.3,2004.8,2004.5,2006.4,2005.6,491.6,588.9,500.3,505.6,41.0,77.9,49.3,54.8,30.0,88.5,50.5,77.8,276.3,219.4,56.9,21337.0,16955.8,4381.2,21746.7,17281.4,4465.3
Ghana,103,62,3101.6,4164.9,2007.1,2007.1,2007.3,2007.6,1471.3,1452.2,1481.8,1485.0,111.0,121.8,110.7,113.1,50.0,59.5,61.4,64.4,600.6,543.8,56.8,46318.4,41966.5,4351.8,47207.7,42772.3,4435.4
Togo,102,69,5893.6,7829.2,2005.5,2004.8,2006.2,2006.7,1599.6,1621.9,1615.3,1622.6,125.5,139.1,132.0,137.4,28.5,68.5,47.3,53.1,826.5,742.9,83.6,63948.3,57531.5,6416.8,65176.1,58636.1,6540.0
Cabo Verde,84,59,653.6,861.4,2002.7,2002.4,2003.3,2005.1,489.8,1541.8,590.1,560.9,45.5,196.3,375.9,247.2,14.5,80.9,78.6,60.8,168.3,149.0,19.3,12783.8,11328.5,1455.3,13029.2,11546.0,1483.3
Nigeria,80,40,5362.6,8189.5,2002.1,2001.6,2003.4,2003.9,1704.4,1860.7,1827.0,1861.4,132.0,195.0,185.8,201.8,44.0,107.8,65.0,66.6,748.6,646.8,101.8,57890.9,50056.3,7834.6,59002.4,51017.4,7985.0
Brazil,71,69,4995.2,7129.4,2009.7,2009.9,2009.4,2010.6,2485.6,2471.2,2479.9,2467.6,219.0,260.9,259.3,273.1,56.0,85.2,82.3,94.0,482.8,456.6,26.2,37347.3,35327.1,2020.2,38064.4,36005.4,2059.0
Morocco,60,48,2513.2,2677.3,2003.0,2003.2,2004.0,2005.4,1501.2,1460.3,1610.7,1603.3,138.0,148.0,168.2,181.2,15.5,53.2,31.0,40.6,329.8,303.7,26.0,25441.2,23460.6,1980.5,25929.6,23911.1,2018.6
