Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,509,127,25220.5,31329.0,2005.5,2004.7,2005.6,2005.6,1522.7,1387.5,1401.5,1411.6,101.0,109.0,118.2,119.0,15.0,17.7,18.4,18.5,3701.0,3564.9,136.1,286512.1,275993.4,10518.7,292013.1,281292.4,10720.7
Bulk carrier,273,245,19525.4,32690.5,2007.8,2007.9,2009.0,2009.0,2265.0,2837.2,2959.5,2976.8,311.0,378.4,527.2,529.3,172.0,262.4,281.8,282.4,2177.2,1960.8,216.4,168231.5,151599.9,16631.6,171461.5,154510.6,16950.9
General cargo,234,137,2743.2,3762.4,2000.0,2004.2,2005.5,2005.4,1048.5,1540.2,1814.3,1786.2,144.0,193.3,388.9,362.7,68.5,115.5,138.3,145.5,634.4,545.7,88.7,48542.1,41881.6,6660.5,49474.1,42685.7,6788.4
Chemical tanker,187,137,7298.7,11782.6,2007.7,2007.8,2008.8,2008.8,1684.7,1831.9,1918.6,1924.1,193.0,206.3,253.1,254.0,64.0,96.1,95.7,95.6,1437.4,1107.2,330.3,110843.7,85405.8,25438.0,112971.9,87045.6,25926.4
Ro-Ro,153,31,16948.1,8725.7,2005.5,2005.7,2005.3,2005.7,2437.5,2374.2,2225.8,2217.6,162.0,391.3,190.6,194.6,31.0,62.1,40.3,40.3,1928.0,1830.2,97.8,148964.3,141416.6,7547.7,151824.4,144131.8,7692.6
Miscellaneous - fishing,131,63,767.1,677.0,1993.0,1991.4,1987.2,1985.5,2161.1,6820.1,5310.3,5710.6,348.0,899.7,1560.5,1592.2,46.0,466.0,1127.5,1279.2,425.6,332.5,93.1,31993.5,24987.5,7006.1,32607.8,25467.2,7140.6
Refrigerated bulk,104,34,1235.2,1354.2,2000.3,1994.0,2001.3,2001.2,1186.5,1671.0,1450.8,1442.0,71.0,190.7,149.2,150.8,9.5,88.0,50.0,51.2,653.8,558.7,95.1,49746.5,42606.2,7140.4,50701.7,43424.2,7277.4
Vehicle,87,41,9538.7,3329.2,2006.8,2008.9,2007.1,2006.7,1517.8,1978.5,1923.4,1892.8,124.0,134.5,168.3,165.1,22.0,21.8,28.7,30.0,652.6,626.0,26.6,50447.6,48388.6,2059.1,51416.2,49317.6,2098.6
Oil tanker,78,56,5773.9,10487.0,2005.3,2004.9,2008.3,2008.5,1767.7,1944.5,2024.7,2030.0,245.0,305.1,370.9,375.9,80.5,208.8,148.3,143.1,1283.7,806.3,477.4,98999.0,62287.6,36711.4,100899.8,63483.5,37416.3
Liquefied gas tanker,48,19,1027.4,1172.2,2010.4,2010.0,2011.5,2011.4,1526.0,1921.3,2095.3,2086.9,117.5,161.7,223.3,223.0,47.0,43.4,118.1,119.5,205.2,152.4,52.8,15747.5,11738.0,4009.5,16049.8,11963.3,4086.5
Service - other,24,19,542.6,300.5,2007.1,2006.1,2008.1,2009.3,2394.8,4448.8,5250.0,5530.8,266.5,720.5,2248.1,2319.3,13.0,313.3,325.7,311.6,151.8,130.8,21.0,11537.5,9961.6,1575.9,11759.1,10152.9,1606.2
Service - tug,22,17,90.1,78.4,2001.3,2002.2,2005.5,2004.9,2070.3,2568.5,2573.5,2599.7,350.0,622.1,800.5,837.2,36.5,264.4,173.6,157.6,113.0,108.9,4.0,8514.2,8212.8,301.4,8677.7,8370.5,307.2
Offshore,22,16,124.4,124.3,2008.0,2005.6,2008.9,2009.3,1615.0,4503.9,902.5,885.4,280.5,671.0,693.8,688.7,184.0,435.1,382.6,395.3,113.0,80.5,32.5,8483.1,6044.6,2438.6,8646.0,6160.6,2485.4
Cruise,12,11,350.6,43.5,1999.7,1998.3,2002.0,1998.5,367.7,684.4,555.5,604.6,36.0,52.6,59.1,64.2,11.0,14.7,12.3,11.2,79.5,69.4,10.1,6143.0,5362.6,780.4,6261.0,5465.6,795.4
