Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,512,128,23021.3,28607.6,2005.5,2004.6,2005.6,2005.6,1456.1,1179.0,1274.7,1283.5,96.0,94.7,117.0,117.5,25.0,46.9,32.2,32.6,3401.8,3091.1,310.7,263308.7,239351.3,23957.4,268364.2,243946.9,24417.4
Bulk carrier,280,249,13055.2,22024.1,2007.6,2007.9,2008.8,2008.7,1542.2,1861.6,1931.0,1956.7,150.0,215.8,363.7,373.1,69.0,104.1,97.3,97.1,1224.7,1127.1,97.6,94638.2,87135.1,7503.1,96455.2,88808.1,7647.1
General cargo,233,139,2326.5,3282.5,2000.2,2004.3,2005.5,2005.5,1188.4,1449.1,1527.9,1546.5,129.0,157.3,223.1,224.5,41.0,113.2,84.2,81.9,485.9,412.6,73.3,37223.7,31711.6,5512.1,37938.4,32320.4,5618.0
Chemical tanker,185,136,7702.4,12233.6,2007.4,2007.7,2009.3,2009.1,1577.9,1860.5,2087.4,2060.2,143.0,173.1,335.6,330.4,30.0,56.1,59.7,59.9,1240.0,1072.4,167.5,95824.9,82936.0,12888.9,97664.7,84528.3,13136.4
Ro-Ro,151,30,11273.4,5692.4,2005.7,2006.6,2005.2,2005.6,1554.4,1536.0,1506.2,1474.7,100.0,106.5,135.0,132.3,21.0,66.2,68.5,66.2,1251.1,1128.8,122.3,96729.1,87285.7,9443.3,98586.3,88961.6,9624.6
Miscellaneous - fishing,121,57,670.5,528.6,1992.8,1992.0,1991.1,1990.3,1725.4,5619.8,5086.7,4878.5,288.0,661.7,1448.4,1355.6,38.0,287.8,428.3,533.7,375.5,288.3,87.2,28238.2,21683.8,6554.3,28780.3,22100.1,6680.2
Refrigerated bulk,106,35,1896.8,2074.3,2000.2,1994.1,2002.9,2003.0,1913.9,2043.8,2191.9,2175.0,124.5,189.9,204.8,202.2,33.0,77.2,47.5,47.2,917.8,791.4,126.4,69995.4,60472.9,9522.5,71339.3,61634.0,9705.3
Vehicle,88,40,9635.6,3343.3,2006.9,2008.8,2009.5,2008.6,1256.5,2485.1,1921.6,1869.4,92.5,180.4,211.7,203.5,20.5,28.9,35.4,35.0,589.4,565.4,24.0,45560.5,43711.6,1849.0,46435.3,44550.8,1884.5
Oil tanker,79,57,5492.0,10009.8,2005.7,2005.4,2007.9,2008.0,1655.3,1775.3,1901.9,1919.0,176.0,214.4,284.7,288.2,31.0,105.5,89.2,83.3,671.2,493.4,177.8,51723.7,38139.0,13584.7,52716.8,38871.3,13845.5
Liquefied gas tanker,48,18,869.4,984.9,2010.4,2009.8,2010.8,2010.7,1545.8,1754.7,1712.5,1694.2,128.0,161.7,263.8,264.6,29.5,32.8,37.3,37.6,177.0,152.1,24.9,13574.3,11704.8,1869.4,13834.9,11929.6,1905.3
Service - other,24,19,229.0,120.4,2005.3,2003.8,2006.7,2007.9,1924.3,2661.2,2191.6,2145.3,270.5,459.4,560.2,601.0,69.0,178.2,197.8,162.5,113.1,106.7,6.4,8577.5,8098.7,478.8,8742.2,8254.2,488.0
Service - tug,23,16,45.9,42.7,1999.6,2001.5,2003.8,2002.9,1101.2,1302.2,1202.4,1230.0,199.0,246.2,267.0,282.0,28.0,87.9,212.5,218.9,61.4,57.8,3.6,4618.4,4344.7,273.7,4707.0,4428.1,278.9
Offshore,21,13,111.6,113.9,2010.9,2009.0,2009.6,2010.2,858.0,3079.3,776.7,763.0,144.0,568.6,966.5,998.2,40.0,80.2,124.5,97.4,72.8,69.0,3.8,5462.9,5178.7,284.2,5567.7,5278.1,289.7
Cruise,12,11,814.9,96.5,1999.7,1998.3,2004.3,2002.8,879.1,1046.6,1291.3,1340.7,59.0,73.7,115.4,120.0,10.0,12.4,12.1,11.7,174.4,166.1,8.3,13488.0,12849.0,639.0,13747.0,13095.7,651.2
Ferry-RoPax,1,1,3.0,0.9,2014.0,2014.0,2014.0,2014.0,1109.3,1109.3,1109.3,1109.3,219.0,219.0,219.0,219.0,5709.0,5709.0,5709.0,5709.0,36.0,0.9,35.2,2704.2,64.0,2640.2,2756.1,65.2,2690.9
