Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Burgas,1219,650,9303.6,14706.7,1998.1,2001.5,2006.5,2007.1,325.3,585.8,623.7,632.4,45.0,90.6,235.3,240.0,25.0,59.4,62.0,62.0,1784.8,1310.8,474.0,136944.2,100836.8,36107.4,139573.6,102772.9,36800.7
Varna East,828,576,4805.4,7617.8,1998.1,2000.5,2005.6,2006.1,248.6,525.8,680.6,706.8,57.5,117.4,247.3,251.5,26.5,60.2,84.0,84.4,1099.6,910.2,189.4,84183.5,69836.5,14347.0,85799.8,71177.4,14622.5
Ignatievo,686,286,2866.1,3732.2,1997.0,1998.2,2001.1,2002.7,261.2,437.9,418.5,434.0,39.0,69.1,136.6,156.2,27.0,54.3,60.4,67.0,758.1,575.0,183.1,57960.1,44093.4,13866.7,59072.9,44940.0,14132.9
Balchik,273,200,336.6,485.2,1989.5,1991.0,1990.9,1991.3,207.0,310.6,319.7,320.3,34.0,52.4,154.9,152.7,29.0,80.7,71.5,70.7,124.9,74.9,50.1,9469.7,5703.7,3766.0,9651.5,5813.2,3838.3
Akhtopol,46,39,88.3,140.0,1992.8,1993.7,1996.3,1996.6,304.8,372.1,280.5,274.3,29.0,73.1,46.9,40.1,66.0,127.4,124.7,119.4,29.0,19.4,9.6,2199.6,1475.4,724.3,2241.9,1503.7,738.2
Nessebar,25,22,52.5,76.1,1992.4,1993.2,2000.7,2001.3,275.2,339.4,255.0,227.0,33.0,77.8,80.5,74.9,48.0,55.1,66.5,63.8,12.5,9.3,3.2,948.0,708.6,239.3,966.2,722.2,243.9
Nikopol,14,6,7.0,8.6,1966.1,1966.7,1965.6,1965.6,301.3,291.0,303.4,285.2,39.0,42.4,71.7,69.8,9.0,22.8,19.0,18.9,2.0,1.7,0.3,149.2,125.7,23.5,152.0,128.1,23.9
Sozopol,4,4,154.0,234.6,2000.0,2000.0,1992.2,1992.6,1625.7,2947.5,1404.9,1267.4,178.0,446.8,248.2,227.2,157.0,480.0,68.9,76.3,32.4,16.5,15.8,2464.7,1272.9,1191.8,2512.0,1297.3,1214.7
Oryakhovo,1,1,0.3,0.4,1967.0,1967.0,1967.0,1967.0,192.3,192.3,192.3,192.3,90.0,90.0,90.0,90.0,25.0,25.0,25.0,25.0,0.1,0.1,0.0,7.3,5.5,1.8,7.5,5.6,1.9
Kuklen,1,1,9.2,11.0,2008.0,2008.0,2008.0,2008.0,597.8,597.8,597.8,597.8,47.0,47.0,47.0,47.0,1.0,1.0,1.0,1.0,1.5,1.5,0.0,118.5,117.7,0.8,120.8,120.0,0.9
Gurkovo,1,1,2.8,2.9,2013.0,2013.0,2013.0,2013.0,564.0,564.0,564.0,564.0,1466.0,1466.0,1466.0,1466.0,98.0,98.0,98.0,98.0,4.2,3.9,0.3,313.9,294.6,19.3,319.9,300.2,19.6
