Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1532,704,2444.0,3370.0,1992.2,1995.4,1999.4,1999.1,203.2,374.8,418.0,406.8,31.0,57.7,145.0,140.0,59.0,102.1,153.7,148.1,834.6,503.7,330.9,63336.2,38418.3,24917.9,64552.2,39155.9,25396.3
Bulk carrier,411,309,3301.1,5412.6,2002.8,2005.3,2005.6,2005.7,210.6,437.2,430.7,429.8,29.0,67.3,202.6,204.2,125.0,158.7,197.7,197.8,524.2,347.1,177.1,40320.1,26784.2,13535.9,41094.3,27298.5,13795.8
Chemical tanker,353,173,1180.0,1862.8,2003.2,2006.9,2006.5,2006.4,199.2,348.2,331.7,332.9,26.0,48.1,76.6,76.3,49.0,123.8,103.2,102.5,750.8,242.7,508.2,57301.3,18602.6,38698.6,58401.4,18959.8,39441.6
Container,337,41,1230.3,1528.1,2000.4,2000.6,2000.1,2000.0,190.1,299.6,235.4,234.6,27.0,36.3,51.6,51.8,16.0,83.6,40.3,40.1,392.0,279.4,112.7,29912.4,21410.7,8501.7,30486.7,21821.8,8665.0
Oil tanker,169,88,2640.0,4690.1,2007.5,2007.3,2007.0,2007.0,450.9,595.7,460.8,456.9,47.0,75.3,69.7,69.4,70.0,165.6,356.7,344.8,1085.2,282.6,802.6,83632.2,21776.1,61856.1,85237.9,22194.2,63043.8
Ro-Ro,98,6,439.2,325.6,1985.7,1986.8,1983.4,1983.6,437.1,524.9,423.0,425.8,61.0,710.8,126.8,153.5,26.0,22.5,99.0,91.7,236.7,170.8,65.9,18194.2,13126.2,5068.0,18543.5,13378.2,5165.3
Liquefied gas tanker,46,13,137.6,146.3,2003.2,2005.5,2008.4,2008.1,412.6,406.9,336.9,340.1,39.0,42.7,62.7,62.5,67.5,73.5,76.0,78.0,106.8,37.1,69.7,8070.1,2836.6,5233.5,8225.1,2891.1,5334.0
Ferry-RoPax,45,1,407.8,207.6,1994.0,1994.0,1994.0,1994.0,626.1,626.1,629.5,629.5,50.0,50.0,51.7,51.7,44.0,44.0,75.3,75.3,117.6,75.0,42.7,8959.3,5756.0,3203.3,9131.3,5866.5,3264.8
Offshore,44,13,158.4,175.0,2009.4,2010.9,2009.1,2007.3,442.2,501.7,985.2,919.3,50.0,345.6,708.4,518.9,35.5,112.9,122.2,159.9,90.8,68.7,22.1,6910.1,5232.6,1677.5,7042.8,5333.1,1709.7
Service - tug,39,21,14.3,10.3,1997.2,1996.3,2001.5,2003.8,415.0,638.8,611.3,637.0,89.0,351.2,393.1,385.9,38.0,253.7,364.4,236.8,30.9,21.9,9.0,2321.2,1642.6,678.6,2365.8,1674.2,691.6
Service - other,13,12,61.4,75.0,1989.8,1990.5,1984.9,1983.5,1356.4,3300.8,1808.2,2306.1,279.0,992.8,2245.4,2442.8,162.0,575.3,1177.8,1273.0,61.8,46.9,14.9,4645.4,3528.9,1116.4,4734.5,3596.7,1137.9
Miscellaneous - fishing,3,1,2.6,4.0,1988.0,1988.0,1988.0,1988.0,360.0,360.0,400.1,400.1,45.0,45.0,114.4,114.4,51.0,51.0,64.0,64.0,1.5,1.2,0.3,115.9,91.2,24.7,118.1,92.9,25.2
Vehicle,3,3,21.7,5.9,2006.7,2006.7,2006.4,2006.5,182.5,241.9,235.1,231.1,22.0,25.3,27.1,26.8,9.0,207.7,181.6,202.1,8.5,1.8,6.7,657.2,136.3,520.9,669.8,138.9,530.9
Refrigerated bulk,1,1,1.6,1.6,1998.0,1998.0,1998.0,1998.0,162.9,162.9,162.9,162.9,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,0.9,0.6,0.4,69.7,42.9,26.8,71.0,43.7,27.3
