Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,1477,721,3072.0,4590.9,1995.5,1998.7,2002.0,2002.2,194.6,263.7,262.3,263.9,31.0,64.8,126.1,134.4,19.0,42.7,51.5,51.7,1044.3,754.1,290.2,79713.8,57764.8,21949.0,81244.3,58873.9,22370.4
Ukraine,528,345,1684.2,2381.3,1996.1,1998.3,1998.2,1998.7,339.4,382.4,372.6,373.0,48.0,81.4,124.0,124.1,24.0,63.5,62.4,66.3,425.0,325.7,99.2,32435.8,24914.0,7521.8,33058.6,25392.3,7666.3
Russian Federation,348,211,3621.4,6086.4,2000.6,2002.2,2006.4,2007.0,491.4,585.3,575.2,580.8,72.0,132.5,152.1,155.9,39.5,80.3,58.0,56.8,719.7,530.9,188.9,55198.5,40767.1,14431.4,56258.3,41549.8,14708.5
Romania,335,235,508.6,769.7,1995.5,1995.7,2002.5,2002.9,135.1,185.0,204.7,221.4,19.0,51.7,126.6,133.6,34.0,107.8,150.4,162.7,276.2,104.2,172.0,21030.9,7952.6,13078.3,21434.6,8105.2,13329.4
Georgia,124,45,982.8,898.9,1996.0,2003.0,1993.6,1998.1,622.1,634.6,621.9,625.0,58.5,96.9,88.5,84.0,30.0,68.4,38.8,50.0,258.9,197.3,61.5,19862.8,15188.7,4674.1,20244.1,15480.3,4763.8
Greece,84,54,546.6,740.9,1999.6,1999.7,2003.3,2002.8,558.3,821.3,640.2,644.5,73.0,127.1,144.9,123.2,23.0,50.4,43.4,46.3,139.8,114.7,25.1,10676.0,8775.2,1900.8,10881.0,8943.7,1937.3
Malta,34,14,456.2,609.2,2003.6,2008.3,2004.8,2005.5,1021.5,1036.7,1069.7,1057.5,100.0,119.2,117.9,117.6,13.0,18.9,21.6,21.6,115.6,105.8,9.8,8876.5,8131.5,745.0,9047.0,8287.6,759.3
Spain,33,32,1781.7,2920.5,2009.4,2009.3,2008.5,2008.6,2039.4,2158.6,2150.9,2154.9,180.0,204.5,217.1,216.8,24.0,55.6,55.6,55.2,185.3,175.4,9.9,14340.8,13575.8,764.9,14616.1,13836.5,779.6
Italy,25,23,522.2,801.3,2003.9,2004.3,2006.0,2005.8,1270.6,1437.2,1195.9,1139.5,130.0,144.5,162.7,163.2,87.0,110.4,110.1,108.3,83.7,65.9,17.8,6441.4,5080.1,1361.3,6565.1,5177.7,1387.5
Gibraltar,14,14,613.2,1032.9,2010.9,2010.9,2011.7,2011.7,2003.0,2006.6,1991.1,1990.3,180.5,200.0,195.8,194.1,7.0,7.9,8.1,8.2,65.2,64.6,0.6,5044.4,5000.2,44.2,5141.2,5096.2,45.1
Egypt,14,8,92.1,137.6,1998.4,1997.1,1999.8,1999.7,996.0,1104.6,1031.9,1027.7,122.5,130.0,145.1,147.2,138.5,123.1,123.8,121.5,29.6,20.7,8.9,2258.4,1588.5,669.9,2301.8,1619.0,682.8
Netherlands,9,9,520.2,866.2,2007.7,2007.7,2011.3,2011.5,3333.7,2997.0,3245.2,3293.3,310.0,292.3,338.8,339.9,118.0,124.9,191.8,196.5,59.1,54.9,4.2,4539.3,4225.0,314.3,4626.4,4306.1,320.3
Cyprus,9,9,77.5,121.2,2000.0,2000.0,2004.9,2005.0,942.5,1345.8,1123.6,1103.0,97.0,165.9,212.3,201.2,109.0,255.2,258.5,242.3,27.4,15.8,11.6,2083.6,1209.2,874.4,2123.6,1232.4,891.2
Algeria,6,5,53.5,78.4,2003.8,2003.4,2004.0,2004.2,1597.9,1872.0,1826.2,1837.1,202.5,200.6,205.3,204.7,82.5,73.1,80.3,81.1,13.4,11.6,1.9,1033.6,891.9,141.7,1053.5,909.0,144.4
Morocco,5,5,62.9,99.2,2004.4,2004.4,2010.5,2011.0,2172.0,2146.0,2210.5,2214.5,218.0,217.8,208.9,208.9,77.0,79.0,81.3,81.1,20.2,16.9,3.3,1542.8,1294.2,248.7,1572.4,1319.0,253.4
Singapore,4,4,631.4,1105.0,2007.8,2007.8,2007.9,2007.8,6128.7,6088.4,6087.1,6097.1,540.0,538.8,543.1,545.7,10.0,9.5,10.0,10.1,67.2,67.0,0.2,5202.6,5189.7,12.9,5302.5,5289.4,13.1
Israel,4,4,12.8,18.2,1992.5,1992.5,1990.9,1991.1,1057.1,1058.4,1049.8,1050.9,125.5,132.0,129.4,128.9,100.5,130.5,132.9,129.3,3.6,3.1,0.5,269.2,230.7,38.5,274.4,235.2,39.2
India,4,4,271.4,347.5,2009.8,2009.8,2009.7,2009.7,5577.9,5303.3,5401.8,5375.1,472.0,470.5,473.4,472.6,243.0,187.8,212.6,209.8,50.7,46.0,4.7,3899.2,3542.6,356.5,3974.0,3610.7,363.4
United States of America,3,3,335.1,526.0,2008.0,2008.0,2015.0,2014.9,6495.1,6423.2,6720.3,6728.8,664.0,686.7,695.0,699.1,60.0,71.0,89.1,88.2,37.7,37.0,0.7,2907.9,2856.4,51.5,2963.8,2911.3,52.5
Libya,3,2,36.8,60.0,1987.7,1986.5,1989.0,1989.0,1081.5,1104.2,1139.3,1139.0,98.0,115.0,102.8,102.9,73.0,103.8,157.7,157.3,5.3,4.3,0.9,403.9,332.6,71.3,411.7,339.0,72.7
United Kingdom of Great Britain and Northern Ireland,3,3,202.0,318.6,2006.3,2006.3,2007.9,2007.7,3328.4,3356.2,3363.2,3361.7,329.0,323.0,325.4,325.2,203.0,225.3,207.8,209.2,25.0,22.2,2.8,1924.8,1714.6,210.2,1961.8,1747.5,214.2
Germany,3,3,386.3,679.3,2013.3,2013.3,2013.3,2013.3,3610.1,3607.3,3609.2,3608.9,553.0,614.3,625.3,624.6,72.0,68.3,67.7,67.7,40.1,38.9,1.2,3076.7,2987.6,89.1,3135.8,3045.0,90.8
France,3,3,129.1,214.7,2006.3,2006.3,2009.9,2010.0,1655.3,2089.7,2629.5,2668.0,235.0,217.7,259.3,260.9,29.0,40.3,13.7,12.7,16.0,15.3,0.8,1233.0,1176.1,56.8,1256.6,1198.7,57.9
Portugal,3,3,92.3,145.8,2006.7,2006.7,2010.1,2010.1,2303.3,2302.3,2328.5,2330.4,221.0,302.0,217.8,216.2,81.0,133.0,169.9,175.1,13.5,12.8,0.7,1033.2,981.2,51.9,1053.0,1000.1,52.9
Belgium,3,3,210.6,336.2,2006.7,2006.7,2007.2,2007.1,3387.2,3384.5,3380.1,3379.5,317.0,308.7,308.9,308.6,33.0,65.0,61.0,61.5,26.4,25.9,0.4,2031.5,1999.1,32.3,2070.5,2037.5,33.0
Albania,3,3,7.3,9.3,1985.0,1985.0,1984.6,1985.3,1450.7,1284.5,1307.7,1293.2,175.0,175.0,176.2,175.3,64.0,71.0,68.2,68.4,2.0,1.6,0.5,151.6,116.4,35.2,154.5,118.7,35.8
Lebanon,3,3,20.0,27.5,1987.0,1987.0,2001.8,2004.6,1067.2,1049.5,1056.3,1056.8,143.0,160.3,124.9,119.4,169.0,170.0,167.7,166.8,4.0,3.3,0.7,305.8,255.3,50.4,311.7,260.3,51.4
Serbia,2,2,0.7,0.9,1967.0,1967.0,1967.0,1967.0,206.2,206.2,206.2,206.2,65.5,65.5,63.9,63.9,28.5,28.5,28.7,28.7,0.2,0.1,0.0,12.6,9.0,3.6,12.9,9.2,3.7
China,2,2,377.4,576.5,2013.5,2013.5,2013.5,2013.5,8499.2,8499.2,8505.3,8504.3,794.0,794.0,788.3,789.1,61.5,61.5,60.4,60.6,35.2,34.8,0.4,2722.9,2692.9,30.0,2775.2,2744.6,30.6
Saudi Arabia,2,2,24.3,31.8,2009.0,2009.0,2009.1,2009.2,1659.1,1659.1,1661.7,1662.7,177.0,177.0,175.9,175.6,16.0,16.0,17.3,17.7,5.5,5.3,0.1,422.1,411.0,11.0,430.2,418.9,11.2
South Africa,1,1,87.5,145.3,2008.0,2008.0,2008.0,2008.0,7302.1,7302.1,7302.1,7302.1,773.0,773.0,773.0,773.0,63.0,63.0,63.0,63.0,23.8,22.7,1.0,1824.4,1747.4,77.0,1859.4,1781.0,78.4
Indonesia,1,1,0.4,0.5,1991.0,1991.0,1991.0,1991.0,286.1,286.1,286.1,286.1,34.0,34.0,34.0,34.0,30.0,30.0,30.0,30.0,0.1,0.1,0.0,10.7,9.6,1.1,10.9,9.8,1.2
Kenya,1,1,0.2,0.1,2005.0,2005.0,2005.0,2005.0,656.6,656.6,656.6,656.6,943.0,943.0,943.0,943.0,592.0,592.0,592.0,592.0,2.8,1.7,1.0,206.7,129.4,77.2,210.6,131.9,78.7
Croatia,1,1,32.2,51.7,2006.0,2006.0,2006.0,2006.0,1281.8,1281.8,1281.8,1281.8,148.0,148.0,148.0,148.0,79.0,79.0,79.0,79.0,5.5,3.5,1.9,423.2,272.4,150.8,431.3,277.6,153.7
Montenegro,1,1,5.5,1.8,2003.0,2003.0,2003.0,2003.0,1455.8,1455.8,1455.8,1455.8,168.0,168.0,168.0,168.0,189.0,189.0,189.0,189.0,2.0,1.6,0.4,146.7,119.2,27.5,149.6,121.5,28.1
Bangladesh,1,1,154.6,270.9,1998.0,1998.0,1998.0,1998.0,5938.7,5938.7,5938.7,5938.7,662.0,662.0,662.0,662.0,275.0,275.0,275.0,275.0,14.2,13.1,1.2,1103.6,1014.1,89.5,1124.8,1033.6,91.2
Syrian Arab Republic,1,1,6.7,9.7,1984.0,1984.0,1984.0,1984.0,1137.9,1137.9,1137.9,1137.9,123.0,123.0,123.0,123.0,140.0,140.0,140.0,140.0,2.0,1.4,0.6,151.9,108.5,43.4,154.9,110.6,44.2
Tunisia,1,1,6.1,3.5,2015.0,2015.0,2015.0,2015.0,1127.8,1127.8,1127.8,1127.8,143.0,143.0,143.0,143.0,0.0,0.0,0.0,0.0,2.9,2.9,0.0,216.0,216.0,0.0,220.2,220.2,0.0
