Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Shanghai,12771,3486,113500.7,136572.9,2006.4,2007.2,2008.4,2008.5,84.7,322.5,324.6,319.5,12.0,67.7,128.6,147.0,13.0,72.5,117.5,126.5,16560.3,11271.2,5289.0,1274158.9,868412.8,405746.1,1298622.7,885086.3,413536.5
Luhuashan,9458,4456,123451.9,184553.9,2006.8,2007.7,2007.4,2007.6,327.6,579.7,491.0,486.8,32.0,71.6,153.6,144.7,22.0,48.3,65.3,66.2,16258.8,12504.9,3753.9,1252964.4,964888.8,288075.6,1277021.3,983414.6,293606.7
Dalian,8730,1604,73582.9,89119.4,2006.4,2007.3,2008.4,2008.4,126.2,558.9,322.3,441.9,13.0,79.5,162.7,206.7,11.0,68.2,55.4,66.0,10998.1,8052.9,2945.2,846255.5,620674.7,225580.8,862503.6,632591.7,229911.9
Taicang,7310,3315,67586.9,115337.7,2006.4,2007.3,2008.3,2008.4,110.6,304.1,397.8,405.0,19.0,65.5,184.0,187.4,15.0,36.1,51.0,50.7,7910.4,6541.7,1368.6,609606.1,504949.0,104657.2,621310.6,514644.0,106666.6
Zhoushan,5703,2290,125726.1,173257.9,2007.2,2007.7,2009.2,2008.9,371.4,667.7,511.9,543.8,42.0,115.2,147.1,159.4,26.0,100.1,81.0,85.9,17134.0,10824.5,6309.5,1319852.3,835195.9,484656.4,1345193.5,851231.7,493961.8
Beilun,5595,1894,107443.5,138434.0,2007.5,2007.5,2008.9,2008.6,294.0,603.1,474.8,502.5,49.0,90.1,121.1,132.0,16.0,56.3,48.2,56.2,13313.5,11005.5,2308.0,1027547.6,850280.3,177267.4,1047276.5,866605.7,180670.9
Tianjin,5556,2127,85374.2,109587.2,2006.8,2007.6,2008.9,2008.9,326.6,672.8,638.0,642.8,59.0,104.1,150.6,157.6,28.0,54.8,45.8,47.8,11456.4,9283.6,2172.8,881923.2,715557.9,166365.3,898856.1,729296.6,169559.5
Yantai,4927,533,23197.6,18820.8,2006.3,2005.7,2007.8,2007.5,94.0,633.9,198.6,312.7,8.0,103.9,79.0,114.2,5.0,58.6,34.2,59.6,3500.5,2767.8,732.7,268265.1,212687.8,55577.3,273415.8,216771.4,56644.4
Qianwan,4212,1382,116426.6,137624.9,2006.8,2008.0,2009.5,2009.2,439.5,601.0,591.2,585.4,43.0,88.3,116.3,121.7,15.0,27.5,24.0,25.3,12505.6,11114.3,1391.4,966290.9,859286.2,107004.7,984843.7,875784.5,109059.2
Zhangjiagang,4172,1936,27425.3,46738.4,2005.7,2006.9,2007.8,2007.8,138.8,283.6,345.1,353.4,16.0,58.1,144.0,145.0,36.0,79.9,167.1,170.9,5104.4,2718.4,2386.1,392582.7,209534.8,183047.9,400120.3,213557.9,186562.4
Yangshan,4030,1455,139883.4,151157.9,2009.2,2008.7,2010.8,2010.5,250.8,536.2,424.6,430.2,43.0,82.3,100.3,104.4,20.0,41.6,37.1,39.2,12909.8,11122.7,1787.1,995868.0,858765.0,137103.0,1014988.6,875253.3,139735.4
Nansha,3653,1081,115565.0,145276.4,2007.1,2007.6,2008.8,2008.7,477.3,605.9,728.5,737.4,52.0,74.3,111.2,118.9,18.0,59.2,44.2,50.0,13323.9,11143.3,2180.6,1030261.1,862258.4,168002.7,1050042.2,878813.8,171228.4
