Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,48488,2505,1237991.4,1402637.3,2006.9,2008.4,2009.2,2009.0,287.7,432.2,510.1,512.8,33.0,47.3,95.2,95.5,14.0,21.9,30.4,30.2,135795.2,117006.8,18788.4,10499658.0,9052395.1,1447262.9,10701251.4,9226201.1,1475050.3
Bulk carrier,44043,5333,1053176.6,1890351.3,2006.0,2009.0,2006.6,2006.5,507.6,563.7,670.6,671.8,64.0,94.7,213.9,214.4,48.0,86.4,95.9,95.9,93324.6,76394.1,16930.4,7223648.3,5914914.9,1308733.5,7362342.4,6028481.2,1333861.1
Chemical tanker,23249,1427,68040.1,105861.6,2008.3,2008.4,2008.4,2008.3,208.3,306.2,412.1,410.9,28.0,42.3,164.3,166.9,23.0,44.1,64.1,65.7,25550.5,15912.9,9637.6,1952909.8,1220883.5,732026.3,1990405.7,1244324.5,746081.2
General cargo,20349,1861,99789.8,142956.7,2002.7,2004.4,2003.3,2003.4,227.1,460.8,531.4,529.9,37.0,82.6,273.9,269.6,28.0,69.3,135.2,137.3,19201.9,14576.4,4625.4,1464960.3,1116016.3,348944.0,1493087.5,1137443.8,355643.7
Oil tanker,11835,938,199321.6,348668.2,2007.6,2008.7,2009.0,2009.0,259.3,772.1,640.3,655.5,37.0,117.5,222.6,226.5,35.0,113.1,119.6,122.5,37809.7,20343.2,17466.5,2916181.3,1569935.0,1346246.4,2972172.0,1600077.7,1372094.3
Ferry-RoPax,9058,32,26874.9,7094.1,2008.1,2004.8,2007.4,2007.2,91.6,3054.5,122.5,121.7,8.0,409.8,301.7,302.6,4.0,110.8,68.4,67.6,5754.1,4380.0,1374.2,439161.9,335314.3,103847.6,447593.8,341752.4,105841.4
Liquefied gas tanker,7497,462,30686.4,30608.8,2006.0,2007.3,2008.5,2008.1,249.6,483.1,646.1,619.0,28.0,56.4,349.4,328.7,22.0,43.8,129.1,116.2,9561.9,6028.9,3532.9,719831.0,452841.8,266989.2,733651.7,461536.4,272115.3
Service - tug,4572,209,6596.1,5601.2,2007.8,2006.4,2007.8,2007.2,224.0,735.6,743.5,764.9,46.0,160.8,554.8,546.6,26.0,91.1,273.3,277.8,5569.8,3943.4,1626.4,418919.3,296503.3,122416.0,426962.5,302196.1,124766.4
Vehicle,4431,347,73602.7,24240.2,2004.1,2006.5,2006.4,2005.6,535.2,537.9,573.0,567.2,43.0,51.5,130.7,131.4,14.0,19.8,61.6,61.6,6694.9,5698.8,996.1,515757.0,439869.7,75887.3,525659.5,448315.2,77344.3
Offshore,3673,192,9801.7,10424.1,2006.9,2011.1,2009.9,2009.3,232.9,1088.5,663.7,685.3,47.0,310.1,713.4,674.2,26.0,194.9,230.5,206.8,5545.2,3989.5,1555.7,417054.8,300133.2,116921.6,425062.2,305895.7,119166.5
Service - other,2823,207,19358.4,17499.5,2004.8,2005.1,2005.9,2006.4,312.7,1204.6,999.5,936.9,64.0,317.3,897.1,850.0,39.0,142.5,331.5,305.9,5956.6,4259.7,1696.9,450807.9,322557.4,128250.5,459463.4,328750.5,130712.9
Ferry-pax only,1224,55,709.7,98.0,2006.7,2005.1,2007.1,2009.5,655.1,3789.9,1297.2,1215.4,41.0,318.0,999.1,836.3,17.0,26.0,117.0,125.3,989.4,760.1,229.4,74288.5,57066.5,17222.0,75714.9,58162.2,17552.6
Miscellaneous - fishing,1039,42,515.4,482.8,1982.7,1992.3,1990.5,1989.3,320.0,1534.1,859.8,821.6,43.0,199.9,436.9,367.6,12.0,263.0,291.6,278.4,582.4,422.0,160.5,43752.2,31704.7,12047.5,44592.3,32313.4,12278.9
Refrigerated bulk,503,110,1995.2,2256.7,1987.1,1990.8,1986.4,1986.5,231.5,1179.7,946.5,964.3,46.0,175.6,1316.5,1331.0,37.0,207.8,280.1,277.2,2509.2,1458.8,1050.5,189138.5,110163.3,78975.2,192769.9,112278.4,80491.5
Ro-Ro,250,15,1080.0,547.5,2000.8,1999.8,2002.3,2002.9,199.3,379.0,246.9,257.3,18.0,55.7,126.6,146.2,23.0,65.5,65.0,64.0,376.8,236.3,140.5,29022.0,18213.5,10808.6,29579.3,18563.2,11016.1
Cruise,92,29,5246.7,511.3,2003.8,2003.1,2007.9,2007.1,519.2,734.6,847.9,841.7,37.0,49.9,75.8,78.9,24.5,32.6,74.8,71.5,1276.8,764.5,512.3,98879.0,59200.9,39678.0,100777.4,60337.6,40439.9
Other liquids tankers,5,2,30.9,39.7,2010.0,2011.5,2012.0,2012.2,111.7,382.1,203.5,221.7,62.0,65.2,654.3,583.3,14.0,38.5,45.0,47.5,100.0,98.3,1.7,7749.4,7616.8,132.6,7898.2,7763.1,135.1
