Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Shanghai,7816,2248,380621.9,459546.3,2006.8,2007.2,2007.7,2008.1,870.9,1985.6,1711.2,2023.5,67.0,180.6,271.6,301.8,11.0,54.3,56.4,68.1,45445.9,42504.2,2941.7,3501387.3,3277163.4,224223.9,3568613.9,3340085.0,228529.0
Chiwan,4137,1026,269945.2,309669.0,2006.6,2008.1,2008.4,2008.4,1412.6,1486.9,1388.7,1393.7,91.0,115.4,129.1,133.9,16.0,30.2,27.1,28.9,32982.6,31487.7,1494.8,2551566.6,2436585.1,114981.5,2600556.6,2483367.5,117189.1
Taicang,2813,1719,205444.5,361041.5,2006.4,2007.8,2010.5,2010.7,1101.0,2350.7,2766.3,2897.4,125.0,223.2,355.2,353.4,25.0,72.2,93.2,95.6,15607.1,14410.1,1197.0,1205075.7,1113619.2,91456.5,1228213.1,1135000.7,93212.4
Dalian,2756,1432,205011.5,345371.3,2004.6,2006.4,2010.1,2010.3,1068.6,2295.0,2449.4,2672.8,96.0,241.5,373.5,384.5,23.0,65.3,84.2,90.4,17508.0,15790.9,1717.1,1330626.8,1199228.1,131398.7,1356174.8,1222253.3,133921.5
Qianwan,2637,1110,225119.9,363191.6,2007.9,2008.2,2009.1,2009.2,895.4,2091.5,1886.4,2183.8,66.0,187.8,343.3,371.6,15.0,50.4,57.2,62.5,18378.6,16977.5,1401.1,1421067.8,1313330.7,107737.1,1448352.3,1338546.7,109805.7
Zhoushan,2598,1745,360448.8,525906.8,2007.6,2007.4,2010.1,2009.8,1633.2,2486.7,2615.4,2719.2,157.0,293.2,375.1,390.3,25.0,70.8,65.2,70.9,32673.1,30902.0,1771.1,2468293.7,2332518.3,135775.4,2515685.0,2377302.7,138382.3
Beilun,2531,1324,271903.5,406525.0,2007.6,2007.9,2008.7,2008.9,1021.2,2052.5,2392.6,2497.9,84.0,185.2,306.9,318.7,22.0,63.1,60.3,61.6,24871.1,23010.2,1860.9,1922393.8,1779797.8,142596.0,1959303.7,1813969.9,145333.8
Xiamen,2469,624,85932.2,97134.8,2005.9,2007.5,2009.9,2010.4,740.1,1564.7,1528.3,1550.1,60.0,141.1,240.8,248.2,12.0,46.6,69.5,73.7,11697.1,10813.3,883.9,902692.6,835286.7,67405.9,920024.3,851324.2,68700.1
Yantian,2418,732,476318.0,501857.5,2009.5,2010.2,2012.6,2012.5,1303.1,2017.8,2126.2,2116.1,79.0,127.5,319.9,324.1,17.0,26.2,39.5,39.6,44367.0,43124.6,1242.4,3433475.3,3338208.8,95266.4,3499398.0,3402302.5,97095.6
Tianjin,2233,1518,184483.4,269858.9,2007.1,2007.9,2010.5,2010.5,1360.0,2668.6,2748.5,2917.4,122.0,238.3,403.1,419.4,25.0,63.2,79.3,89.2,16565.6,15392.0,1173.6,1250592.3,1160489.7,90102.6,1274603.6,1182771.1,91832.5
Nansha,1852,837,104762.0,128650.4,2008.6,2008.3,2009.8,2009.3,1425.8,1394.4,1285.0,1391.6,97.5,142.6,173.0,204.7,16.0,46.1,40.9,47.0,13006.5,11928.5,1078.0,1006294.9,923169.7,83125.2,1025615.8,940894.6,84721.2
Zhangjiagang,1794,1069,100604.1,167039.8,2005.9,2007.2,2008.7,2008.8,1159.2,2312.0,2811.2,2817.2,107.5,218.2,395.0,388.8,25.0,75.1,97.9,100.7,9481.4,8483.7,997.7,732033.3,655708.5,76324.9,746088.4,668298.1,77790.3
