Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Luhuashan,9037,3668,292784.0,426940.3,2006.0,2006.8,2007.8,2008.1,889.3,1956.9,1861.4,2008.0,76.0,189.1,347.2,371.1,20.0,45.8,59.7,64.1,35825.4,33371.5,2453.9,2763632.0,2576602.5,187029.5,2816693.8,2626073.3,190620.5
Shanghai,4058,1369,221206.7,205488.7,2007.1,2006.8,2007.5,2007.3,876.5,1796.0,1495.2,1677.0,75.0,183.8,303.7,349.7,12.0,54.7,53.1,64.1,26085.9,23644.5,2441.4,2010114.0,1822556.3,187557.7,2048708.2,1857549.4,191158.8
Beilun,3417,1922,527060.0,901784.6,2008.1,2008.9,2009.9,2009.9,1415.0,2838.5,3084.9,3477.5,154.0,298.6,547.9,575.6,24.0,52.8,58.0,60.3,39598.2,37262.8,2335.4,3063235.6,2883150.0,180085.6,3122049.7,2938506.5,183543.3
Qianwan,2959,1360,431159.8,631450.8,2008.3,2008.8,2010.2,2010.4,1144.8,2598.6,2688.7,2987.0,97.0,257.5,499.2,552.7,19.0,35.6,38.8,44.0,36978.5,35321.8,1656.7,2861724.4,2733932.4,127792.0,2916669.5,2786423.9,130245.6
Chiwan,2943,699,133613.1,155065.1,2006.4,2007.5,2009.3,2009.2,559.7,1266.3,1150.4,1145.0,60.0,112.8,211.9,217.0,11.0,29.4,24.3,27.3,15809.4,15056.3,753.1,1222141.2,1164315.4,57825.7,1245606.3,1186670.3,58936.0
Zhoushan,2582,1656,376973.0,546858.4,2007.8,2007.3,2010.2,2010.0,1178.9,2726.0,2494.6,2743.5,130.0,299.3,514.1,555.8,34.0,111.9,87.0,90.3,33527.1,29742.4,3784.7,2528481.6,2236785.9,291695.7,2577028.4,2279732.2,297296.2
Dalian,2489,1204,322351.3,545589.0,2004.5,2005.8,2010.2,2010.4,1066.7,2624.1,4090.7,4543.4,94.0,252.2,662.6,713.4,41.0,103.4,129.3,139.4,24695.1,22702.0,1993.1,1870638.9,1717739.0,152899.9,1906555.2,1750719.6,155835.6
Tianjin,2462,1432,231215.4,297635.3,2007.5,2008.0,2010.0,2010.1,1391.9,2548.2,2817.7,2892.2,130.0,241.9,363.0,391.4,26.0,51.9,49.2,56.0,22838.0,21679.8,1158.2,1728145.6,1639192.2,88953.4,1761325.9,1670664.7,90661.3
Lianyungang,2172,1231,243869.4,419802.8,2007.1,2008.3,2008.2,2008.2,1270.3,2909.0,3579.8,3851.3,123.5,283.6,546.8,566.5,42.0,78.3,82.5,85.8,18101.0,17152.3,948.7,1398848.1,1326176.1,72672.1,1425706.0,1351638.7,74067.4
Xiamen,1991,642,132362.8,149887.2,2006.3,2007.8,2011.2,2011.5,309.5,1953.3,1955.8,2038.2,29.0,178.8,439.7,460.9,12.0,35.1,27.8,30.8,13272.3,12611.6,660.7,1025988.9,975364.9,50624.0,1045687.9,994091.9,51596.0
Yantian,1947,688,286596.6,302335.0,2009.0,2009.7,2012.1,2011.9,542.3,1553.9,1631.4,1629.7,54.0,118.8,447.2,449.6,15.0,18.8,19.7,19.7,24051.6,23310.8,740.8,1861914.1,1804640.5,57273.6,1897662.9,1839289.6,58373.3
Rizhao,1798,1292,542229.6,979179.2,2008.5,2009.1,2009.2,2009.1,3430.8,3866.1,4716.2,4779.2,290.0,363.9,652.5,667.3,82.0,105.2,109.0,110.9,33174.5,31831.5,1343.0,2517267.8,2413523.6,103744.2,2565599.3,2459863.2,105736.1
Yangshan,1511,793,265338.3,280436.1,2009.6,2008.7,2012.6,2012.4,847.5,1784.6,1993.4,1950.6,87.0,149.3,340.2,337.4,22.0,39.4,31.2,32.0,21965.0,21110.8,854.2,1678252.7,1614355.7,63897.0,1710475.1,1645351.3,65123.8
Guishan,1489,942,46974.2,62870.8,2006.2,2006.7,2007.4,2007.2,1403.3,1657.9,1967.8,1971.4,123.0,174.2,310.9,320.9,16.0,45.2,55.1,66.3,6012.0,5479.8,532.2,460749.0,420264.4,40484.6,469595.4,428333.4,41261.9
Lanshan,1487,1120,422183.6,798657.1,2009.4,2009.6,2010.8,2010.8,2956.2,4018.2,5053.4,5111.1,334.0,401.8,782.0,789.2,71.0,116.3,104.0,102.9,26432.3,25343.1,1089.3,2046261.7,1962270.5,83991.2,2085550.0,1999946.1,85603.9
Taicang,1401,853,42346.7,66118.0,2005.6,2006.8,2008.7,2009.1,862.9,2023.7,2081.9,2272.7,96.0,236.1,438.2,456.1,16.0,49.6,72.3,74.0,5559.0,5274.6,284.4,428451.3,406820.3,21631.0,436677.6,414631.3,22046.3
Qinzhou,1351,624,45830.1,73328.6,2006.0,2008.6,2009.6,2009.7,929.4,1812.4,1631.1,1719.0,95.0,201.3,316.5,325.0,19.0,94.3,106.4,114.1,5305.3,4693.4,611.9,409693.3,362751.2,46942.1,417559.4,369716.0,47843.4
Nansha,1287,663,111127.2,127743.6,2007.6,2007.7,2010.5,2010.0,669.6,1621.9,1724.3,1884.3,75.0,159.8,298.9,330.3,12.0,65.8,42.1,50.5,10728.5,9795.2,933.3,829587.5,757669.4,71918.1,845515.6,772216.7,73298.9
Liuheng,1271,776,162468.2,263194.2,2007.8,2008.1,2008.8,2008.9,968.1,2612.8,2559.2,2781.1,108.0,278.8,468.3,494.0,20.0,87.1,69.2,69.2,13109.0,12109.3,999.7,1013449.1,936334.7,77114.4,1032907.3,954312.3,78595.0
