Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
"Korea, Republic of",13302,4039,256599.6,307624.6,2006.4,2006.6,2009.3,2009.2,564.3,918.4,726.4,762.0,56.0,111.0,169.6,182.2,22.0,67.1,78.7,90.3,36424.3,29154.4,7269.9,2804091.4,2247654.6,556436.8,2857929.9,2290809.6,567120.3
Japan,12708,2719,244273.9,250831.1,2005.5,2006.7,2008.0,2008.2,950.2,1191.2,1047.6,1138.2,81.0,128.8,131.6,162.8,19.0,69.6,57.3,72.6,38636.2,32752.7,5883.4,2972147.0,2521006.8,451140.2,3029212.2,2569410.1,459802.1
"Taiwan, Province of China",9675,2561,151875.8,187122.1,2004.8,2006.4,2007.6,2007.4,418.7,977.0,563.6,589.2,42.0,135.1,154.8,173.9,15.0,71.0,60.5,71.3,21675.2,17415.4,4259.8,1662209.2,1336106.7,326102.5,1694123.6,1361759.9,332363.6
Hong Kong,7463,2801,201003.8,246249.3,2006.7,2007.4,2009.2,2008.8,402.0,886.6,783.1,831.8,41.0,104.5,206.7,222.8,18.0,63.2,81.5,83.5,22481.1,18714.2,3767.0,1719090.1,1435269.7,283820.4,1752096.6,1462826.9,289269.7
Singapore,6991,4567,779868.9,1133782.7,2009.5,2009.4,2010.3,2010.2,2190.7,2300.6,2239.9,2300.3,188.0,232.2,295.7,329.5,40.0,88.5,70.8,81.0,71217.9,65811.0,5406.9,5498621.4,5082022.5,416598.9,5604194.9,5179597.3,424597.6
Australia,6085,2206,1848029.3,3332006.9,2010.8,2010.6,2011.2,2011.1,3813.5,3999.8,3833.5,3806.1,357.0,384.4,387.3,391.9,63.0,82.6,90.7,92.8,120320.2,116368.8,3951.5,9061814.2,8756303.1,305511.1,9235801.0,8924424.1,311376.9
Viet Nam,4074,1257,87272.2,110398.4,2005.3,2006.2,2006.9,2006.9,703.1,1285.5,1028.6,1085.6,65.0,151.1,181.5,212.1,12.0,55.9,52.6,60.7,12286.4,10991.2,1295.2,947269.9,848265.9,99004.0,965457.5,864552.6,100904.9
Indonesia,3401,2398,369165.7,658111.0,2007.5,2008.2,2008.9,2009.0,2286.8,2503.1,2612.3,2637.9,223.0,275.4,486.4,503.5,58.0,90.5,98.5,98.9,30908.5,27831.4,3077.1,2375268.1,2138786.0,236482.1,2420873.3,2179850.7,241022.6
Malaysia,2584,1777,362451.8,534789.4,2008.2,2008.2,2009.7,2009.6,2141.6,2370.5,2450.8,2569.3,186.0,248.1,406.7,469.8,32.0,76.3,65.4,73.3,29984.4,27706.6,2277.8,2289695.0,2115856.6,173838.4,2333657.1,2156481.0,177176.1
Philippines,2524,1101,97284.0,140691.6,2007.1,2007.5,2008.8,2009.0,1304.7,1573.4,1559.1,1616.9,125.0,188.1,344.7,342.4,25.0,74.3,77.9,88.4,12703.5,11386.1,1317.4,979750.6,878566.1,101184.5,998561.8,895434.6,103127.2
