Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Luhuashan,17469,6224,68517.9,102173.5,2006.4,2007.5,2008.5,2008.7,102.6,196.0,177.8,184.0,13.0,39.4,111.4,113.3,20.0,69.0,185.8,183.1,14288.7,7014.5,7274.2,1096331.0,539568.4,556762.6,1117380.6,549928.1,567452.5
Shanghai,9053,2598,126623.3,145210.2,2006.3,2007.1,2007.5,2007.5,264.5,509.5,453.2,441.6,42.0,72.7,145.5,162.5,15.0,47.5,53.8,56.3,18043.0,14455.5,3587.4,1389356.9,1114961.1,274395.8,1416032.5,1136368.3,279664.2
Dalian,8455,1348,74442.2,87645.4,2006.5,2006.9,2008.3,2008.1,144.5,614.5,333.8,457.8,15.0,90.5,126.8,156.0,7.0,68.7,52.3,65.9,11255.8,8196.9,3058.9,865967.1,631600.3,234366.8,882593.7,643727.1,238866.6
Beilun,6559,2505,133117.9,176447.2,2007.8,2008.4,2009.3,2009.1,295.7,501.8,465.2,469.8,39.0,78.4,94.5,100.5,20.0,51.7,46.1,54.8,15995.2,12533.5,3461.8,1235666.9,968995.2,266671.6,1259391.7,987600.0,271791.7
Tianjin,5866,2023,96633.2,116272.0,2007.0,2007.7,2008.2,2008.3,444.8,674.9,641.7,633.9,47.0,88.9,127.4,135.5,20.0,61.9,45.1,51.6,12583.8,10549.4,2034.4,969478.3,813805.1,155673.2,988092.3,829430.2,158662.1
Taicang,5809,2567,46225.7,75548.1,2006.2,2006.8,2006.9,2007.0,126.4,336.3,405.0,406.6,19.0,57.1,164.4,171.6,35.0,66.0,97.9,102.0,7366.6,4537.5,2829.1,566505.5,349699.0,216806.4,577382.4,356413.3,220969.1
Zhoushan,5728,2212,133036.0,171131.9,2007.3,2007.7,2009.8,2009.4,428.9,680.5,511.9,524.3,48.0,141.8,180.1,193.2,21.0,57.2,49.4,56.8,17033.1,13865.8,3167.3,1312869.2,1069524.7,243344.5,1338076.3,1090059.6,248016.7
Yantai,4870,551,22090.9,20887.9,2006.1,2005.4,2008.4,2008.3,94.0,571.9,191.7,359.6,8.0,86.8,104.8,149.9,4.0,66.3,40.4,62.0,3505.3,2756.1,749.2,268911.2,211935.2,56975.9,274074.3,216004.4,58069.9
Qianwan,4599,1603,143093.0,168685.8,2007.1,2008.4,2009.3,2009.2,466.2,604.6,589.3,587.1,47.0,73.3,84.5,88.9,17.0,43.7,35.6,39.1,15567.3,13410.2,2157.1,1203799.5,1037611.1,166188.4,1226912.4,1057533.2,169379.2
Guishan,4531,1766,18192.9,27078.5,2005.9,2007.0,2007.2,2007.3,65.2,234.1,209.1,220.3,8.0,37.3,193.0,172.5,28.0,73.9,133.5,120.4,5181.5,2142.0,3039.5,396472.8,163949.5,232523.2,404085.1,167097.4,236987.7
