Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,211,7,59.8,88.2,2003.4,2000.7,2005.9,2005.6,125.8,411.4,133.3,133.0,16.0,45.2,23.6,23.8,15.0,35.1,29.1,29.3,22.6,18.1,4.5,1700.0,1362.0,338.0,1732.6,1388.2,344.4
Ro-Ro,126,2,176.4,88.7,1996.3,1997.0,1996.2,1996.4,123.7,124.4,132.4,132.5,10.0,10.5,11.3,11.4,2.0,2.0,9.3,11.1,66.2,53.4,12.8,4966.9,4006.4,960.5,5062.3,4083.3,979.0
Ferry-RoPax,86,3,201.1,41.4,2000.7,2002.0,2000.8,2000.0,130.5,272.4,212.5,156.4,11.0,27.5,36.0,22.7,2.0,45.0,81.6,37.4,115.6,61.8,53.8,8679.7,4637.3,4042.3,8846.3,4726.4,4120.0
Bulk carrier,38,1,15.2,19.5,1982.0,1982.0,1982.0,1982.0,395.6,395.6,458.3,458.3,52.5,52.5,69.2,69.2,20.5,20.5,25.0,25.0,14.2,11.7,2.4,1062.9,880.4,182.5,1083.3,897.3,186.0
Ferry-pax only,33,2,6.1,0.5,2002.5,2001.5,2001.0,2000.8,258.1,244.3,529.0,535.0,40.0,44.2,360.6,360.8,11.0,10.8,14.4,14.4,13.7,12.3,1.4,1028.1,922.5,105.5,1047.8,940.3,107.5
Oil tanker,18,6,21.5,27.9,2005.3,2002.5,2004.2,2003.6,421.7,462.5,434.4,441.0,56.5,63.5,78.9,79.1,17.0,19.3,21.2,21.5,14.0,10.4,3.6,1051.9,781.3,270.5,1072.1,796.3,275.7
Cruise,11,9,51.5,6.0,1987.1,1984.4,1994.1,1993.0,227.8,172.1,248.6,234.4,19.0,18.6,27.3,27.4,10.0,15.6,13.3,14.8,19.8,13.6,6.2,1504.9,1033.6,471.3,1533.8,1053.4,480.4
Liquefied gas tanker,5,2,8.6,8.2,1994.6,1994.0,1994.9,1994.9,825.0,511.8,712.1,717.9,92.0,71.0,92.9,93.0,16.0,16.0,13.8,13.8,5.1,4.0,1.1,383.2,301.6,81.6,390.5,307.4,83.1
Chemical tanker,2,2,2.3,3.0,2006.5,2006.5,2006.5,2006.5,327.0,327.0,326.6,327.1,36.0,36.0,36.0,36.0,41.0,41.0,43.0,40.1,1.5,0.7,0.8,116.1,54.4,61.7,118.3,55.4,62.9
Service - tug,1,1,0.0,0.0,1964.0,1964.0,1964.0,1964.0,226.7,226.7,226.7,226.7,117.0,117.0,117.0,117.0,3.0,3.0,3.0,3.0,0.3,0.3,0.0,22.6,22.4,0.2,23.1,22.9,0.2
Service - other,1,1,5.7,2.0,2015.0,2015.0,2015.0,2015.0,2540.4,2540.4,2540.4,2540.4,330.0,330.0,330.0,330.0,18.0,18.0,18.0,18.0,1.7,1.6,0.1,126.0,119.5,6.5,128.4,121.7,6.6
