Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sint Maarten (Dutch part),217,44,1099.1,117.5,1991.8,1994.7,2000.3,1999.3,105.4,106.3,117.9,116.4,15.0,31.9,14.7,18.0,9.0,17.5,8.9,9.7,339.2,231.3,107.8,26190.4,17861.3,8329.1,26693.2,18204.2,8489.1
Antigua and Barbuda,193,62,1065.3,133.0,1999.9,1998.2,2005.7,2004.5,78.2,93.6,108.6,97.5,12.0,13.7,14.4,14.5,9.0,11.8,8.9,9.8,257.9,166.1,91.8,19930.3,12848.7,7081.7,20313.0,13095.4,7217.6
Virgin Islands (British),97,30,159.3,69.7,1988.1,1994.0,2002.3,1995.5,167.8,167.2,161.6,192.2,22.0,24.2,22.4,35.3,13.0,18.0,11.3,19.3,68.8,49.9,18.9,5265.5,3822.5,1443.0,5366.6,3895.9,1470.7
Dominica,65,17,81.6,90.4,1998.1,1995.9,2002.8,2002.7,152.4,150.5,162.5,164.7,16.0,19.1,16.6,15.7,9.0,33.2,10.3,10.0,36.4,25.0,11.5,2794.3,1922.4,871.9,2847.9,1959.3,888.7
Virgin Islands (U.S.),62,27,434.5,69.4,1994.3,1999.6,2007.4,2002.7,158.8,176.1,183.4,186.4,17.0,16.7,15.9,16.3,7.0,9.3,7.3,11.0,86.3,66.1,20.2,6591.8,5076.2,1515.6,6718.3,5173.7,1544.7
Saint Martin (French part),53,13,18.0,16.6,1989.2,1986.0,1994.7,1997.5,87.1,88.2,93.6,97.5,10.0,16.9,20.2,19.7,13.0,17.0,35.7,52.4,26.3,9.8,16.5,1981.3,740.0,1241.3,2019.3,754.2,1265.2
Guadeloupe,52,20,156.9,26.6,1995.6,1997.6,2003.4,2001.4,132.0,135.7,138.4,137.3,15.0,17.6,14.6,15.1,9.5,13.1,10.3,12.2,48.8,30.3,18.5,3759.1,2338.0,1421.1,3831.2,2382.9,1448.4
Saint Lucia,52,24,640.5,102.3,2007.0,2004.4,2007.5,2007.5,229.4,238.4,234.6,246.7,17.0,19.4,17.0,20.9,9.0,10.1,8.7,9.5,151.7,126.8,24.9,11733.0,9813.1,1920.0,11958.3,10001.5,1956.8
Martinique,48,22,686.0,68.3,2004.2,2004.5,2006.7,2006.1,196.9,232.9,201.9,203.4,15.0,55.2,15.4,18.0,9.0,49.4,10.6,12.1,148.6,114.3,34.3,11499.4,8846.8,2652.6,11720.1,9016.6,2703.5
United States of America,45,24,6419.1,1102.9,2007.7,2005.0,2011.2,2011.1,1132.1,1334.0,1194.2,1402.6,63.0,110.0,73.8,124.6,10.0,43.3,13.7,29.9,1007.5,963.9,43.7,77509.0,74231.1,3278.0,78997.2,75656.3,3340.9
Montserrat,39,15,11.4,10.3,1984.3,1986.3,1998.9,1998.2,47.7,1420.5,147.3,107.6,7.0,201.0,1376.9,941.6,8.0,10.2,13.0,15.0,22.9,19.7,3.3,1724.2,1478.4,245.8,1757.3,1506.8,250.5
Puerto Rico,35,16,831.0,78.4,2000.1,1998.8,2004.8,2003.7,234.8,252.4,271.0,268.8,15.0,46.1,16.2,19.2,10.0,16.5,10.4,10.8,176.7,140.4,36.4,13462.0,10730.1,2731.9,13720.5,10936.2,2784.3
Anguilla,30,10,15.2,12.3,1989.2,1988.1,2002.6,1998.4,103.9,102.6,109.1,112.1,15.5,19.8,17.9,19.6,15.5,18.0,16.7,22.4,10.3,5.6,4.7,777.6,422.7,354.9,792.5,430.8,361.7
Saint Barthélemy,24,12,26.5,4.0,1983.6,1983.0,2003.8,1999.3,76.7,86.7,88.9,89.4,12.0,14.1,12.6,11.6,13.0,18.5,12.2,21.4,16.2,7.5,8.7,1236.0,573.6,662.4,1259.7,584.6,675.1
"Bonaire, Sint Eustatius and Saba",24,12,26.7,46.8,1998.2,2003.0,2010.0,2010.6,103.4,176.1,157.0,153.7,28.5,75.3,44.7,43.3,12.0,54.2,45.2,45.6,13.6,5.4,8.2,1042.1,407.0,635.2,1062.1,414.8,647.4
Trinidad and Tobago,15,10,42.2,63.6,1988.5,1995.4,2008.0,2010.0,468.5,508.1,525.6,515.6,61.0,59.1,54.9,52.2,53.0,118.0,165.8,189.1,13.0,8.2,4.8,990.4,624.2,366.2,1009.4,636.2,373.2
Dominican Republic,13,7,119.4,25.0,1996.5,2002.0,2005.5,1996.0,459.3,502.9,490.5,468.2,45.0,90.7,39.1,44.2,15.0,21.3,14.9,16.8,25.6,21.1,4.4,1966.7,1627.3,339.4,2004.4,1658.6,345.9
Barbados,11,10,241.2,27.0,1995.9,1995.9,2002.8,2001.3,321.3,347.5,352.7,351.1,21.0,34.0,19.9,23.2,9.0,35.8,10.7,15.8,57.1,47.0,10.1,4421.0,3635.9,785.1,4505.8,3705.7,800.2
Grenada,8,5,60.6,16.8,2004.4,2002.8,2013.4,2007.9,336.2,3116.0,359.4,419.7,30.5,192.4,112.5,187.0,13.5,94.7,57.0,95.1,30.1,27.0,3.1,2279.8,2044.1,235.7,2323.5,2083.3,240.2
Curaçao,6,4,313.3,39.8,2004.3,2006.0,2002.6,2004.7,532.5,783.0,538.1,667.5,40.5,128.8,48.9,152.7,10.5,14.2,10.8,11.2,44.4,39.8,4.6,3430.8,3075.5,355.3,3496.7,3134.5,362.2
